,question,solution,answer,topic,question_number
1418,"120 unicorns are flying over a rainbow. 40 of them are flying on Monday, 60 of them are flying on Tuesday, and the rest of them are flying on Wednesday. How many unicorns are flying on Wednesday?","def solution():
    #Total number of unicorns
    total_unicorns = 120
    #Number of unicorns flying on Monday
    unicorns_monday = 40
    #Number of unicorns flying on Tuesday
    unicorns_tuesday = 60
    #The answer is
    result = total_unicorns - unicorns_monday - unicorns_tuesday
    return result",20,unicorns,llama_q1399
1208,Super Mario has 100 coins. He has 20 more 1-up mushrooms than coins. How many 1-up mushrooms does he have?,"def solution():
    #Super Mario has 100 coins
    coins = 100
    #He has 20 more 1-up mushrooms than coins
    mushrooms = coins + 20
    #The answer is
    result = mushrooms
    return result",120,Super Mario,llama_q1195
105,Serena Williams has won 23 Grand Slam singles titles in her career. She won her first Grand Slam singles title in 1999 and her last in 2017. How many years did it take her to win all 23 titles?,"def solution():
    # Serena Williams won her first Grand Slam singles title in 1999
    first_title = 1999
    # She won her last Grand Slam singles title in 2017
    last_title = 2017
    # The total number of years it took her to win all 23 titles is
    total_years = last_title - first_title
    return total_years
print(solution())",18,Serena Williams,mammoth_q105
69,"300 people are in line for ice cream. 150 of them order a scoop of ice cream, 125 of them order 2 scoops, and the rest order 3 scoops. How many scoops of ice cream are ordered in total?","def solution():
    #300 people are in line for ice cream
    people_in_line = 300
    #150 of them order a scoop of ice cream
    scoop_of_ice_cream = 150
    #125 of them order 2 scoops
    two_scoops = 125
    #The rest order 3 scoops
    three_scoops = people_in_line - scoop_of_ice_cream - two_scoops
    #The answer is
    result = scoop_of_ice_cream + two_scoops + three_scoops
    return result",300,ice cream,mathwell_q69
273,The lacrosse team has 20 players. 12 players are girls. 8 players are boys. How many players are not boys?,"def solution():
    #Lacrosse team has 20 players
    players = 20
    #12 players are girls
    girls = 12
    #8 players are boys
    boys = 8
    #The answer is
    result = players - boys
    return result",12,lacrosse,llema_q273
747,"Captain Marvel has 1500 comics. 
Only 400 of the comics are in print. 5 of the comics are in perfect condition. Captain Marvel gives 4 comics to 3 friends. How many comics does Captain Marvel still have in print?","def solution():
    #Captain Marvel had 1500 in total
    total_in_circulation = 1500
    #Only 400 of the comics are in print
    comics_in_print_initial = 400
    #5 of the comics were in perfect condition
    comics_perfect_condition = 400 / 5
    #Captain Marvel gave 4 comics to 3 friends
    comics_fake_marvel = 5 * 4 * 3
    #The comics that Captain Marvel still has in print are. 
    result = comics_in_print_initial - comics_fake_marvel
    return result",340,Captain Marvel,llema_q744
997,"Captain America has 1000 vibranium shields. 200 of them are in his vault, and the rest are in his armory. How many vibranium shields are in his armory?","def solution():
    #Captain America has 1000 vibranium shields
    vibranium_shields_total = 1000
    #200 of them are in his vault
    vibranium_shields_vault = 200
    #The rest are in his armory. The answer is
    result = vibranium_shields_total - vibranium_shields_vault
    return result",800,Captain America,mathwell_q963
297,"Wonder Woman has 4 lassos. Each lasso has 10 meters of rope. 

How many meters of rope does Wonder Woman have in total?","def solution():
    # Wonder Woman has 4 lassos
    lassos = 4
    # Each lasso has 10 meters of rope
    meters_per_lasso = 10
    # The answer is
    result = lassos * meters_per_lasso
    return result",40,Wonder Woman,llama_q297
734,"In the game, Super Mario can stomp on 30 Goombas, 20 Koopas, and 10 Piranha Plants. How many enemies does he stomp on total?","def solution():
    #Super Mario can stomp on 30 Goombas
    goombas = 30
    #20 Koopas
    koopas = 20
    #and 10 Piranha Plants
    piranha_plants = 10
    #The answer is
    result = goombas + koopas + piranha_plants
    return result",60,Super Mario,mathwell_q711
1279,"Thor is flying from Asgard to Midgard. Asgard is 1,000,000 miles away from Midgard. Thor's top speed is 500 miles per hour. How long will it take Thor to get to Midgard?","def solution():
    #Asgard is 1,000,000 miles away from Midgard
    distance = 1000000
    #Thor's top speed is 500 miles per hour
    speed = 500
    #The answer is
    result = distance / speed
    return result",2000.0,"Thor, the God of Thunder",llama_q1264
470,"Frozen yogurt comes in packs of 4. 
Milkshakes come in packs of 5. 
An ice cream shop sells 2500 packs of frozen yogurt and 1000 packs of milkshakes. 
How many packs of milkshakes are there?","def solution():
    
    return result",5,ice cream,llema_q470
964,"Super Mario has 100 coins. He can buy 1 fire flower for 5 coins, 1 mushroom for 10 coins, and 1 star for 20 coins. How many of each item can he buy?","def solution():
    #Super Mario has 100 coins
    coins = 100
    #He can buy 1 fire flower for 5 coins, 1 mushroom for 10 coins, and 1 star for 20 coins
    fire_flower_cost = 5
    mushroom_cost = 10
    star_cost = 20
    #The answer is
    fire_flowers = coins / fire_flower_cost
    mushrooms = coins / mushroom_cost
    stars = coins / star_cost
    return fire_flowers, mushrooms, stars","(20.0, 10.0, 5.0)",Super Mario,llama_q958
202,"Captain America can punch 100 times a minute. 
How many punches can he throw in 10 minutes?","def solution():
    #Captain America can punch 100 times a minute
    punches_per_minute = 100
    #He has to punch for 10 minutes
    minutes = 10
    #The answer is
    result = punches_per_minute * minutes
    return result",1000,Captain America,mathwell_q200
727,"Superman is 6'3"" tall. 1 inch is 0.0254 meters. How tall is Superman in meters?","def solution():
    #Superman is 6'3"" tall
    height_in_inches = 6 * 12 + 3
    #1 inch is 0.0254 meters
    height_in_meters = height_in_inches * 0.0254
    #The answer is
    result = height_in_meters
    return result",1.905,Superman,mathwell_q704
913,"The Cheerios have 20 members. 10 of the members are in 10th grade. 6 of the members are in 11th grade. 4 of the members are in 12th grade. How many Cheerios members are not in 10th, 11th, or 12th grade?","def solution():
    #Total members
    total_members = 20
    #Members in 10th grade
    members_10th = 10
    #Members in 11th grade
    members_11th = 6
    #Members in 12th grade
    members_12th = 4
    #Members who are not in 10th, 11th, or 12th grade
    members_other = total_members - members_10th - members_11th - members_12th
    return members_other",0,cheer leading,llama_q908
1109,"A candy store has 1200 lollipops. 200 lollipops are in the shape of a heart, 400 are in the shape of a star, and the rest are in the shape of a circle. How many lollipops are in the shape of a circle?","def solution():
    #Total lollipops
    total_lollipops = 1200
    #Lollipops in the shape of a heart
    lollipops_heart = 200
    #Lollipops in the shape of a star
    lollipops_star = 400
    #Lollipops in the shape of a circle
    lollipops_circle = total_lollipops - lollipops_heart - lollipops_star
    return lollipops_circle",600,candy,mathwell_q1069
205,"Steve, the main character in Minecraft, is in the Nether. He has 100 health points. 20% of his health points are lost in the first 5 minutes. 30% of his health points are lost in the second 5 minutes. How many health points does he have left?","def solution():
    #Steve has 100 health points
    health_points = 100
    #20% of his health points are lost in the first 5 minutes
    health_points_lost_first_5_minutes = health_points * 0.20
    #30% of his health points are lost in the second 5 minutes
    health_points_lost_second_5_minutes = health_points * 0.30
    #The answer is
    result = health_points - health_points_lost_first_5_minutes - health_points_lost_second_5_minutes
    return result",50.0,Minecraft,mathwell_q203
1090,"A soccer team has 11 players. 
5 of the players are forwards, 3 are midfielders, and the rest are defenders. 
How many defenders are there?","def solution():
    #A soccer team has 11 players
    players = 11
    #5 of the players are forwards
    forwards = 5
    #3 are midfielders
    midfielders = 3
    #The rest are defenders. The answer is
    defenders = players - forwards - midfielders
    return defenders",3,soccer,mathwell_q1050
1391,Steph Curry has made 123 three-pointers. He has made 243 two-pointers. How many total points has he scored?,"def solution():
    #Steph Curry has made 123 three-pointers
    three_pointers = 123
    #He has made 243 two-pointers
    two_pointers = 243
    #The answer is
    result = three_pointers * 3 + two_pointers * 2
    return result",855,Steph Curry,llama_q1374
1301,"In a 100m swimming race, the swimmer's average speed is 1.7m/s. How long does it take for the swimmer to complete the race?","def solution():
    #The swimmer's average speed is 1.7m/s
    swimmer_speed = 1.7
    #The length of the race is 100m
    race_length = 100
    #The answer is
    result = race_length / swimmer_speed
    return result",58.82352941176471,swimming,llama_q1286
332,"A car is traveling at a constant speed of 65 miles per hour. The car travels for 2 hours, then stops for 1 hour, and travels for 3 hours more. How many miles does the car travel?","def solution():
    # define the speed of the car
    speed = 65
    # define the time the car travels
    time = 2 + 3
    # calculate the distance the car travels
    distance = speed * time
    # return the answer
    return distance
print(solution())",325,cars,mammoth_q332
349,Patrick Mahomes threw 38 touchdowns in 2018.  He threw 50 touchdowns in 2019.  How many touchdowns did he throw in total?,"def solution():
    #Patrick Mahomes threw 38 touchdowns in 2018
    touchdowns_2018 = 38
    #He threw 50 touchdowns in 2019
    touchdowns_2019 = 50
    #The answer is
    result = touchdowns_2018 + touchdowns_2019
    return result",88,Patrick Mahomes,llama_q349
1385,"There are 40 cats. 20% of the cats are black, 30% of the cats are white, and the rest are gray. How many gray cats are there?","def solution():
    #Total cats
    total_cats = 40
    #Black cats
    black_cats = total_cats * 0.2
    #White cats
    white_cats = total_cats * 0.3
    #Gray cats
    gray_cats = total_cats - black_cats - white_cats
    return gray_cats",20.0,cats,llama_q1368
791,"Patrick Mahomes is the quarterback for the Kansas City Chiefs. 

He can throw the ball 100 yards. 

If he can throw the ball 100 yards, how far can he throw the ball if he has 200 yards of field to work with?","def solution():
    #Patrick Mahomes can throw the ball 100 yards
    ball_throw_distance = 100
    #He has 200 yards of field to work with
    field_distance = 200
    #The answer is
    result = ball_throw_distance * field_distance
    return result",20000,Patrick Mahomes,mathwell_q766
646,Naruto is 16 years old.  He is 4 years older than Sasuke.  How old is Sasuke?,"def solution():
    #Naruto is 16 years old
    naruto_age = 16
    #He is 4 years older than Sasuke
    sasuke_age = naruto_age - 4
    #The answer is
    result = sasuke_age
    return result",12,Naruto,llama_q643
653,"Harry Potter is in a duel with Draco Malfoy. 

He casts 5 spells at Draco. 

Draco casts 3 spells at Harry. 

How many spells are cast in total?","def solution():
    # Harry casts 5 spells at Draco
    spells_harry = 5
    # Draco casts 3 spells at Harry
    spells_draco = 3
    # The answer is
    result = spells_harry + spells_draco
    return result",8,Harry Potter,mathwell_q631
581,"In lacrosse, if you need 7 more goals to average at least 6 goals per game, how many goals do you need?","def solution():
    #A lacrosse player needs to score 7 more goals
    goals_needed = 7
    #to have an average of at least 6 goals per game
    goals_per_game = 6
    #So the answer is:
    result = goals_needed + goals_per_game
    return result",13,lacrosse,llema_q580
280,"Barbie has 200 pink dresses. 100 of them are short, 50 of them are medium, and the rest are long. How many long dresses does Barbie have?","def solution():
    #Barbie has 200 pink dresses
    dresses_total = 200
    #100 of them are short
    dresses_short = 100
    #50 of them are medium
    dresses_medium = 50
    #Number of long dresses is
    dresses_long = dresses_total - dresses_short - dresses_medium
    return dresses_long",50,Barbie,mathwell_q275
672,Batman can throw 50 batarangs in 5 seconds. How many batarangs can he throw in 10 seconds?,"def solution():
    #Batman can throw 50 batarangs in 5 seconds
    batarangs_in_5_seconds = 50
    #So, in 10 seconds, he can throw
    batarangs_in_10_seconds = batarangs_in_5_seconds * 2
    return batarangs_in_10_seconds",100,Batman,llama_q669
877,"The Red Riding Hood hockey team has won 2/3 of its games this season so far. Out of the games they have lost, 1/10 of them were penalties.  How many penalties have they incurred in those lost games?","def solution():
    #The team has won 2/3 of its games so far
    games_won = 2/3
    #They went 1 - 2/3 = 1/3 in their losses
    games_lost = 1 - games_won
    #And out of those 1/3 of their games lost, 1/10 of them were penalties
    penalties_per_loss = (1/10) * games_lost
    #The total penalties
    result = penalties_per_loss
    return result",0.03333333333333334,field hockey,llema_q873
786,"100 unicorns were at a unicorn convention. 20 of the unicorns were pink, 30 were purple, and 10 were both pink and purple. How many unicorns were not pink or purple?","def solution():
    #Total unicorns
    total_unicorns = 100
    #Pink unicorns
    pink_unicorns = 20
    #Purple unicorns
    purple_unicorns = 30
    #Both pink and purple unicorns
    both_unicorns = 10
    #Not pink or purple unicorns are
    neither_unicorns = total_unicorns - pink_unicorns - purple_unicorns + both_unicorns
    return neither_unicorns",60,unicorns,mathwell_q762
505,Ash and his Mudkip are in the wild. Ash has 90 HP. His Mudkip is at 60 HP. 37 Pokémon come out to hurt them. They hurt 125 HP for each Pokémon. How many HP are they down to?,"def solution():
    #Ash started with 90 HP
    ash = 90
    #His Mudkip started with 60 HP
    mudkip = 60
    #37 Pokémon come out to hurt them and hurt 125 HP for each Pokémon
    dmg = (37 ** 2) + 125
    #The answer is
    result = ash + mudkip - dmg
    return result",-1344,Pokémon,llema_q505
900,A soccer team has 11 players. 2 of the players are goalies. 2 of the players are defenders. 4 of the players are midfielders. 3 of the players are forwards. How many more players should be on the team so that each player in each position has an equal number of players?,"def solution():
    #Number of players
    players = 11
    #Number of goalies
    goalies = 2
    #Number of defenders
    defenders = 2
    #Number of midfielders
    midfielders = 4
    #Number of forwards
    forwards = 3
    
    #To make sure each player in each position has an equal number of players, 
    #we must add the same number of players to each position.

    #The total number of players will be:
    total_players = players + goalies + defenders + midfielders + forwards

    #15 players will be added to the soccer team so that each player in each position has an equal number of players
    return result",5,soccer,llema_q896
487,"Superman can fly at a top speed of 1,000 mph.  He's in a race with the Flash, who can run at a top speed of 1,000,000 mph.  The race is 1,000,000 miles long.  How long does it take for the Flash to finish the race?","def solution():
    #Superman's top speed
    superman_speed = 1000
    #Flash's top speed
    flash_speed = 1000000
    #Race distance
    race_distance = 1000000
    #The answer is
    result = race_distance / flash_speed
    return result",1.0,Superman,mathwell_q479
1192,A pizza has 8 slices. A pizza shop sells 4 slices per order. How many orders can be made from 2 pizzas?,"def solution():
    #A pizza has 8 slices
    slices_per_pizza = 8
    #A pizza shop sells 4 slices per order
    slices_per_order = 4
    #Number of pizzas
    num_pizzas = 2
    #The answer is
    result = (slices_per_pizza * num_pizzas) / slices_per_order
    return result",4.0,pizza,llama_q1179
1173,"Thor, the God of Thunder, is 6'3"" tall. 

His hammer, Mjolnir, is 18"" long.

How much taller is Thor than his hammer?","def solution():
    #Thor is 6'3"" tall
    thor_height = 6 * 12 + 3
    #His hammer is 18"" long
    hammer_length = 18
    #The answer is
    result = thor_height - hammer_length
    return result",57,"Thor, the God of Thunder",mathwell_q1129
1455,"Captain Marvel punches 100 times a minute. She punches for 5 minutes, then 200 more times. How many times has she punched?","def solution():
    #Captain Marvel punches 100 times a minute
    punches_per_minute = 100
    #She punches for 5 minutes
    minutes = 5
    #She then punches 200 more times
    punches_additional = 200
    #The answer is
    result = punches_per_minute * minutes + punches_additional
    return result",700,Captain Marvel,mathwell_q1394
873,"Kobe Bryant, a professional basketball player, has 5 NBA championship rings. He has 2 more rings than Shaquille O'Neal. How many rings does Shaquille O'Neal have?","def solution():
    #Kobe has 5 rings
    kobe_rings = 5
    #He has 2 more than Shaq
    shaq_rings = kobe_rings - 2
    #The answer is
    result = shaq_rings
    return result",3,basketball,mathwell_q845
62,"In 2019, Jurassic World Evolution released. Since then, their attendance has been steadily declining. In 2019, they had 55766 attendants. In 2020, their attendance had decreased to 47061. If they keep this drop-off trend, how many attendants will they have in 2021? Round to the nearest whole number.","def solution():
    #In 2019, they had 55766 attendants
    attendants_2019 = 55766
    #In 2020, their attendance had decreased to 47061
    attendants_2020 = 47061
    #The answer is
    result = attendants_2019 - attendants_2020
    return result",8705,dinosaurs,llema_q62
183,"A bakery is selling 200 cookies. They sold 50 cookies in the morning, 30 cookies in the afternoon, and 25 cookies in the evening. How many cookies are left?","def solution():
    #The bakery started with 200 cookies
    cookies_initial = 200
    #They sold 50 cookies in the morning
    cookies_sold_morning = 50
    #30 cookies in the afternoon
    cookies_sold_afternoon = 30
    #25 cookies in the evening
    cookies_sold_evening = 25
    #The answer is
    result = cookies_initial - cookies_sold_morning - cookies_sold_afternoon - cookies_sold_evening
    return result",95,cookies,mathwell_q181
388,The lacrosse team lost 7 games and won 30 games during the season. How many games did the lacrosse team play in total?,"def solution():
    # The lacrosse team lost 7 games
    lacrosse_games_lost = 7
    # and won 30 games
    lacrosse_games_won = 30
    # The answer is
    result = lacrosse_games_lost + lacrosse_games_won
    return result",37,lacrosse,llema_q388
925,"A cheerleading squad has 12 members. 3 of them are in 8th grade, 5 of them are in 7th grade, and the rest are in 6th grade. How many of them are in 6th grade?","def solution():
    #The squad has 12 members
    squad_members = 12
    #3 of them are in 8th grade
    eighth_grade = 3
    #5 of them are in 7th grade
    seventh_grade = 5
    #The answer is
    sixth_grade = squad_members - eighth_grade - seventh_grade
    return sixth_grade",4,cheer leading,mathwell_q893
1048,A toll booth on a highway charges $5 per car. A total of 320 cars passed the toll booth on Tuesday. How much money did the toll booth collect on Tuesday?,"def solution():
    #The toll booth charges $5 per car
    toll_per_car = 5
    #A total of 320 cars passed the toll booth on Tuesday
    cars_tuesday = 320
    #The answer is
    result = toll_per_car * cars_tuesday
    return result",1600,cars,mathwell_q1011
1373,A cheer leading team has 12 girls. 4 girls left the team. How many girls are left on the team?,"def solution():
    #The team started with 12 girls
    girls_initial = 12
    #4 girls left the team
    girls_left = 4
    #The answer is
    result = girls_initial - girls_left
    return result",8,cheer leading,llama_q1357
575,A dog has 4 legs. 2 of them are in the front and 2 are in the back. How many legs does a dog have in the back?,"def solution():
    #A dog has 4 legs
    total_legs = 4
    #2 of them are in the front
    front_legs = 2
    #The answer is
    result = total_legs - front_legs
    return result",2,dogs,mathwell_q560
790,There are 10 pizzas. Each pizza is cut into 8 slices. How many slices are there?,"def solution():
    #There are 10 pizzas
    pizzas = 10
    #Each pizza is cut into 8 slices
    slices_per_pizza = 8
    #The answer is
    result = pizzas * slices_per_pizza
    return result",80,pizza,llama_q786
840,"LeBron James is 6'8"", 250 lbs. With his shirt off, he only weights 180 lbs. How much does his shirt weigh?","def solution():
    #LeBron James weights 250 pounds
    pounds_initial = 250
    #With his shirt off, LeBron only weighs 180 pounds
    pounds_off_shirt = 180
    #Shirt weight is pounds weighed on with shirt - pounds weighed off with shirt
    shirt_weight = pounds_initial - pounds_off_shirt
    #The answer is
    result = shirt_weight
    return result",70,LeBron James,llema_q837
140,"Spiderman has 1000 feet of web. He uses 200 feet to save Mary Jane, 100 feet to save Aunt May, and 300 feet to save the city. How many feet of web does he have left?","def solution():
    #Spiderman started with 1000 feet of web
    feet_initial = 1000
    #He used 200 feet to save Mary Jane
    feet_mary_jane = 200
    #He used 100 feet to save Aunt May
    feet_aunt_may = 100
    #He used 300 feet to save the city
    feet_city = 300
    #The answer is
    result = feet_initial - feet_mary_jane - feet_aunt_may - feet_city
    return result",400,Spiderman,llama_q140
792,"Serena Williams has 23 Grand Slam titles. She has 7 Australian Open titles, 7 Wimbledon titles, 6 US Open titles, and 3 French Open titles. How many titles does she have at the Australian Open and Wimbledon combined?","def solution():
    #Serena Williams has 23 Grand Slam titles
    titles_total = 23
    #She has 7 Australian Open titles
    titles_australian_open = 7
    #7 Wimbledon titles
    titles_wimbledon = 7
    #6 US Open titles
    titles_us_open = 6
    #and 3 French Open titles
    titles_french_open = 3
    #The answer is
    result = titles_australian_open + titles_wimbledon
    return result",14,Serena Williams,llama_q788
323,"Steph Curry, the point guard for the Golden State Warriors, is the best 3-point shooter in the NBA. In 2015-2016, he set the record for most 3-pointers in a season with 402. The previous record was 286. How many more 3-pointers did Curry make than the previous record?","def solution():
    #Steph Curry's record
    curry_record = 402
    #Previous record
    previous_record = 286
    #The answer is
    result = curry_record - previous_record
    return result",116,Steph Curry,llama_q323
298,"Captain Marvel has 15 lassos. 5 of them are 15 feet long, 3 of them are 20 feet long, and the rest are 25 feet long. How many feet of lasso does Captain Marvel have?","def solution():
    #Captain Marvel has 15 lassos
    lassos = 15
    #5 of them are 15 feet long, 3 of them are 20 feet long, and the rest are 25 feet long
    lassos_15_feet = 5
    lassos_20_feet = 3
    lassos_25_feet = lassos - lassos_15_feet - lassos_20_feet
    #The total length of the lassos is
    total_length = (lassos_15_feet * 15) + (lassos_20_feet * 20) + (lassos_25_feet * 25)
    return total_length",310,Captain Marvel,mammoth_q298
1392,Patrick Mahomes has 4000 passing yards. 25% of them are rushing yards. How many rushing yards does he have?,"def solution():
    #Patrick Mahomes has 4000 passing yards
    passing_yards = 4000
    #25% of them are rushing yards
    rushing_yards = passing_yards * 0.25
    #The answer is
    result = rushing_yards
    return result",1000.0,Patrick Mahomes,mathwell_q1335
717,"Wonder Woman has 1000 Amazonian cookies. 
She eats 100 of them. 
She then eats 10% of the remaining. 
How many cookies does she have left?","def solution():
    #Wonder Woman started with 1000 Amazonian cookies
    cookies_initial = 1000
    #She ate 100 of them
    cookies_eaten_100 = 100
    #She then ate 10% of the remaining
    cookies_eaten_10 = 0.10 * (cookies_initial - cookies_eaten_100)
    #The answer is
    result = cookies_initial - cookies_eaten_100 - cookies_eaten_10
    return result",810.0,Wonder Woman,llama_q714
457,"Captain Marvel is fighting Thanos.
* Thanos has 25 points and 2 assists.
* Captain Marvel is doing well. She has 117 points and 8 assists.
* They will fight again!
* How many points and assists does Thanos have now? Write a Python function called solution().","def solution():
    #25 total Thanos has at start of fight
    total_thanos = 25
    #7 points Thanos scored at start of fight
    thanos_points = 7
    #2 assists Thanos has at start of fight
    thanos_assists = 2
    #The number of points and assists Thanos has now
    result = total_thanos + thanos_points + thanos_assists
    return result",34,Captain Marvel,llema_q457
859,12 cars are in a parking lot. 7 more cars arrive. 3 of the cars in the parking lot leave. How many cars are in the parking lot now?,"def solution():
    #Initial number of cars
    initial_cars = 12
    #Number of cars that arrive
    arriving_cars = 7
    #Number of cars that leave
    leaving_cars = 3
    #The answer is
    result = initial_cars + arriving_cars - leaving_cars
    return result",16,cars,mathwell_q832
1383,"A pizza is cut into 8 slices. 

Jon eats 3 slices. 

His friend eats 2 slices. 

How many slices are left?","def solution():

    # total slices of pizza

    pizza_slices = 8

    # Jon eats 3 slices

    jon_slices = 3

    # His friend eats 2 slices

    friend_slices = 2

    # the answer is

    result = pizza_slices - jon_slices - friend_slices

    return result",3,pizza,mathwell_q1326
26,"The Raptors have 5 players on the court. The players have 200 points combined. If the first player scores 50 points, how many points are left for the other 4 players?","def solution():
    #Total points
    total_points = 200
    #Points scored by the first player
    points_player1 = 50
    #Points left for the other 4 players
    points_left = total_points - points_player1
    return points_left
print(solution())",150,basketball,mammoth_q26
422,"In the 2021 NBA Finals, LeBron scored 34.6 points per game and had 13.7 rebounds per game. How many points and rebounds total did LeBron have in the final 6 games?","def solution():
    #Points per game, points per 6 games = points per game times 6
    points_per_game = 34.6
    points = points_per_game * 6
    rebounds_per_game = 13.7
    #Rebounds per game, rebounds per 6 games = rebounds per game times 6
    rebounds = rebounds_per_game * 6
    #The answer is
    result = points + rebounds
    return result",289.8,LeBron James,llema_q422
359,"Taylor Swift is a famous singer, songwriter, and actress. She is also an environmental activist. She raised $3 million in one weekend to buy cattle and protect the natural grasslands in Australia from being sold to a land company. How much did she raise per day? ","def solution(): #Taylor Swift raised a total of$3 million
    total_amount = 3000000
    #She raised the money over the course of one weekend, which is 2 days
    days = 2
    #The answer is
    result = total_amount / days
    return result
",1500000.0,Taylor Swift,llema_q359
734,"The Venusaur has three types: Grass, Poison, and Flying. 
Its first evolution is the Ivysaur. How many types does this Pokémon have?","def solution():
    #The Venusaur has three types
    venusaur_types = 3
    #Its first evolution is the Ivysaur
    ivysaur_types = 2
    #The answer is
    result = venusaur_types - ivysaur_types
    return result",1,Pokémon,llema_q732
899,"Barbie has 500 barbies. She sells 250 Barbies to her rich friends. She buys 100 Barbies from the doll store. She then gives 110 Barbies to her little sister, Lisa.","def solution():
    #Barbie has 500 Barbies
    total = 500
    #She give 250 to her rich friends
    sold = 250
    #She buys 100 from the doll store
    buy = 100
    #She gives 110 to her little sister, Lisa
    given = 100
    #The answer is
    result = total-sold+given
    return result",350,Barbie,llema_q895
620,"Barbie has 200 friends. 100 of the friends are on Facebook, 50 of the friends are on Instagram, and 25 of the friends are on Snapchat. How many friends does Barbie have on Facebook, Instagram, and Snapchat?","def solution():
    #Barbie has 200 friends
    friends_total = 200
    #100 of the friends are on Facebook
    friends_facebook = 100
    #50 of the friends are on Instagram
    friends_instagram = 50
    #25 of the friends are on Snapchat
    friends_snapchat = 25
    #The answer is
    result = friends_facebook + friends_instagram + friends_snapchat
    return result",175,Barbie,llama_q618
406,The T-Rex is 40 feet long. The Brachiosaurus is 10 feet longer than the T-Rex. The Apatosaurus is 10 feet shorter than the Brachiosaurus. How long is the Apatosaurus?,"def solution():
    #The T-Rex is 40 feet long
    t_rex_length = 40
    #The Brachiosaurus is 10 feet longer than the T-Rex
    brachiosaurus_length = t_rex_length + 10
    #The Apatosaurus is 10 feet shorter than the Brachiosaurus
    apatosaurus_length = brachiosaurus_length - 10
    #The Apatosaurus is
    result = apatosaurus_length
    return result",40,dinosaurs,llama_q406
871,Black Panther has 200 vibranium shards. He uses 100 shards to make a new suit. He then uses 50 shards to make a new car. How many shards does he have left?,"def solution():
    #Black Panther started with 200 vibranium shards
    shards_initial = 200
    #He uses 100 shards to make a new suit
    shards_used_suit = 100
    #He then uses 50 shards to make a new car
    shards_used_car = 50
    #The answer is
    result = shards_initial - shards_used_suit - shards_used_car
    return result",50,Black Panther,mathwell_q843
1010,"In the first year at Hogwarts, Harry Potter, Ron Weasley, and Hermione Granger each had 200 House Points. 

Ron Weasley lost 50 House Points, Hermione Granger lost 10, and Harry Potter lost 20. 

How many House Points do the three of them have left?","def solution():
    #Harry, Ron, and Hermione each started with 200 House Points
    house_points_initial = 200
    #Ron lost 50, Hermione lost 10, and Harry lost 20
    house_points_lost_ron = 50
    house_points_lost_hermione = 10
    house_points_lost_harry = 20
    #The answer is
    result = 3 * house_points_initial - house_points_lost_ron - house_points_lost_hermione - house_points_lost_harry
    return result",520,Naruto,llama_q1004
569,"A volleyball team is 6 players. 

A volleyball league has 12 teams. 

How many players are in the volleyball league?","def solution():

    # A volleyball team is 6 players

    players_per_team = 6

    # A volleyball league has 12 teams

    teams = 12

    # The answer is

    result = players_per_team * teams

    return result",72,volleyball,mathwell_q555
895,Hello Kitty has 1000 Sanrio points. She spends 500 points on a Chococat plushie. How many points does she have left?,"def solution():
    #Hello Kitty has 1000 Sanrio points
    sanrio_points_initial = 1000
    #She spends 500 points on a Chococat plushie
    sanrio_points_spent = 500
    #The answer is
    result = sanrio_points_initial - sanrio_points_spent
    return result",500,Hello Kitty,llama_q890
1097,Batman has 100 batarangs. 20 of them are in his utility belt. 30 of them are in his cape. 40 of them are in his boots. 10 of them are in his gloves. How many batarangs does he have left?,"def solution():
    #Batman has 100 batarangs
    batarangs_total = 100
    #20 of them are in his utility belt
    batarangs_utility_belt = 20
    #30 of them are in his cape
    batarangs_cape = 30
    #40 of them are in his boots
    batarangs_boots = 40
    #10 of them are in his gloves
    batarangs_gloves = 10
    #The answer is
    result = batarangs_total - batarangs_utility_belt - batarangs_cape - batarangs_boots - batarangs_gloves
    return result",0,Batman,mathwell_q1057
498,"The Amtrak Acela Express travels from Washington, D.C. to New York City in 2 hours and 45 minutes. The Amtrak Northeast Regional takes 3 hours and 10 minutes to travel the same route. How much faster is the Acela Express than the Northeast Regional?","def solution():
    #Time it takes the Acela Express to travel from Washington, D.C. to New York City
    acela_express_time = 2.75
    #Time it takes the Northeast Regional to travel from Washington, D.C. to New York City
    northeast_regional_time = 3.16666666666666666666666666666667
    #The answer is
    result = northeast_regional_time - acela_express_time
    return result",0.4166666666666665,trains,llama_q497
437,A Pikachu weighs 13.2 pounds. A Charizard weighs 187.2 times as much as a Pikachu. How much does a Charizard weigh?,"def solution():
    #A Pikachu weighs 13.2 pounds
    pikachu_weight = 13.2
    #A Charizard weighs 187.2 times as much as a Pikachu
    charizard_weight = 187.2 * pikachu_weight
    #The answer is
    result = charizard_weight
    return result",2471.0399999999995,Pokémon,mathwell_q431
923,"There are 4 Ninja Turtles. 2 of them are mutant turtles, and the rest are aliens. How many alien Ninja Turtles are there?","def solution():
    #There are 4 Ninja Turtles
    ninja_turtles = 4
    #2 of them are mutant turtles
    mutant_turtles = 2
    #The rest are aliens. The answer is
    alien_turtles = ninja_turtles - mutant_turtles
    return alien_turtles",2,Ninja Turtles,mathwell_q892
