,0
655,"
{
  ""question"": ""Serena Williams has 23 Grand Slam titles. \n\nVenus Williams has 7. \n\nHow many more Grand Slam titles does Serena have than Venus?"",
  ""solution"": ""def solution():\n    #Serena has\n    serena_titles = 23\n    #Venus has\n    venus_titles = 7\n    #The answer is\n    result = serena_titles - venus_titles\n    return result"",
  ""answer"": ""16.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the difference in Grand Slam titles between Serena and Venus Williams by subtracting the number of titles Venus has (7) from the number of titles Serena has (23), which gives the correct answer of 16.""
}
"
656,"{'question': 'A cat has 9 lives. \nIf a cat loses 3 lives, how many lives does it have left?', 'solution': 'def solution():\n    #A cat has 9 lives\n    lives_initial = 9\n    #It loses 3 lives\n    lives_lost = 3\n    #The answer is\n    result = lives_initial - lives_lost\n    return result', 'answer': '6.0', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the remaining lives by subtracting the number of lives lost from the initial number of lives. The answer is correctly given as 6, which matches the expected whole number result.'}"
657,"
{
    ""question"": ""A Minecraft player has 1000 experience points. They use 500 experience points to enchant their sword. They then use 200 more experience points to enchant their armor. How many experience points do they have left?"",
    ""solution"": ""def solution():\n    # The player started with 1000 experience points\n    experience_points_initial = 1000\n    # They used 500 experience points to enchant their sword\n    experience_points_sword = 500\n    # They used 200 more experience points to enchant their armor\n    experience_points_armor = 200\n    # The answer is\n    result = experience_points_initial - experience_points_sword - experience_points_armor\n    return result"",
    ""answer"": ""300.0"",
    ""accuracy"": 1.0,
    ""explanation"": ""The solution correctly subtracts the 500 experience points used for the sword enchantment and the 200 experience points used for the armor enchantment from the initial 1000 experience points. The resulting remaining experience points are correctly calculated as 300.""
}
"
658,"{'question': 'Wonder Woman is in a battle. She has 2000 beads. 1000 of the beads are in her lasso. 500 of the beads are in her tiara. 250 of the beads are in her bracelets. How many beads are left?', 'solution': 'def solution():\n    #Wonder Woman has 2000 beads\n    beads_total = 2000\n    #1000 of the beads are in her lasso\n    beads_in_lasso = 1000\n    #500 of the beads are in her tiara\n    beads_in_tiara = 500\n    #250 of the beads are in her bracelets\n    beads_in_bracelets = 250\n    #The answer is\n    result = beads_total - beads_in_lasso - beads_in_tiara - beads_in_bracelets\n    return result', 'answer': '250.0', 'accuracy': 1.0, 'explanation': 'The solution correctly defines the number of beads Wonder Woman has in total and subtracts the beads allocated to the lasso, tiara, and bracelets, resulting in the correct number of remaining beads.'}"
659,"{'question': 'The first-place winner in the Fortnite tournament gets 5000 V-Bucks. The second-place winner gets 2500 V-Bucks. The third-place winner gets 1250 V-Bucks. How many V-Bucks do the winners get in total?', 'solution': 'def solution():\n    #The first-place winner gets 5000 V-Bucks\n    v_bucks_first_place = 5000\n    #The second-place winner gets 2500 V-Bucks\n    v_bucks_second_place = 2500\n    #The third-place winner gets 1250 V-Bucks\n    v_bucks_third_place = 1250\n    #The answer is\n    result = v_bucks_first_place + v_bucks_second_place + v_bucks_third_place\n    return result', 'answer': '8750.0', 'accuracy': 1.0, 'explanation': 'The solution accurately sums the V-Bucks of the first, second, and third-place winners to get the correct total amount of V-Bucks.'}"
660,"
{
   ""question"":""Hello Kitty has 2000 pencils. She bought 3000 more pencils. She then gave 2000 pencils to her friends. How many pencils does Hello Kitty have left?"",
   ""solution"":""def solution():\n    #Hello Kitty has 2000 pencils\n    pencils_initial = 2000\n    #She bought 3000 more pencils\n    pencils_bought = 3000\n    #She gave 2000 pencils to her friends\n    pencils_given = 2000\n    #The answer is\n    result = pencils_initial + pencils_bought - pencils_given\n    return result"",
   ""answer"":""3000.0"",
   ""accuracy"":1.0,
   ""explanation"":""The solution correctly calculates the total number of pencils Hello Kitty has after buying more by adding the number of pencils initially had to the number of pencils bought. Then it subtracts the number of pencils given to her friends to arrive at the correct final count of pencils.""
}
"
661,"{'question': 'LeBron James, the basketball player, has 1000 points. He scores 100 points in the first game, 200 in the second, and 300 in the third. How many points does he have left?', 'solution': 'def solution():\n    #LeBron started with 1000 points\n    points_initial = 1000\n    #He scored 100 points in the first game\n    points_first_game = 100\n    #200 in the second\n    points_second_game = 200\n    #300 in the third\n    points_third_game = 300\n    #The answer is\n    result = points_initial - points_first_game - points_second_game - points_third_game\n    return result', 'answer': '400.0', 'accuracy': 1.0, 'explanation': 'The solution correctly defines the initial number of points and subtracts the points scored in each game to arrive at the correct answer of points left.'}"
662,"
{
  ""question"": ""Hello Kitty has 2000 yen. She spends 1000 yen on a new outfit and 500 yen on a new toy. How much yen does she have left?"",
  ""solution"": ""def solution():\n    #Hello Kitty started with 2000 yen\n    yen_initial = 2000\n    #She spent 1000 yen on a new outfit\n    yen_spent_outfit = 1000\n    #She spent 500 yen on a new toy\n    yen_spent_toy = 500\n    #The answer is\n    result = yen_initial - yen_spent_outfit - yen_spent_toy\n    return result"",
  ""answer"": ""500.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution accurately calculates the amount of yen Hello Kitty has left after spending 1000 yen on a new outfit and 500 yen on a new toy by subtracting these expenses from her initial 2000 yen.""
}
"
663,"
{'question': 'Barbie has 120 pink shoes. She has 300 more blue shoes than pink shoes. How many shoes does Barbie have in total?', 'solution': 'def solution():\n    #Barbie has 120 pink shoes\n    pink_shoes = 120\n    #She has 300 more blue shoes than pink shoes\n    blue_shoes = pink_shoes + 300\n    #The answer is\n    result = pink_shoes + blue_shoes\n    return result', 'answer': '540.0', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the total number of shoes by adding the number of pink shoes to the number of blue shoes. The provided answer matches the calculated result, but it should be represented as an integer rather than a floating point.'}
"
664,"
{
  ""question"": ""A field hockey team has 15 players. 5 of the players are forwards, 6 of the players are midfielders, and the rest are defenders. How many defenders are on the team?"",
  ""solution"": ""def solution():\n    #A field hockey team has 15 players\n    players_total = 15\n    #5 of the players are forwards\n    players_forwards = 5\n    #6 of the players are midfielders\n    players_midfielders = 6\n    #The rest are defenders\n    players_defenders = players_total - players_forwards - players_midfielders\n    #The answer is\n    result = players_defenders\n    return result"",
  ""answer"": ""4.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution has accurately determined the number of defenders on the team by subtracting the number of forwards and midfielders from the total number of players. The calculation is correct, and it produces the answer that there are 4 defenders on the team.""
}
"
665,"
{
    ""question"": ""Steph Curry has 2000 3-pointers. He makes 50 more 3-pointers each week for 10 weeks. How many 3-pointers does he have now?"",
    ""solution"": ""def solution():\n    #Steph Curry started with 2000 3-pointers\n    three_pointers_initial = 2000\n    #He makes 50 more 3-pointers each week for 10 weeks\n    three_pointers_gained_per_week = 50\n    #The answer is\n    result = three_pointers_initial + three_pointers_gained_per_week * 10\n    return result"",
    ""answer"": ""2500.0"",
    ""accuracy"": 1.0,
    ""explanation"": ""The solution correctly calculates the total number of 3-pointers by starting with the initial amount and adding the number of 3-pointers made each week for 10 weeks.""
}
"
666,"
{
    ""question"": ""Captain Marvel is a superhero. She is 1000 times stronger than a normal human. A normal human can lift 100 pounds. How many pounds can Captain Marvel lift?"",
    ""solution"": ""def solution():\n    #A normal human can lift 100 pounds\n    normal_human_lift = 100\n    #Captain Marvel is 1000 times stronger than a normal human\n    captain_marvel_lift = normal_human_lift * 1000\n    #The answer is\n    result = captain_marvel_lift\n    return result"",
    ""answer"": ""100000.0"",
    ""accuracy"": 1.0,
    ""explanation"": ""The solution correctly calculates the number of pounds Captain Marvel can lift by multiplying the strength of a normal human (who can lift 100 pounds) by 1000, which accurately follows the scenario described in the question. The solution correctly arrives at 100,000 pounds as the lifting capability for Captain Marvel.""
}
"
667,"{'question': 'Batman has 50 Batarangs. He uses 10 of them to fight the Joker, 15 of them to fight the Penguin, and 12 of them to fight the Riddler. How many Batarangs does he have left?', 'solution': 'def solution():\n    #Batman has 50 Batarangs\n    batarangs_total = 50\n    #He uses 10 of them to fight the Joker\n    batarangs_joker = 10\n    #15 of them to fight the Penguin\n    batarangs_penguin = 15\n    #12 of them to fight the Riddler\n    batarangs_riddler = 12\n    #The answer is\n    result = batarangs_total - batarangs_joker - batarangs_penguin - batarangs_riddler\n    return result', 'answer': '13.0', 'accuracy': 1.0, 'explanation': 'The solution subtracts the number of Batarangs used in each fight from the total number Batman initially had. Doing the math: 50 - 10 - 15 - 12 equals 13, which matches the provided answer.'}"
668,"
{
  ""question"": ""A soccer team has 11 players. 3 of the players are forwards, 5 are midfielders, and the rest are defenders. How many defenders are there?"",
  ""solution"": ""def solution():\n    #The soccer team has 11 players\n    total_players = 11\n    #3 of the players are forwards\n    forwards = 3\n    #5 are midfielders\n    midfielders = 5\n    #The rest are defenders\n    defenders = total_players - forwards - midfielders\n    return defenders"",
  ""answer"": ""3.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of defenders by subtracting the number of forwards and midfielders from the total number of players on the soccer team.""
}
"
669,"{'question': 'Naruto has 100 ramen. He ate 20 ramen for breakfast, 30 ramen for lunch, and 20 ramen for dinner. How many ramen does he have left?', 'solution': 'def solution():\n    #Naruto has 100 ramen\n    ramen_total = 100\n    #He ate 20 ramen for breakfast\n    ramen_breakfast = 20\n    #30 ramen for lunch\n    ramen_lunch = 30\n    #20 ramen for dinner\n    ramen_dinner = 20\n    #The answer is\n    result = ramen_total - ramen_breakfast - ramen_lunch - ramen_dinner\n    return result', 'answer': '30.0', 'accuracy': 1.0, 'explanation': 'The solution correctly subtracts the total number of ramen Naruto ate for breakfast, lunch, and dinner from the initial total he had, resulting in the correct amount left.'}"
670,"
{
  ""question"": ""A lacrosse team has 1200.00. They used 100.00 to buy a new goal. They then used 250.00 to buy new sticks. They used 50.00 to buy new pads. How much money is left?"",
  ""solution"": ""def solution():\n    #The team started with 1200.00\n    money_initial = 1200.00\n    #They used 100.00 to buy a new goal\n    goal_cost = 100.00\n    #250.00 to buy new sticks\n    sticks_cost = 250.00\n    #and 50.00 to buy new pads\n    pads_cost = 50.00\n    #The answer is\n    result = money_initial - goal_cost - sticks_cost - pads_cost\n    return result"",
  ""answer"": ""800.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly subtracts the costs of the goal, sticks, and pads from the initial money to calculate the remaining amount, which matches the answer provided.""
}
"
671,"{
  'question': 'Serena Williams has 18 Grand Slam singles titles. 5 of them are from the Australian Open, 3 are from the French Open, 7 are from Wimbledon, and the rest are from the US Open. How many of her Grand Slam singles titles are from the US Open?', 
  'solution': 'def solution():\n    #Serena Williams has 18 Grand Slam singles titles\n    total_titles = 18\n    #5 of them are from the Australian Open\n    australian_open_titles = 5\n    #3 are from the French Open\n    french_open_titles = 3\n    #7 are from Wimbledon\n    wimbledon_titles = 7\n    #The answer is\n    us_open_titles = total_titles - australian_open_titles - french_open_titles - wimbledon_titles\n    return us_open_titles', 
  'answer': '3.0', 
  'accuracy': 0.0, 
  'explanation': 'The solution correctly calculates the number of Grand Slam singles titles from the US Open by subtracting the number of titles from the other three events from the total number of titles. However, the answer is incorrectly entered as a floating point number (3.0) when it should be a whole number (3), as the number of titles cannot be a fraction.'
}"
672,"
{
  ""question"": ""The soccer team has 20 players. 8 of the players are forwards, 6 are midfielders, and 6 are defenders. How many goalkeepers are there?"",
  ""solution"": ""def solution():\n    #Total number of players\n    total_players = 20\n    #Number of forwards, midfielders, and defenders\n    forwards = 8\n    midfielders = 6\n    defenders = 6\n    #The answer is\n    goalkeepers = total_players - forwards - midfielders - defenders\n    return goalkeepers"",
  ""answer"": ""0.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of goalkeepers by subtracting the number of forwards, midfielders, and defenders from the total number of players on the soccer team.""
}
"
673,"
{
  ""question"": ""Ms. Fields baked 120 chocolate chip cookies. She put them on a tray and took them to the dining room. 20 of the cookies were eaten by her kids. She ate 10 of the cookies. How many cookies are left?"",
  ""solution"": ""def solution():\n    #Ms. Fields baked 120 chocolate chip cookies\n    cookies_baked = 120\n    #20 of the cookies were eaten by her kids\n    cookies_eaten_kids = 20\n    #She ate 10 of the cookies\n    cookies_eaten_herself = 10\n    #The answer is\n    result = cookies_baked - cookies_eaten_kids - cookies_eaten_herself\n    return result"",
  ""answer"": ""90.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution calculates the number of cookies left correctly by subtracting the number of cookies eaten by her kids and the number of cookies she ate from the total number of cookies baked.""
}
"
674,"
{
    ""question"": ""Patrick Mahomes has 4000 passing yards. He has 2000 more passing yards than rushing yards. How many rushing yards does he have?"",
    ""solution"": ""def solution():\n    #Patrick Mahomes has 4000 passing yards\n    passing_yards = 4000\n    #He has 2000 more passing yards than rushing yards\n    rushing_yards = passing_yards - 2000\n    #The answer is\n    result = rushing_yards\n    return result"",
    ""answer"": ""2000.0"",
    ""accuracy"": 1.0,
    ""explanation"": ""The solution correctly defines that Patrick Mahomes has 4000 passing yards, and that he has 2000 more passing yards than rushing yards. Subtracting 2000 from the total passing yards gives the correct amount of rushing yards, which matches the answer provided.""
}
"
675,"{'question': 'Superman can punch 2000 times a minute. How many punches can he throw in 10 minutes?', 'solution': 'def solution():\n    #Superman can punch 2000 times a minute\n    punches_per_minute = 2000\n    #In 10 minutes, he can punch\n    punches_10_minutes = punches_per_minute * 10\n    return punches_10_minutes', 'answer': '20000.0', 'accuracy': 1.0, 'explanation': 'The solution correctly identifies Superman's punching rate per minute and multiplies it by 10 minutes to arrive at the right total number of punches.'}"
676,"{'question': '1000 unicorns were in a magical forest. 100 of them were pink, 200 of them were purple, and the rest were blue. How many blue unicorns were in the forest?', 'solution': 'def solution():\n    #1000 unicorns were in a magical forest\n    total_unicorns = 1000\n    #100 of them were pink\n    pink_unicorns = 100\n    #200 of them were purple\n    purple_unicorns = 200\n    #The rest were blue\n    blue_unicorns = total_unicorns - pink_unicorns - purple_unicorns\n    #The answer is\n    result = blue_unicorns\n    return result', 'answer': '700.0', 'accuracy': 1.0, 'explanation': 'The solution calculates the correct number of blue unicorns by subtracting the number of pink and purple unicorns from the total number of unicorns in the forest.'}"
677,"
{
    ""question"": ""Wonder Woman is 6,000 years old. \nShe is 500 years older than Superman. \nHow old is Superman?"",
    ""solution"": ""def solution():\n    #Wonder Woman is 6,000 years old\n    wonder_woman_age = 6000\n    #She is 500 years older than Superman\n    superman_age = wonder_woman_age - 500\n    #The answer is\n    result = superman_age\n    return result"",
    ""answer"": ""5500.0"",
    ""accuracy"": 1.0,
    ""explanation"": ""The solution accurately subtracts 500 years from Wonder Woman's age to determine Superman's age, which matches the provided answer.""
}
"
678,"{'question': 'Super Mario has 100 coins. 20 of them are from the Mushroom Kingdom. 30 of them are from the Koopa Kingdom. 10 of them are from the Star Kingdom. The rest are from the Fire Kingdom. How many coins does Super Mario have from the Fire Kingdom?', 'solution': 'def solution():\n    #Super Mario has 100 coins\n    coins = 100\n    #20 of them are from the Mushroom Kingdom\n    mushroom_kingdom_coins = 20\n    #30 of them are from the Koopa Kingdom\n    koopa_kingdom_coins = 30\n    #10 of them are from the Star Kingdom\n    star_kingdom_coins = 10\n    #The rest are from the Fire Kingdom\n    fire_kingdom_coins = coins - mushroom_kingdom_coins - koopa_kingdom_coins - star_kingdom_coins\n    return fire_kingdom_coins', 'answer': '40.0', 'accuracy': 1.0, 'explanation': 'The solution correctly subtracts the coins from Mushroom, Koopa, and Star Kingdoms from the total, providing the correct number of coins from the Fire Kingdom.'}"
679,"{'question': 'Batman has 1000 Batarangs. He uses 200 of them to fight the Joker. He then uses 300 of them to fight Bane. How many Batarangs does he have left?', 'solution': 'def solution():\n    #Batman has 1000 Batarangs\n    batarangs_initial = 1000\n    #He uses 200 of them to fight the Joker\n    batarangs_used_against_joker = 200\n    #He then uses 300 of them to fight Bane\n    batarangs_used_against_bane = 300\n    #The answer is\n    result = batarangs_initial - batarangs_used_against_joker - batarangs_used_against_bane\n    return result', 'answer': '500.0', 'accuracy': 1.0, 'explanation': 'The solution correctly computes the number of Batarangs Batman has left by subtracting both the number of Batarangs he used against the Joker and the number used against Bane from the initial amount he had.'}"
680,"
{
  ""question"": ""There are 4 Ninja Turtles. 2 of them are mutant turtles, and the rest are aliens. How many alien Ninja Turtles are there?"", 
  ""solution"": ""def solution():\n    #There are 4 Ninja Turtles\n    ninja_turtles = 4\n    #2 of them are mutant turtles\n    mutant_turtles = 2\n    #The rest are aliens. The answer is\n    alien_turtles = ninja_turtles - mutant_turtles\n    return alien_turtles"", 
  ""answer"": ""2.0""
}
"
681,"
{
  ""question"": ""Pikachu has 100 thunderbolts. He used 20 thunderbolts in a battle with Squirtle. He then used 30 thunderbolts in a battle with Bulbasaur. How many thunderbolts does Pikachu have left?"",
  ""solution"": ""def solution():\n    #Pikachu started with 100 thunderbolts\n    thunderbolts_initial = 100\n    #He used 20 in a battle with Squirtle\n    thunderbolts_used_vs_squirtle = 20\n    #And 30 in a battle with Bulbasaur\n    thunderbolts_used_vs_bulbasaur = 30\n    #The answer is\n    result = thunderbolts_initial - thunderbolts_used_vs_squirtle - thunderbolts_used_vs_bulbasaur\n    return result"",
  ""answer"": ""50.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly subtracts the number of thunderbolts used in each battle from the initial count of thunderbolts, arriving at the correct remaining amount.""
}
"
682,"{'question': 'Captain Marvel punches 100 times a minute. She punches for 5 minutes, then 200 more times. How many times has she punched?', 'solution': 'def solution():\n    #Captain Marvel punches 100 times a minute\n    punches_per_minute = 100\n    #She punches for 5 minutes\n    minutes = 5\n    #She then punches 200 more times\n    punches_additional = 200\n    #The answer is\n    result = punches_per_minute * minutes + punches_additional\n    return result', 'answer': '700.0', 'accuracy': 1.0, 'explanation': 'The provided solution correctly computes the number of punches by multiplying the number of punches per minute (100) by the number of minutes (5), and then adding the additional 200 punches. The result, 700, matches the answer provided.'}"
683,"
{
  ""question"": ""The airport has 1000 planes. \n200 of them are for international flights. \n300 of them are for domestic flights. \nThe rest are for charter flights. \nHow many planes are for charter flights?"",
  ""solution"": ""def solution():\n    #Total number of planes\n    total_planes = 1000\n    #Number of planes for international flights\n    international_planes = 200\n    #Number of planes for domestic flights\n    domestic_planes = 300\n    #The answer is\n    result = total_planes - international_planes - domestic_planes\n    return result"",
  ""answer"": ""500.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of planes for charter flights by subtracting the number of planes for international and domestic flights from the total number of planes.""
}
"
684,"
{
  ""question"": ""Spiderman has 100 spider webs. He uses 20 spider webs to trap a criminal. He then uses 30 spider webs to save a kitten. How many spider webs does he have left?"",
  ""solution"": ""def solution():\n    #Spiderman started with 100 spider webs\n    spider_webs_initial = 100\n    #He used 20 to trap a criminal\n    spider_webs_criminal = 20\n    #He used 30 to save a kitten\n    spider_webs_kitten = 30\n    #The answer is\n    result = spider_webs_initial - spider_webs_criminal - spider_webs_kitten\n    return result"",
  ""answer"": ""50.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly identifies the number of spider webs Spiderman began with, then subtracts the webs used to trap a criminal and to save a kitten, providing the correct remaining amount of spider webs.""
}
"
685,"{'question': ""Kobe Bryant, a professional basketball player, has 5 NBA championship rings. He has 2 more rings than Shaquille O'Neal. How many rings does Shaquille O'Neal have?"", 'solution': 'def solution():\n    #Kobe has 5 rings\n    kobe_rings = 5\n    #He has 2 more than Shaq\n    shaq_rings = kobe_rings - 2\n    #The answer is\n    result = shaq_rings\n    return result', 'answer': '3.0', 'accuracy': 1.0, 'explanation': ""The solution correctly calculates the number of rings Shaquille O'Neal has by subtracting 2 from Kobe Bryant's 5 rings, which results in 3 rings.""}"
686,"
{
  ""question"": ""Steve has 1000 Minecraft coins. He spends 200 coins on a new outfit, 300 coins on a new pickaxe, and 100 coins on a new shovel. How many coins does he have left?"",
  ""solution"": ""def solution():\n    #Steve started with 1000 coins\n    coins_initial = 1000\n    #He spent 200 coins on a new outfit\n    coins_spent_outfit = 200\n    #He spent 300 coins on a new pickaxe\n    coins_spent_pickaxe = 300\n    #He spent 100 coins on a new shovel\n    coins_spent_shovel = 100\n    #The answer is\n    result = coins_initial - coins_spent_outfit - coins_spent_pickaxe - coins_spent_shovel\n    return result"",
  ""answer"": ""400.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly subtracts the coins spent on the outfit, pickaxe, and shovel from the initial count, resulting in the correct answer of 400 coins remaining.""
}
"
687,"
{
    ""question"": ""Pikachu has 100 HP. 20 of them are in the Special Attack stat, and 30 of them are in the Speed stat. The rest are in the HP stat. How many HP are in the HP stat?"",
    ""solution"": ""def solution():\n    #Pikachu has 100 HP\n    hp_pikachu = 100\n    #20 of them are in the Special Attack stat\n    hp_special_attack = 20\n    #30 of them are in the Speed stat\n    hp_speed = 30\n    #The answer is\n    result = hp_pikachu - hp_special_attack - hp_speed\n    return result"",
    ""answer"": ""50.0"",
    ""accuracy"": 1.0,
    ""explanation"": ""The solution correctly subtracts the HP dedicated to the Special Attack stat and the Speed stat from the total HP to determine the remaining HP in the HP stat.""
}
"
688,"{'question': 'Spiderman has 20 spider-bots. He deploys 5 spider-bots on each of 3 rooftops. How many spider-bots does he have left?', 'solution': 'def solution():\n    #Spiderman started with 20 spider-bots\n    spider_bots_initial = 20\n    #He deploys 5 spider-bots on each of 3 rooftops\n    spider_bots_deployed = 5 * 3\n    #The answer is\n    result = spider_bots_initial - spider_bots_deployed\n    return result', 'answer': '5.0', 'accuracy': 1.0, 'explanation': 'The solution correctly calculates the total number of spider-bots Spiderman deploys by multiplying 5 spider-bots by 3 rooftops to get 15. It then subtracts this number from the initial 20 spider-bots to determine that Spiderman has 5 spider-bots left.'}"
689,"
{
  ""question"": ""Naruto has 1000 ryo. He spends 200 ryo on a new headband, 300 ryo on a new outfit, and 100 ryo on a new backpack. How many ryo does he have left?"",
  ""solution"": ""def solution():\n    #Naruto started with 1000 ryo\n    ryo_initial = 1000\n    #He spends 200 ryo on a new headband\n    ryo_headband = 200\n    #300 ryo on a new outfit\n    ryo_outfit = 300\n    #100 ryo on a new backpack\n    ryo_backpack = 100\n    #The answer is\n    result = ryo_initial - ryo_headband - ryo_outfit - ryo_backpack\n    return result"",
  ""answer"": ""400.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly computes the amount of ryo Naruto has left by starting with the initial amount and subtracting the expenses for the headband, outfit, and backpack. The arithmetic is accurate, and the final answer of 400 ryo is correct.""
}
"
690,"```
{'question': 'A volleyball team has 12 players. 3 of the players are setters, 5 of the players are hitters, and the rest are blockers. How many players are blockers?', 'solution': 'def solution():\n    #A volleyball team has 12 players\n    total_players = 12\n    #3 of the players are setters\n    setters = 3\n    #5 of the players are hitters\n    hitters = 5\n    #The rest are blockers\n    blockers = total_players - setters - hitters\n    #The answer is\n    result = blockers\n    return result', 'answer': '4.0', 'accuracy': 1.0, 'explanation': 'The solution correctly identifies the numbers of setters and hitters, then subtracts these from the total number of players to get the correct number of blockers.'}
```"
691,"
{
  ""question"": ""1000 cars are in a parking lot. 200 of the cars are Hondas, 300 of the cars are Toyotas, and the rest are Nissans. How many of the cars are Nissans?"",
  ""solution"": ""def solution():\n    #Total cars\n    total_cars = 1000\n    #Hondas\n    hondas = 200\n    #Toyotas\n    toyotas = 300\n    #Nissans are the rest\n    nissans = total_cars - hondas - toyotas\n    return nissans"",
  ""answer"": ""500.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly subtracts the number of Hondas and Toyotas from the total number of cars to determine the number of Nissans.""
}
"
692,"
{
  ""question"": ""LeBron James has 30,000 points, 9,000 rebounds, and 9,000 assists. How many more points does he have than rebounds and assists combined?"",
  ""solution"": ""def solution():\n    #LeBron James has 30,000 points\n    lebron_points = 30000\n    #9,000 rebounds\n    lebron_rebounds = 9000\n    #9,000 assists\n    lebron_assists = 9000\n    #The answer is\n    result = lebron_points - lebron_rebounds - lebron_assists\n    return result"",
  ""answer"": ""12000.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the difference between LeBron James' points and the sum of his rebounds and assists. The result of 30,000 - 9,000 - 9,000 is indeed 12,000.""
}
"
693,"
{
  ""question"": ""LeBron James is a basketball player. He is 6'9\"" tall. - 1 inch is 2.54 centimeters - 1 foot is 12 inches How tall is LeBron James in centimeters?"",
  ""solution"": ""def solution():\n    # LeBron James is 6'9\"" tall\n    lebron_height_in_feet = 6\n    lebron_height_in_inches = 9\n    # 1 inch is 2.54 centimeters\n    inch_to_cm = 2.54\n    # 1 foot is 12 inches\n    foot_to_inch = 12\n    # The answer is\n    result = (lebron_height_in_feet * foot_to_inch + lebron_height_in_inches) * inch_to_cm\n    return result"",
  ""answer"": ""198.12"",
  ""accuracy"": 0.0,
  ""explanation"": ""The solution incorrectly assumes LeBron James' height in feet as 6.5 instead of converting 6 feet 9 inches correctly into centimeters. The correct calculation is (6 feet * 12 inches/foot + 9 inches) * 2.54 cm/inch, which does not equal the answer provided of 198.12 cm.""
}
"
694,"
{
  ""question"": ""Captain Marvel has 1000 followers. 200 of her followers are from the United States, 150 are from Brazil, and the rest are from other countries. How many of her followers are not from the United States or Brazil?"",
  ""solution"": ""[Python function provided above]"",
  ""answer"": ""650"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly calculates the number of followers not from the United States or Brazil by subtracting the number of followers from the United States and Brazil from the total number of followers.""
}
"
695,"
{
  ""question"": ""The volleyball team has 12 players. 5 of them are setters, 4 are hitters, and the rest are blockers. How many blockers are there?"",
  ""solution"": ""def solution():\n    #The team has 12 members\n    team_members = 12\n    #5 of them are setters\n    setters = 5\n    #4 of them are hitters\n    hitters = 4\n    #The rest are blockers\n    blockers = team_members - setters - hitters\n    return blockers"",
  ""answer"": ""3.0"",
  ""accuracy"": 1.0,
  ""explanation"": ""The solution correctly identifies the number of team members (12), the number of setters (5), and the number of hitters (4). It correctly calculates the number of blockers by subtracting the number of setters and hitters from the total number of players. Since 12 - 5 - 4 = 3, the answer is correct.""
}
"
696,"The provided solution for this question correctly subtracts the number of private planes and commercial airliners from the total number of planes to arrive at the number of military planes. The function's calculations are as follows:

total_planes = 2000 (the total number of planes at the airport)
private_planes = 400 (the number of private planes)
commercial_airliners = 700 (the number of commercial airliners)
military_planes = total_planes - private_planes - commercial_airliners
This simplifies to:
military_planes = 2000 - 400 - 700
military_planes = 1600 - 700
military_planes = 900

Therefore, the number of military planes is 900, and the solution is correct. However, the 'answer' provided in the JSON object is '900.0', suggesting a float value, whereas the correct answer should be an integer. Considering the context and the nature of the question, the decimal is unnecessary and the answer should be provided as an integer. Despite this, the calculation itself is correct, and the function should be marked as accurate.

Here is the completed JSON object with accuracy and explanation:

{
  'question': '2000 planes are at an airport. 400 of them are private planes, 700 of them are commercial airliners, and the rest are military planes. How many military planes are there?',
  'solution': 'def solution():\n    #2000 planes are at an airport\n    total_planes = 2000\n    #400 of them are private planes\n    private_planes = 400\n    #700 of them are commercial airliners\n    commercial_airliners = 700\n    #The rest are military planes\n    military_planes = total_planes - private_planes - commercial_airliners\n    #The answer is\n    result = military_planes\n    return result',
  'answer': '900.0',
  'accuracy': 1.0,
  'explanation': 'The solution correctly calculates the number of military planes by subtracting the number of private planes and commercial airliners from the total number of planes at the airport. The resulting number of military planes is 900, despite the answer being formatted as a float value.'
}"
697,"
{
    ""question"": ""Patrick Mahomes has 400 passing yards. He has 200 more passing yards than rushing yards. How many rushing yards does he have?"",
    ""solution"": ""def solution():\n    #Patrick Mahomes has 400 passing yards\n    passing_yards = 400\n    #He has 200 more passing yards than rushing yards\n    rushing_yards = passing_yards - 200\n    #The answer is\n    result = rushing_yards\n    return result"",
    ""answer"": ""200.0"",
    ""accuracy"": 1.0,
    ""explanation"": ""The solution correctly calculates the number of rushing yards by subtracting 200 from the total passing yards, based on the information that Patrick Mahomes has 200 more passing yards than rushing yards.""
}
"
