,question,solution,answer,topic,question_number
647,"Harry, Ron, and Hermione are on a mission. They have to dodge 150 spells, 30 of which are in the form of a dragon. 20 of the spells are in the form of a troll, and the rest are in the form of a snake. How many snake spells are there?","def solution():
    #Total spells
    total_spells = 150
    #Dragon spells
    dragon_spells = 30
    #Troll spells
    troll_spells = 20
    #Snake spells are the rest
    snake_spells = total_spells - dragon_spells - troll_spells
    return snake_spells",100,Harry Potter,question_2962
1063,"Serena Williams has 12 Grand Slam titles. 5 of them are from Wimbledon, 3 are from the US Open, and 2 are from the Australian Open. How many of her Grand Slam titles are from the French Open?","def solution():
    #Serena has 12 Grand Slam titles
    grand_slam_titles = 12
    #5 of them are from Wimbledon, 3 are from the US Open, and 2 are from the Australian Open
    wimbledon_titles = 5
    us_open_titles = 3
    australian_open_titles = 2
    #The answer is
    french_open_titles = grand_slam_titles - wimbledon_titles - us_open_titles - australian_open_titles
    return french_open_titles",2,Serena Williams,question_2963
908,"Patrick Mahomes has 3000 passing yards. He needs 1000 more to break the record. He has 3 games left to play. If he throws for 200 yards per game, will he break the record?","def solution():
    #Patrick Mahomes has 3000 passing yards
    passing_yards = 3000
    #He needs 1000 more to break the record
    yards_needed = 1000
    #He has 3 games left to play
    games_left = 3
    #If he throws for 200 yards per game, will he break the record?
    yards_per_game = 200
    #The answer is
    result = (passing_yards + games_left * yards_per_game) > yards_needed
    return result",True,Patrick Mahomes,question_2964
64,"Steph Curry, the point guard for the Golden State Warriors, has 500 3-point shots. He made 50 3-point shots in the first 5 games. 
How many 3-point shots does he have left?","def solution():
    #Steph Curry has 500 3-point shots
    shots_initial = 500
    #He made 50 3-point shots in the first 5 games
    shots_made = 50
    #The answer is
    result = shots_initial - shots_made
    return result",450,Steph Curry,question_2965
690,"Serena Williams has 19 Grand Slam singles titles. 
She has 13 US Open titles, 7 Wimbledon titles, and 6 Australian Open titles. 
How many French Open titles does she have?","def solution():
    #Serena has 19 Grand Slam singles titles
    grand_slam_titles = 19
    #13 are from the US Open, 7 are from Wimbledon, and 6 are from the Australian Open
    us_open_titles = 13
    wimbledon_titles = 7
    australian_open_titles = 6
    #The answer is
    french_open_titles = grand_slam_titles - us_open_titles - wimbledon_titles - australian_open_titles
    return french_open_titles",-7,Serena Williams,question_2966
1104,Batman has 23 gadgets. He used 11 of them in a fight with the Joker. He then used 4 of them to escape from a sewer. How many gadgets does he have left?,"def solution():
    #Batman started with 23 gadgets
    gadgets_initial = 23
    #He used 11 in a fight with the Joker
    gadgets_used_fight = 11
    #He used 4 to escape from a sewer
    gadgets_used_escape = 4
    #The answer is
    result = gadgets_initial - gadgets_used_fight - gadgets_used_escape
    return result",8,Batman,question_2967
148,Hello Kitty has 18 pencils. She bought 22 more pencils. She then lent 10 pencils to her friend. How many pencils does Hello Kitty have now?,"def solution():
    #Hello Kitty started with 18 pencils
    pencils_initial = 18
    #She bought 22 more pencils
    pencils_bought = 22
    #She lent 10 pencils to her friend
    pencils_lent = 10
    #The answer is
    result = pencils_initial + pencils_bought - pencils_lent
    return result",30,Hello Kitty,question_2968
401,A bakery is baking chocolate chip cookies. They baked 120 cookies on Monday. They baked 80 more cookies on Tuesday and 30 more cookies on Wednesday. How many cookies did they bake in total?,"def solution():
    #The bakery baked 120 cookies on Monday
    cookies_baked_monday = 120
    #80 more cookies on Tuesday
    cookies_baked_tuesday = 80
    #30 more cookies on Wednesday
    cookies_baked_wednesday = 30
    #The answer is
    result = cookies_baked_monday + cookies_baked_tuesday + cookies_baked_wednesday
    return result",230,cookies,question_2969
104,"A 10-pound (4.536kg) cake was sliced into 8 equal pieces. 2 slices were eaten, and 1.5 slices were given away. How much cake is left in ounces?","def solution():
    #A 10-pound cake is 4.536kg
    cake_weight_pounds = 10
    cake_weight_kg = 4.536
    #1 pound is 453.6 grams
    pound_to_grams = 453.6
    #The cake is sliced into 8 equal pieces
    slices = 8
    #2 slices were eaten and 1.5 slices were given away
    slices_eaten = 2
    slices_given_away = 1.5
    #The answer is
    result = cake_weight_kg * (slices - slices_eaten - slices_given_away)
    return result",20.412,,question_2970
1169,"Taylor Swift's 2018 Reputation Stadium Tour had 38 shows in the United States and 6 shows in Canada. 30,000 people attended each show. How many attendees were there in total?","def solution():
    #Taylor Swift had 38 shows in the United States and 6 shows in Canada
    shows_in_US = 38
    shows_in_Canada = 6
    #30,000 people attended each show
    attendees_per_show = 30000
    #The total attendees is
    result = (shows_in_US + shows_in_Canada) * attendees_per_show
    return result",1320000,Taylor Swift,question_2971
1104,"Naruto has 300 ramen. He ate 50 ramen on Monday, 60 ramen on Tuesday, and 40 ramen on Wednesday. How many ramen does he have left?","def solution():
    #Naruto started with 300 ramen
    ramen_initial = 300
    #He ate 50 ramen on Monday
    ramen_eaten_monday = 50
    #He ate 60 ramen on Tuesday
    ramen_eaten_tuesday = 60
    #He ate 40 ramen on Wednesday
    ramen_eaten_wednesday = 40
    #The answer is
    result = ramen_initial - ramen_eaten_monday - ramen_eaten_tuesday - ramen_eaten_wednesday
    return result",150,Naruto,question_2972
677,"In the first year, there were 250 students at Hogwarts. 200 of them were Gryffindors, 30 were Ravenclaws, and 20 were Hufflepuffs. Slytherin, the fourth house, had the fewest number of students. How many Slytherin students were there?","def solution():
    #Total students at Hogwarts
    total_students = 250
    #Gryffindors
    gryffindors = 200
    #Ravenclaws
    ravenclaws = 30
    #Hufflepuffs
    hufflepuffs = 20
    #Slytherins
    slytherins = total_students - gryffindors - ravenclaws - hufflepuffs
    return slytherins",0,Harry Potter,question_2973
240,"Naruto ate 100 ramen noodles. 20 of the noodles were in his left bowl, and 30 of the noodles were in his right bowl. The rest of the noodles were in his lap. How many noodles were in his lap?","def solution():
    #Naruto ate 100 ramen noodles
    ramen_noodles_total = 100
    #20 of the noodles were in his left bowl
    ramen_noodles_left_bowl = 20
    #30 of the noodles were in his right bowl
    ramen_noodles_right_bowl = 30
    #The answer is
    ramen_noodles_lap = ramen_noodles_total - ramen_noodles_left_bowl - ramen_noodles_right_bowl
    return ramen_noodles_lap",50,Naruto,question_2974
16,A car can drive 300 miles on 20 gallons of gas. How many miles can it drive on 100 gallons of gas?,"def solution():
    #A car can drive 300 miles on 20 gallons of gas
    miles_per_gallon = 300 / 20
    #100 gallons of gas will allow the car to drive
    miles_on_100_gallons = miles_per_gallon * 100
    return miles_on_100_gallons",1500.0,cars,question_2975
276,"The cheerleading squad has 30 members. They are in 3 formations, each with 10, 12, and 15 members. How many members are in the largest formation?","def solution():
    #The squad has 30 members
    squad_members = 30
    #The formations have 10, 12, and 15 members
    formations = [10, 12, 15]
    #The largest formation is
    largest_formation = max(formations)
    return largest_formation",15,cheer leading,question_2976
560,A class has 120 students. 40 of them are in the 11th grade. 60 are in the 12th grade. 20 are in the 9th grade. How many students are in the 10th grade?,"def solution():
    #The total number of students is 120
    total_students = 120
    #The number of 11th grade students is 40
    eleventh_grade_students = 40
    #The number of 12th grade students is 60
    twelfth_grade_students = 60
    #The number of 9th grade students is 20
    ninth_grade_students = 20
    #The number of 10th grade students is
    tenth_grade_students = total_students - eleventh_grade_students - twelfth_grade_students - ninth_grade_students
    return tenth_grade_students",0,,question_2977
547,Serena Williams is at the finals of a tennis tournament. She has won 12 of the 20 games in the first set. She has also won 11 of the 15 games in the second set. How many more games does she have to win to be the champion?,"def solution():
    #Serena has won 12 of 20 games in the first set
    games_won_first_set = 12
    #She has also won 11 of 15 games in the second set
    games_won_second_set = 11
    #To win the championship, she must win 6 games in the first set and 7 games in the second set
    games_needed_first_set = 6
    games_needed_second_set = 7
    #The answer is
    result = games_needed_first_set + games_needed_second_set - games_won_first_set - games_won_second_set
    return result",-10,Serena Williams,question_2978
379,"If a shark has to swim 400 miles to find food, and it can swim 200 miles a day, how many days will it take to swim there and back?","def solution():
    #The shark has to swim 400 miles to find food
    food_distance = 400
    #It can swim 200 miles a day
    shark_speed = 200
    #It has to swim there and back
    total_distance = 2 * food_distance
    #The answer is
    result = total_distance / shark_speed
    return result",4.0,swimming,question_2979
501,"LeBron James is the all-time scoring leader in the NBA. He has 38,387 points. Kareem Abdul-Jabbar is in second place with 38,387 points. How many more points than Kareem Abdul-Jabbar does LeBron James have?","def solution():
    #LeBron James has 38,387 points
    lebron_points = 38387
    #Kareem Abdul-Jabbar has 38,387 points
    kareem_points = 38387
    #The answer is
    result = lebron_points - kareem_points
    return result",0,LeBron James,question_2980
106,"The local swimming pool is 25 yards long. 

Swimmers can swim 10 laps in 15 minutes.

How many laps can they swim in 2 hours?","def solution():
    #The pool is 25 yards long
    pool_length = 25
    #Swimmers can swim 10 laps in 15 minutes
    laps_per_minute = 10 / 15
    #2 hours is 120 minutes
    minutes_2_hours = 120
    #The answer is
    result = laps_per_minute * minutes_2_hours
    return result",80.0,swimming,question_2981
1339,15 unicorns were in a meadow. 3 unicorns left the meadow. 6 unicorns that were in a different meadow joined the 15 unicorns. 1 unicorn was born. How many unicorns are in the meadow now?,"def solution():
    #15 unicorns were in a meadow
    unicorns_initial = 15
    #3 unicorns left the meadow
    unicorns_left = 3
    #6 unicorns that were in a different meadow joined the 15 unicorns
    unicorns_joined = 6
    #1 unicorn was born
    unicorns_born = 1
    #The answer is
    result = unicorns_initial - unicorns_left + unicorns_joined + unicorns_born
    return result",19,unicorns,question_2982
85,A lacrosse team has 18 players. They are in 3 squads of 6 players. 2 players from each squad are goalies. How many players are not goalies?,"def solution():
    #The lacrosse team has 18 players
    players = 18
    #They are in 3 squads of 6 players
    squads = 3
    #2 players from each squad are goalies
    goalies_per_squad = 2
    #There are 3 squads
    num_squads = 3
    #So there are
    total_goalies = goalies_per_squad * num_squads
    #goalies. The answer is
    result = players - total_goalies
    return result",12,lacrosse,question_2983
476,"In a 5-day period, 25,000 new users signed up for a website. 10,000 users signed up on the first day, 5,0/00 on the second day, 4,000 on the third day, 3,000 on the fourth day, and 3,000 on the fifth day. How many new users signed up on average each day?","def solution():
    #Total new users
    total_users = 25000
    #New users per day
    users_per_day = [10000, 5000, 4000, 3000, 3000]
    #Average new users per day
    average_users = total_users / len(users_per_day)
    return average_users",5000.0,,question_2984
379,"In a week, 22000 people immigrated to a country. 6000 of them were from the United States, 4000 were from the UK, 3000 were from Canada, and the rest were from other countries. How many of the immigrants were from other countries?","def solution():
    #Total immigrants
    total_immigrants = 22000
    #Immigrants from the US
    us_immigrants = 6000
    #Immigrants from the UK
    uk_immigrants = 4000
    #Immigrants from Canada
    canada_immigrants = 3000
    #The answer is
    result = total_immigrants - us_immigrants - uk_immigrants - canada_immigrants
    return result",9000,,question_2985
531,"Patrick Mahomes has 2500 passing yards. He has 350 rushing yards. 100 of his passing yards and 20 of his rushing yards were in the 4th quarter. How many yards did he have in the 1st, 2nd, and 3rd quarters?","def solution():
    #Patrick Mahomes has 2500 passing yards
    passing_yards = 2500
    #350 rushing yards
    rushing_yards = 350
    #100 of his passing yards and 20 of his rushing yards were in the 4th quarter
    passing_yards_4th_quarter = 100
    rushing_yards_4th_quarter = 20
    #The answer is
    result = (passing_yards - passing_yards_4th_quarter) + (rushing_yards - rushing_yards_4th_quarter)
    return result",2730,Patrick Mahomes,question_2986
98,"A pizza has 16 slices. 1/4 of the slices have mushrooms, 1/2 of the slices have pepperoni, and 1/8 of the slices have both toppings. How many slices of pizza have mushrooms and pepperoni?","def solution():
    #A pizza has 16 slices
    slices = 16
    #1/4 of the slices have mushrooms
    mushrooms = slices / 4
    #1/2 of the slices have pepperoni
    pepperoni = slices / 2
    #1/8 of the slices have both toppings
    both = slices / 8
    #The answer is
    result = both
    return result",2.0,pizza,question_2987
120,Captain Marvel is 2000 years old. She ages 100 years for every 50 years that pass. How old will she be in 200 years?,"def solution():
    #Captain Marvel is 2000 years old
    marvel_age = 2000
    #She ages 100 years for every 50 years that pass
    marvel_age_increase = 100
    marvel_age_increase_time = 50
    #200 years from now, 200 / 50 = 4 times
    marvel_age_increase_times = 200 // marvel_age_increase_time
    #The answer is
    result = marvel_age + marvel_age_increase * marvel_age_increase_times
    return result",2400,Captain Marvel,question_2988
687,Naruto ate 12 noodles for lunch. He ate 2 more noodles for dinner. How many noodles did he eat in total?,"def solution():
    #Naruto ate 12 noodles for lunch
    noodles_lunch = 12
    #He ate 2 more noodles for dinner
    noodles_dinner = 2
    #The answer is
    result = noodles_lunch + noodles_dinner
    return result",14,Naruto,question_2989
119,"In the game, Super Mario has 1500 points. He gains 200 more points when he beats the boss. He then spends 1000 points on a new mushroom. How many points does he have left?","def solution():
    #Super Mario started with 1500 points
    points_initial = 1500
    #He gains 200 more points when he beats the boss
    points_gained = 200
    #He then spends 1000 points on a new mushroom
    points_spent = 1000
    #The answer is
    result = points_initial + points_gained - points_spent
    return result",700,Super Mario,question_2990
248,"In a field hockey match, the home team had 11 players, and the away team had 10 players. 
The home team's goalie was ejected, and the away team's goalie was injured. 
How many players are now on the field?","def solution():
    #The home team had 11 players
    home_team_players = 11
    #The away team had 10 players
    away_team_players = 10
    #Each team has a goalie
    goalies = 2
    #The home team's goalie was ejected
    home_team_ejected = 1
    #The away team's goalie was injured
    away_team_injured = 1
    #The answer is
    result = (home_team_players - home_team_ejected) + (away_team_players - away_team_injured) - goalies
    return result",17,field hockey,question_2991
1203,A 747 can carry 500 passengers. A 777 can carry 200 more passengers than a 747. How many passengers can 10 747s and 5 777s carry?,"def solution():
    #A 747 can carry 500 passengers
    passengers_747 = 500
    #A 777 can carry 200 more than a 747
    passengers_777 = passengers_747 + 200
    #10 747s and 5 777s
    num_747s = 10
    num_777s = 5
    #The answer is
    result = num_747s * passengers_747 + num_777s * passengers_777
    return result",8500,planes,question_2992
129,Thor is a God. He is 500 times stronger than the strongest human. The strongest human can lift 500 pounds. How many pounds can Thor lift?,"def solution():
    #The strongest human can lift 500 pounds
    strongest_human = 500
    #Thor is 500 times stronger than the strongest human
    thor = 500 * strongest_human
    return thor",250000,Thor,question_2993
412,"The 4:10 PM train from Penn Station to New Haven, CT leaves on time and is 40 minutes late. The 5:10 PM train from Penn Station to New Haven, CT leaves on time and is 20 minutes early. If the trains are on the same track, how many minutes after the 4:10 PM train leaves does the 5:10 PM train catch up to it?","def solution():
    #The 4:10 PM train is 40 minutes late
    time_410_pm_train = 40
    #The 5:10 PM train is 20 minutes early
    time_510_pm_train = 20
    #The 5:10 PM train catches up 
    result = time_410_pm_train - time_510_pm_train
    return result",20,trains,question_2994
921,Naruto ate 50 onigiri on Monday. He ate 10 more onigiri on Tuesday. He ate 30 onigiri on Wednesday. How many onigiri has he eaten so far?,"def solution():
    #Naruto ate 50 onigiri on Monday
    onigiri_monday = 50
    #10 more onigiri on Tuesday
    onigiri_tuesday = 10
    #30 onigiri on Wednesday
    onigiri_wednesday = 30
    #The answer is
    result = onigiri_monday + onigiri_tuesday + onigiri_wednesday
    return result",90,Naruto,question_2995
4,"500 cars, 200 of which are convertibles, are lined up at a toll booth. 10% of the non-convertibles and 20% of the convertibles do not pay the toll. How many cars paid the toll?","def solution():
    #There are 500 cars
    cars = 500
    #200 of which are convertibles
    convertibles = 200
    #10% of the non-convertibles and 20% of the convertibles do not pay the toll
    toll_paid_by_non_convertibles = (cars - convertibles) * (1 - 0.1)
    toll_paid_by_convertibles = convertibles * (1 - 0.2)
    #The answer is
    result = toll_paid_by_non_convertibles + toll_paid_by_convertibles
    return result",430.0,cars,question_2996
67,"LeBron James is a famous basketball player. 2001 was his rookie year. 2019 was his 18th year in the NBA. He has played 1,204 games. 2019 is his 17th year in the NBA. How many games has he played on average each year?","def solution():
    #LeBron has played 1,204 games
    games_played = 1204
    #2001 was his rookie year. 2019 was his 18th year in the NBA
    years = 18
    #2019 is his 17th year in the NBA
    games_per_year = games_played / (years - 1)
    return games_per_year",70.82352941176471,LeBron James,question_2997
1055,The T-Rex is 12.5 feet tall. The Brontosaurus is 4.5 times taller than the T-Rex. The Velociraptor is 1.5 feet tall. How much taller is the Brontosaurus than the Velociraptor?,"def solution():
    #The T-Rex is 12.5 feet tall
    t_rex_height = 12.5
    #The Brontosaurus is 4.5 times taller than the T-Rex
    brontosaurus_height = 4.5 * t_rex_height
    #The Velociraptor is 1.5 feet tall
    velociraptor_height = 1.5
    #The Brontosaurus is
    height_difference = brontosaurus_height - velociraptor_height
    return height_difference",54.75,dinosaurs,question_2998
805,"In 2018, Steph Curry made 260 3-pointers. The next year, he made 223 3-pointers. In 2020, he made 50 3-pointers. How many 3-pointers has Steph Curry made in the last 3 years?","def solution():
    #In 2018, Steph Curry made 260 3-pointers
    three_pointers_2018 = 260
    #In 2019, he made 223 3-pointers
    three_pointers_2019 = 223
    #In 2020, he made 50 3-pointers
    three_pointers_2020 = 50
    #The answer is
    result = three_pointers_2018 + three_pointers_2019 + three_pointers_2020
    return result",533,Steph Curry,question_2999
77,"In the first 4 Harry Potter movies, there were 200 spells. 25% of the spells were used in the first movie, 20% in the second, 35% in the third, and the rest in the fourth. How many spells were used in the fourth movie?","def solution():
    #Total spells in the first 4 movies
    total_spells = 200
    #Spells used in the first movie
    first_movie_spells = total_spells * 0.25
    #Spells used in the second movie
    second_movie_spells = total_spells * 0.20
    #Spells used in the third movie
    third_movie_spells = total_spells * 0.35
    #Spells used in the fourth movie
    fourth_movie_spells = total_spells - first_movie_spells - second_movie_spells - third_movie_spells
    return fourth_movie_spells",40.0,Harry Potter,question_3000
26,"A candy store has 1200 lollipops. They sold 100 lollipops on Monday, 200 on Tuesday, and 300 on Wednesday. How many lollipops are left?","def solution():
    #The candy store started with 1200 lollipops
    lollipops_initial = 1200
    #They sold 100 lollipops on Monday
    lollipops_sold_monday = 100
    #200 on Tuesday
    lollipops_sold_tuesday = 200
    #and 300 on Wednesday
    lollipops_sold_wednesday = 300
    #The answer is
    result = lollipops_initial - lollipops_sold_monday - lollipops_sold_tuesday - lollipops_sold_wednesday
    return result",600,,question_3001
818,Hello Kitty is a 3-pound kitten. She ate 1/2 a pound of kibble and 1/4 a pound of wet food. How much does she weigh now?,"def solution():
    #Hello Kitty's initial weight
    initial_weight = 3
    #She ate 1/2 a pound of kibble and 1/4 a pound of wet food
    kibble_weight = 0.5
    wet_food_weight = 0.25
    #The answer is
    result = initial_weight + kibble_weight + wet_food_weight
    return result",3.75,Hello Kitty,question_3002
777,"The field hockey team at the 2020 Olympics has 11 players. The coach of the team has 5 aces, 6 midfielders, and 10 defenders. How many players are on the team that are not aces?","def solution():
    #The total number of players is 11
    total_players = 11
    #The number of aces is 5
    aces = 5
    #The number of midfielders is 6
    midfielders = 6
    #The number of defenders is 10
    defenders = 10
    #The number of players that are not aces is
    result = total_players - aces
    return result",6,field hockey,question_3003
1390,The Charmander family of Pokémon has 3 evolutions. A Charmeleon is 1.5 times as tall as a Charmander. A Charizard is 2.5 times as tall as a Charmeleon. How tall is a Charizard in feet if a Charmander is 2.5 feet tall?,"def solution():
    #A Charmander is 2.5 feet tall
    charmander_height = 2.5
    #A Charmeleon is 1.5 times as tall as a Charmander
    charmeleon_height = 1.5 * charmander_height
    #A Charizard is 2.5 times as tall as a Charmeleon
    charizard_height = 2.5 * charmeleon_height
    #The answer is
    result = charizard_height
    return result",9.375,Pokémon,question_3004
1324,"There are 100 planes at an airport. 20 of the planes are at the gate, 30 of the planes are in the air, and 10 of the planes are in the hangar. How many planes are on the runway?","def solution():
    #Total number of planes
    total_planes = 100
    #Number of planes at the gate
    planes_at_gate = 20
    #Number of planes in the air
    planes_in_air = 30
    #Number of planes in the hangar
    planes_in_hangar = 10
    #Number of planes on the runway is
    planes_on_runway = total_planes - planes_at_gate - planes_in_air - planes_in_hangar
    return planes_on_runway",40,planes,question_3005
997,The 49ers have 16 games in a season. They won 50% of the games in the first half of the season and 75% of the games in the second half of the season. How many games did they win in total?,"def solution():
    #The 49ers have 16 games in a season
    games_total = 16
    #They won 50% of the games in the first half of the season
    games_won_first_half = 0.5 * (games_total / 2)
    #They won 75% of the games in the second half of the season
    games_won_second_half = 0.75 * (games_total / 2)
    #The answer is
    result = games_won_first_half + games_won_second_half
    return result",10.0,football,question_3006
654,Taylor Swift has 200 million TikTok followers. 100 million of her followers are in the United States. 20 million of her followers are in the United Kingdom. 50 million of her followers are in India. 20 million of her followers are in the rest of the world. How many of her followers are in the rest of the world?,"def solution():
    #Taylor Swift has 200 million TikTok followers
    total_followers = 200
    #100 million of her followers are in the United States
    us_followers = 100
    #20 million of her followers are in the United Kingdom
    uk_followers = 20
    #50 million of her followers are in India
    india_followers = 50
    #The answer is
    rest_of_world_followers = total_followers - us_followers - uk_followers - india_followers
    return rest_of_world_followers",30,Taylor Swift,question_3007
619,"Barbie is a cashier at a toy store. She has 100 Barbie dolls to sell. On Tuesday, she sells 25 of them. On Wednesday, she sells 30 of them. How many Barbie dolls does she have left?","def solution():
    #Barbie has 100 Barbie dolls
    barbie_dolls_initial = 100
    #She sells 25 on Tuesday
    barbie_dolls_sold_tuesday = 25
    #She sells 30 on Wednesday
    barbie_dolls_sold_wednesday = 30
    #The answer is
    result = barbie_dolls_initial - barbie_dolls_sold_tuesday - barbie_dolls_sold_wednesday
    return result",45,Barbie,question_3008
1174,"There are 240 cookies in a tray. 60 of the cookies are chocolate chip, 50 are peanut butter, and the rest are oatmeal raisin. How many oatmeal raisin cookies are there?","def solution():
    #There are 240 cookies in a tray
    total_cookies = 240
    #60 of the cookies are chocolate chip
    chocolate_chip_cookies = 60
    #50 are peanut butter
    peanut_butter_cookies = 50
    #The rest are oatmeal raisin. The answer is
    oatmeal_raisin_cookies = total_cookies - chocolate_chip_cookies - peanut_butter_cookies
    return oatmeal_raisin_cookies",130,cookies,question_3009
919,"312 scoops of ice cream were divided into 312 cones, with each cone having the same number of scoops. How many scoops of ice cream are in each cone?","def solution():
    #312 scoops of ice cream were divided into 312 cones
    scoops_of_ice_cream = 312
    cones = 312
    #The answer is
    result = scoops_of_ice_cream / cones
    return result",1.0,ice cream,question_3010
794,Barbie is a fashionista. She has 300 outfits in her wardrobe. She wears 10 outfits a week. How many weeks can she wear a different outfit every day?,"def solution():
    #Barbie has 300 outfits
    outfits = 300
    #She wears 10 outfits a week
    outfits_per_week = 10
    #The answer is
    result = outfits / outfits_per_week
    return result",30.0,Barbie,question_3011
446,Thor is a 100-pound dog.  He ate 20 1-pound bones.  How many ounces of bones did he eat? (1 pound = 16 ounces),"def solution():
    #Thor is a 100-pound dog
    thor_weight = 100
    #He ate 20 1-pound bones
    bones_eaten = 20
    #1 pound = 16 ounces
    pounds_to_ounces = 16
    #The answer is
    result = thor_weight * bones_eaten * pounds_to_ounces
    return result",32000,Thor,question_3012
976,"The Red Ranger, Blue Ranger, and Yellow Ranger are 3 of the 5 Power Rangers. 
The Red Ranger is 65% as powerful as the Blue Ranger. 
The Yellow Ranger is 1/4 as powerful as the Red Ranger. 
How much more powerful is the Blue Ranger than the Yellow Ranger?","def solution():
    #The Red Ranger is 65% as powerful as the Blue Ranger
    red_ranger_power = 0.65
    #The Yellow Ranger is 1/4 as powerful as the Red Ranger
    yellow_ranger_power = 0.25
    #The Blue Ranger is 100% as powerful as the Blue Ranger
    blue_ranger_power = 1.00
    #The Blue Ranger is
    blue_ranger_power_more = blue_ranger_power - yellow_ranger_power
    return blue_ranger_power_more",0.75,Power Rangers,question_3013
657,1240 toothpicks were used to make 500 aesthetic-looking toothpick sculptures. 120 toothpicks were used for each sculpture. 1/4 of the toothpicks used were left over. How many toothpicks were in the leftovers?,"def solution():
    #1240 toothpicks were used
    toothpicks_used = 1240
    #120 toothpicks were used for each sculpture
    toothpicks_per_sculpture = 120
    #500 sculptures were made
    sculptures_made = 500
    #The answer is
    result = toothpicks_used - toothpicks_per_sculpture * sculptures_made
    return result",-58760,,question_3014
356,5 of the Power Rangers are 15 years old. 3 of the Power Rangers are 17. 2 of the Power Rangers are 20. 2 of the Power Rangers are 22. What is the average age of a Power Ranger?,"def solution():
    #5 Power Rangers are 15
    rangers_15 = 5
    #3 Power Rangers are 17
    rangers_17 = 3
    #2 Power Rangers are 20
    rangers_20 = 2
    #2 Power Rangers are 22
    rangers_22 = 2
    #The average age is
    average_age = (rangers_15*15 + rangers_17*17 + rangers_20*20 + rangers_22*22) / (rangers_15 + rangers_17 + rangers_20 + rangers_22)
    return average_age",17.5,Power Rangers,question_3015
822,"The volleyball team is 12 players, and the coach is subbing in players every 15 minutes. The game lasts for 2 hours. How many times does the coach sub in players?","def solution():
    #The volleyball team has 12 players
    players = 12
    #The coach is subbing in players every 15 minutes
    minutes_per_sub = 15
    #The game lasts for 2 hours
    hours = 2
    #2 hours is 120 minutes
    minutes_in_game = hours * 60
    #The answer is
    result = minutes_in_game / minutes_per_sub
    return result",8.0,volleyball,question_3016
530,The volleyball team has 12 players. 5 of the players are 14 years old. 4 of the players are 15 years old. 3 of the players are 16 years old. How many players are 17 years old or older?,"def solution():
    #The total number of players
    total_players = 12
    #The number of 14-year-old players
    players_14 = 5
    #The number of 15-year-old players
    players_15 = 4
    #The number of 16-year-old players
    players_16 = 3
    #The answer is
    result = total_players - players_14 - players_15 - players_16
    return result",0,volleyball,question_3017
285,A 3-scoop ice cream cone has 210 calories. 1 scoop of ice cream has 70 calories. 1/3 of a scoop of ice cream has 20 calories. How many calories are in a 1/3-scoop ice cream cone?,"def solution():
    #1 scoop of ice cream has 70 calories
    scoop_calories = 70
    #1/3 of a scoop of ice cream has 20 calories
    third_scoop_calories = 20
    #A 3-scoop ice cream cone has 210 calories
    three_scoop_cone = 210
    #A 1/3-scoop ice cream cone has
    one_third_scoop_cone = (three_scoop_cone / scoop_calories) * third_scoop_calories
    return one_third_scoop_cone",60.0,ice cream,question_3018
650,"There are 20 Power Rangers. 2 of them are Red Rangers, 4 of them are Blue Rangers, 7 of them are Pink Rangers, and the rest are Yellow Rangers. How many Yellow Rangers are there?","def solution():
    #Total number of Power Rangers
    total_rangers = 20
    #Number of Red, Blue, and Pink Rangers
    red_rangers = 2
    blue_rangers = 4
    pink_rangers = 7
    #Number of Yellow Rangers is the total minus the Red, Blue, and Pink Rangers
    yellow_rangers = total_rangers - red_rangers - blue_rangers - pink_rangers
    return yellow_rangers",7,Power Rangers,question_3019
385,"Creepers, the Minecraft monsters, are mined from the ground. 20 creepers are mined on Monday, 15 on Tuesday, 25 on Wednesday, and 10 on Thursday. 10 creepers are then used to make a beacon. How many creepers are left?","def solution():
    #Creepers mined
    creepers_mined_monday = 20
    creepers_mined_tuesday = 15
    creepers_mined_wednesday = 25
    creepers_mined_thursday = 10
    #Creepers used to make a beacon
    creepers_used = 10
    #The answer is
    result = creepers_mined_monday + creepers_mined_tuesday + creepers_mined_wednesday + creepers_mined_thursday - creepers_used
    return result",60,Minecraft,question_3020
63,The volleyball team has 12 players. 4 of the players are sophomores. 5 of the players are juniors. 3 of the players are seniors. How many of the players are freshmen?,"def solution():
    #The volleyball team has 12 players
    total_players = 12
    #4 of the players are sophomores
    sophomores = 4
    #5 of the players are juniors
    juniors = 5
    #3 of the players are seniors
    seniors = 3
    #The answer is
    result = total_players - sophomores - juniors - seniors
    return result",0,volleyball,question_3021
788,The Lakers and the Clippers are playing. The Lakers are up by 20 points at the end of the 3rd quarter. The Clippers outscore the Lakers 26 to 14 in the 4th quarter. Is the Lakers' lead enough to win the game?,"def solution():
    #The Lakers are up by 20 points
    lakers_lead = 20
    #The Clippers outscored the Lakers 26 to 14 in the 4th quarter
    clippers_4th_quarter_score = 26
    lakers_4th_quarter_score = 14
    #The answer is
    result = lakers_lead + lakers_4th_quarter_score - clippers_4th_quarter_score
    return result",8,basketball,question_3022
