,question,solution,answer,topic,question_number
56,"Taylor Swift has 2000 fans. 1000 of them are in the US, 500 of them are in the UK, and the rest are in Canada. How many fans does she have in Canada?","def solution():
    #Taylor Swift has 2000 fans
    fans_total = 2000
    #1000 of them are in the US
    fans_us = 1000
    #500 of them are in the UK
    fans_uk = 500
    #The rest are in Canada. The answer is
    fans_canada = fans_total - fans_us - fans_uk
    return fans_canada",500,Taylor Swift,mathwell_q56
10,"The 5 Power Rangers, Red, Blue, Black, Yellow, and Pink, are eating pizza. Red ate 31 slices, Blue ate 28 slices, Black ate 23 slices, Yellow ate 21 slices, and Pink ate 15 slices. How many slices of pizza did they eat in total?","def solution():
    #Red ate 31 slices
    slices_red = 31
    #Blue ate 28 slices
    slices_blue = 28
    #Black ate 23 slices
    slices_black = 23
    #Yellow ate 21 slices
    slices_yellow = 21
    #Pink ate 15 slices
    slices_pink = 15
    #The answer is
    result = slices_red + slices_blue + slices_black + slices_yellow + slices_pink
    return result",118,Power Rangers,mammoth_q10
136,Black Panther has captured the hearts of viewers but Black Widow is the strongest character in The Avengers franchise.,"def solution():
    #A strong heart is
    strong_heart = 8/5
    #So we convert 100 hearts to strong hearts
    strong_hearts = 100/5
    #The answer is
    result = 100 - strong_hearts
    return result",80.0,Black Panther,llema_q136
118,There are 5 unicorns in a field. Each unicorn has 4 legs. How many legs are there in total?,"def solution():
    #Number of unicorns
    unicorns = 5
    #Number of legs each unicorn has
    legs_per_unicorn = 4
    #The answer is
    result = unicorns * legs_per_unicorn
    return result",20,unicorns,mammoth_q118
698,"The T-Rex is the largest dinosaur.  It is 50% bigger than the Apatosaurus, which is 20% bigger than the Stegosaurus.  How many feet tall is the T-Rex? (The Stegosaurus is 20 feet tall.)","def solution():
    #The Stegosaurus is 20 feet tall
    stegosaurus_height = 20
    #The Apatosaurus is 20% bigger than the Stegosaurus
    apatosaurus_height = stegosaurus_height * 1.2
    #The T-Rex is 50% bigger than the Apatosaurus
    t_rex_height = apatosaurus_height * 1.5
    #The answer is
    result = t_rex_height
    return result",36.0,dinosaurs,llama_q695
871,Black Panther has 200 vibranium shards. He uses 100 shards to make a new suit. He then uses 50 shards to make a new car. How many shards does he have left?,"def solution():
    #Black Panther started with 200 vibranium shards
    shards_initial = 200
    #He uses 100 shards to make a new suit
    shards_used_suit = 100
    #He then uses 50 shards to make a new car
    shards_used_car = 50
    #The answer is
    result = shards_initial - shards_used_suit - shards_used_car
    return result",50,Black Panther,mathwell_q843
1374,"Wonder Woman has 50 lassos. 20 of her lassos are 30 feet long, and the rest are 50 feet long. How many feet of rope does she have in total?","def solution():
    #Wonder Woman has 50 lassos
    lassos = 50
    #20 of her lassos are 30 feet long
    lassos_30_feet = 20
    #The rest are 50 feet long
    lassos_50_feet = lassos - lassos_30_feet
    #The answer is
    result = lassos_30_feet * 30 + lassos_50_feet * 50
    return result",2100,Wonder Woman,llama_q1358
648,"The New England Patriots are a football team. 
They have 300 yards. 
They gained 100 yards in the first quarter, 200 yards in the second quarter, and 300 yards in the third quarter. 
How many yards do they have now?","def solution():
    #The New England Patriots have 300 yards
    yards_initial = 300
    #They gained 100 yards in the first quarter
    yards_gained_first_quarter = 100
    #200 yards in the second quarter
    yards_gained_second_quarter = 200
    #and 300 yards in the third quarter
    yards_gained_third_quarter = 300
    #The answer is
    result = yards_initial + yards_gained_first_quarter + yards_gained_second_quarter + yards_gained_third_quarter
    return result",900,football,mathwell_q626
912,"Iron Man has 1200 repulsor beams. He used 200 of them on the Hulk, 300 of them on the Abomination, and 100 of them on the Mandarin. How many repulsor beams does he have left?","def solution():
    #Iron Man started with 1200 repulsor beams
    repulsor_beams_initial = 1200
    #He used 200 on the Hulk
    repulsor_beams_hulk = 200
    #He used 300 on the Abomination
    repulsor_beams_abomination = 300
    #He used 100 on the Mandarin
    repulsor_beams_mandarin = 100
    #The answer is
    result = repulsor_beams_initial - repulsor_beams_hulk - repulsor_beams_abomination - repulsor_beams_mandarin
    return result",600,Iron Man,mathwell_q882
30,"LeBron James has 4 NBA Championships. 2 of them are with the Miami Heat, and the rest are with the Cleveland Cavaliers. How many championships does he have with the Cleveland Cavaliers?","def solution():
    #LeBron James has 4 NBA Championships
    nba_championships = 4
    #2 of them are with the Miami Heat
    miami_heat_championships = 2
    #The rest are with the Cleveland Cavaliers
    cleveland_cavaliers_championships = nba_championships - miami_heat_championships
    #The answer is
    result = cleveland_cavaliers_championships
    return result",2,LeBron James,mammoth_q30
167,Black Panther can run at a speed of 30 miles per hour. How many miles can he run in 10 minutes?,"def solution():
    #Black Panther's speed in miles per minute
    speed_per_minute = 30 / 60
    #The distance he can run in 10 minutes
    result = speed_per_minute * 10
    return result",5.0,Black Panther,mammoth_q167
876,Barbie sold 100 lipsticks. She also sold 45 lip glosses. She bought 30 lipsticks and 20 lip glosses. How many lipsticks/lip glosses does Barbie have left?,"def solution():
    #Barbie sold 100 lipsticks
    lipsticks_sold = 100
    #She also sold 45 lip glosses
    lipgloss_sold_dolls = 45
    #She bought 30 lipsticks and 20 lip glosses
    lipsticks_bought = 30
    lipgloss_bought = 20
 # Tag Info


    return result",5,Barbie,llema_q872
107,Steph Curry made 300 three pointers this season. 150 of the three pointers were in the first half and 120 were in the second half. How many three pointers were made in the third quarter?,"def solution():
    #Total three pointers made this season
    total_three_pointers = 300
    #Three pointers made in the first half
    three_pointers_first_half = 150
    #Three pointers made in the second half
    three_pointers_second_half = 120
    #Three pointers made in the third quarter is
    three_pointers_third_quarter = total_three_pointers - three_pointers_first_half - three_pointers_second_half
    return three_pointers_third_quarter",30,Steph Curry,llama_q107
1218,The 49ers have 11 players on the field. The Rams have 12 players on the field. 2 of the 49ers players are injured. 3 of the Rams players are also injured. How many players are left on the field?,"def solution():
    #49ers have 11 players on the field
    players_49ers = 11
    #Rams have 12 players on the field
    players_rams = 12
    #2 of the 49ers players are injured
    injured_49ers = 2
    #3 of the Rams players are also injured
    injured_rams = 3
    #The answer is
    result = (players_49ers - injured_49ers) + (players_rams - injured_rams)
    return result",18,football,mathwell_q1174
237,"Harry Potter has 100 galleons. He spends 40 galleons on a new wand, 20 galleons on a new robe, and 30 galleons on a new book. How many galleons does he have left?","def solution():
    #Harry Potter started with 100 galleons
    galleons_initial = 100
    #He spent 40 galleons on a new wand
    galleons_spent_wand = 40
    #He spent 20 galleons on a new robe
    galleons_spent_robe = 20
    #He spent 30 galleons on a new book
    galleons_spent_book = 30
    #The answer is
    result = galleons_initial - galleons_spent_wand - galleons_spent_robe - galleons_spent_book
    return result",10,Harry Potter,mammoth_q237
82,"What is the total number of odd days in the years 2020, 2021, 2022, 2023, and 2024?","def solution():
    # The number of odd days in the year 2020 is 2
    odd_days_2020 = 2
    # The number of odd days in the year 2021 is 1 (since it is an ordinary year)
    odd_days_2021 = 1
    # The number of odd days in the year 2022 is 1 (since it is a leap year)
    odd_days_2022 = 2
    # The number of odd days in the year 2023 is 1 (since it is an ordinary year)
    odd_days_2023 = 1
    # The number of odd days in the year 2024 is 2 (since it is a
    return result",5,football,mammoth_q82
35,A volleyball team has 6 players on the court and they have 2 substitute players. How many total players are there on the team?,"def solution():
    #Number of players on the court
    players_on_court = 6
    #Number of substitute players
    substitute_players = 2
    #Total number of players on the team
    total_players = players_on_court + substitute_players
    return total_players
print(solution())",8,volleyball,mammoth_q35
84,"For Thor, Saturday afternoons often involve riding his bike. His bike travels 30 miles when he rides it once. He rides his bike 5 times a day on average. He rides his bike two times at night. How far did he go in the afternoon?","def solution():
    #The bike's range
    bike_range = 30
    #Thor rides his bike 5 times on average in a day
    ride_count_day = 5
    #Thor rides his bike twice at night
    ride_count_night = 2
    #The answer is
    result = bike_range * ride_count_day - ride_count_night
    return result",148,"Thor, the God of Thunder",llema_q84
244,"Taylor Swift has 1000000000 fans. 100000000 of them are from the US, 20000000 are from the UK, and the rest are from Canada. How many fans does she have in Canada?","def solution():
    #Taylor Swift has 1000000000 fans
    total_fans = 1000000000
    #100000000 of them are from the US
    fans_us = 100000000
    #20000000 are from the UK
    fans_uk = 20000000
    #The rest are from Canada
    fans_canada = total_fans - fans_us - fans_uk
    return fans_canada",880000000,Taylor Swift,mathwell_q240
186,Captain America can run 10 miles per day. How many days does it take to run 75 miles?,"def solution():
    #Captain America can run 10 miles per day
    speed = 10
    #How many days does it take to run 75 miles?
    distance = 75
    #The answer is
    result = distance / speed
    return result
print(solution())",7.5,Captain America,mammoth_q186
158,Wonder Woman has 2000 pounds of gold. She is forging a new sword and uses 1/10 of her gold. How much gold does she have left?,"def solution():
    #Wonder Woman started with 2000 pounds of gold
    gold_initial = 2000
    #She used 1/10 of her gold
    gold_used = gold_initial / 10
    #The answer is
    result = gold_initial - gold_used
    return result",1800.0,Wonder Woman,mammoth_q158
67,3000 people come to the Ice Cream Festival. 1000 of them are lactose intolerant. 1000 of them are allergic to nuts. 500 of them are allergic to both. How many people can safely eat ice cream?,"def solution():
    #3000 people come to the Ice Cream Festival
    total_people = 3000
    #1000 of them are lactose intolerant
    lactose_intolerant = 1000
    #1000 of them are allergic to nuts
    allergic_to_nuts = 1000
    #500 of them are allergic to both
    allergic_to_both = 500
    #The answer is
    result = total_people - lactose_intolerant - allergic_to_nuts - allergic_to_both
    return result",500,ice cream,mathwell_q67
631,"There are 400,000 trolleys in Los Angeles. There are 10,000 more trolleys in San Diego. There are 33,000 trolleys in Chicago. How many trolleys are there in total?","def solution():
    #There are 400,000 trolleys in Los Angeles
    trolley_count_la = 400000
    #There are 10,000 more trolleys in San Diego than Los Angeles
    trolley_count_san_diego = trolley_count_la + 10000
    #There are 33,000 trolleys in Chicago
    trolley_count_chicago = 33000
    #The total number of trolleys is
    result = trolley_count_la + trolley_count_san_diego + trolley_count_chicago
    return result",843000,trains,llema_q629
598,Hello Kitty has 2000 pencils. She bought 3000 more pencils. She then gave 2000 pencils to her friends. How many pencils does Hello Kitty have left?,"def solution():
    #Hello Kitty has 2000 pencils
    pencils_initial = 2000
    #She bought 3000 more pencils
    pencils_bought = 3000
    #She gave 2000 pencils to her friends
    pencils_given = 2000
    #The answer is
    result = pencils_initial + pencils_bought - pencils_given
    return result",3000,Hello Kitty,mathwell_q581
979,"A Fortnite player has 1000 V-Bucks. 300 of the V-Bucks are spent on outfits, 200 are spent on gliders, and 100 are spent on pickaxes. How many V-Bucks are left?","def solution():
    #The player has 1000 V-Bucks
    vbucks_total = 1000
    #300 of the V-Bucks are spent on outfits
    vbucks_outfits = 300
    #200 are spent on gliders
    vbucks_gliders = 200
    #100 are spent on pickaxes
    vbucks_pickaxes = 100
    #The answer is
    result = vbucks_total - vbucks_outfits - vbucks_gliders - vbucks_pickaxes
    return result",400,Fortnite,llama_q973
421,"Naruto has 1000 ryo. He spends 200 ryo on a new headband, 300 ryo on a new outfit, and 100 ryo on a new backpack. How many ryo does he have left?","def solution():
    #Naruto started with 1000 ryo
    ryo_initial = 1000
    #He spends 200 ryo on a new headband
    ryo_headband = 200
    #300 ryo on a new outfit
    ryo_outfit = 300
    #100 ryo on a new backpack
    ryo_backpack = 100
    #The answer is
    result = ryo_initial - ryo_headband - ryo_outfit - ryo_backpack
    return result",400,Naruto,mathwell_q415
242,There are 6 Pokémon. 4 of them are 2 feet tall. 2 of them are 3 feet tall. How tall is the average Pokémon?,"def solution():
    #The number of Pokémon
    num_pokemon = 6
    #The number of Pokémon that are 2 feet tall
    pokemon_2ft = 4
    #The number of Pokémon that are 3 feet tall
    pokemon_3ft = 2
    #The average height is
    average_height = (pokemon_2ft * 2 + pokemon_3ft * 3) / num_pokemon
    return average_height
print(solution())",2.3333333333333335,Pokémon,mammoth_q242
453,"There are 50000 candy canes in a pile. 20000 are red, 15000 are green, and the rest are white. How many candy canes are white?","def solution():
    #Total candy canes
    total_candy_canes = 50000
    #Red candy canes
    red_candy_canes = 20000
    #Green candy canes
    green_candy_canes = 15000
    #White candy canes
    white_candy_canes = total_candy_canes - red_candy_canes - green_candy_canes
    return white_candy_canes",15000,candy,llama_q453
710,"Thor has 1000 Mjolnirs. He uses 500 of them to fight the Frost Giants, and 200 of them to fight the Dark Elves. How many Mjolnirs does he have left?","def solution():
    #Thor started with 1000 Mjolnirs
    mjolnirs_initial = 1000
    #He used 500 of them to fight the Frost Giants
    mjolnirs_used_frost_giants = 500
    #And 200 of them to fight the Dark Elves
    mjolnirs_used_dark_elves = 200
    #The answer is
    result = mjolnirs_initial - mjolnirs_used_frost_giants - mjolnirs_used_dark_elves
    return result",300,"Thor, the God of Thunder",llama_q707
0,"Iron Man has 23 suits of armor. He builds 12 more. Then, he destroys 4 of them. How many suits of armor does he have left?","def solution():
    #Iron Man has 23 suits of armor
    suits_initial = 23
    #He builds 12 more
    suits_built = 12
    #Then, he destroys 4 of them
    suits_destroyed = 4
    #The answer is
    result = suits_initial + suits_built - suits_destroyed
    return result",31,Iron Man,mammoth_q0
1132,"A volleyball team has 6 players on the court. 

3 of the players are setters, 2 are hitters, and 1 is a defensive specialist. 

How many players are not defensive specialists?","def solution():
    #total players

    total_players = 6

    #players who are setters

    setter_players = 3

    #players who are hitters

    hitter_players = 2

    #players who are defensive specialists

    defensive_specialist_players = 1

    #players who are not defensive specialists

    non_defensive_specialist_players = total_players - defensive_specialist_players

    return non_defensive_specialist_players",5,volleyball,llama_q1121
592,A Minecraft player is mining for diamonds. They mine 5 diamonds a day for 30 days. Then they mine 10 diamonds a day for 20 days. How many diamonds do they have?,"def solution():
    #The player mined 5 diamonds a day for 30 days
    diamonds_5_per_day = 5 * 30
    #They mined 10 diamonds a day for 20 days
    diamonds_10_per_day = 10 * 20
    #The answer is
    result = diamonds_5_per_day + diamonds_10_per_day
    return result",350,Minecraft,mathwell_q575
352,"A train has 32 cars. 28 of the cars are regular freight cars. A passenger train pulls into the station and loads 2 freight cars. It then boards 5 passengers and leaves without any freight cars, only one car behind the locomotive. How many freight cars does the train have now?","def solution():
    #A train has 32 cars
    train_cars = 32
    #28 of the cars are regular freight cars
    freight_cars = 28
    #A passenger train pulls into the station and loads 2 freight cars
    freight_cars = freight_cars + 2
    #Boards 5 passengers
    pass_board = 5
    #Leaves without any freight cars and one car
    freight_cars = freight_cars - 5 - 1
    return result",5,trains,llema_q352
157,The lacrosse team has 20 players. Each player has 2 sticks. How many sticks are there in total?,"def solution():
    # number of players
    players = 20
    # number of sticks each player has
    sticks_per_player = 2
    # calculate total number of sticks
    total_sticks = players * sticks_per_player
    return total_sticks
print(solution())",40,lacrosse,mammoth_q157
1095,"Spiderman has 5000 spiderwebs. He uses 2000 spiderwebs to fight the Green Goblin, 1000 spiderwebs to fight the Vulture, and 500 spiderwebs to fight the Lizard. How many spiderwebs does he have left?","def solution():
    #Spiderman started with 5000 spiderwebs
    spiderwebs_initial = 5000
    #He used 2000 to fight the Green Goblin
    spiderwebs_green_goblin = 2000
    #1000 to fight the Vulture
    spiderwebs_vulture = 1000
    #and 500 to fight the Lizard
    spiderwebs_lizard = 500
    #The answer is
    result = spiderwebs_initial - spiderwebs_green_goblin - spiderwebs_vulture - spiderwebs_lizard
    return result",1500,Spiderman,mathwell_q1055
23,10000 dinosaurs lived on a prehistoric island. 2000 of them were herbivores. 3000 of them were carnivores. 5000 of them were omnivores. How many of them were herbivores and carnivores?,"def solution():
    #10000 dinosaurs lived on a prehistoric island
    total_dinosaurs = 10000
    #2000 of them were herbivores
    herbivores = 2000
    #3000 of them were carnivores
    carnivores = 3000
    #5000 of them were omnivores
    omnivores = 5000
    #The answer is
    result = herbivores + carnivores
    return result",5000,dinosaurs,mathwell_q23
507,"Naruto has 3.67 million hairs. If all his 
hair were divided equally between 100 students, how many more hairs will Naruto have after giving them hair?","def solution():
    #Naruto has 3.67 million hairs
    naruto_hairs_initial = 3.67
    #If all his hair were divided equally between 100 students
    naruto_hairs_given = 100
    #how many more hairs will Naruto have after giving
    naruto_hairs_remaining = naruto_hairs_initial + naruto_hairs_given
    #The answer is
    result = naruto_hairs_remaining
    return result",103.67,Naruto,llema_q507
139,There are 100 cookies in a jar. 20 cookies are taken out of the jar and then 10 more are taken out. How many cookies are left in the jar?,"def solution():
    #There were 100 cookies
    cookies_initial = 100
    #20 cookies were taken out
    cookies_taken_20 = 20
    #10 more were taken out
    cookies_taken_10 = 10
    #The answer is
    result = cookies_initial - cookies_taken_20 - cookies_taken_10
    return result
print(solution())",70,cookies,mammoth_q139
696,"A cheerleading squad has 12 members. 8 of the cheerleaders are in the front line, and the rest are in the back line. How many cheerleaders are in the back line?","def solution():
    #The cheerleading squad has 12 members
    total_cheerleaders = 12
    #8 of the cheerleaders are in the front line
    front_line = 8
    #The rest are in the back line. The answer is
    back_line = total_cheerleaders - front_line
    return back_line",4,cheer leading,llama_q693
595,Barbie had $75. She bought 3 dollhouses paying$18 for each dollhouse. How much does she have left?,"def solution():
    #Barbie started with $75 dollars dollars #She bought 3 dollhouses paying$18 for each dollhouse
    dollhouses_purchased = 3
    cost_of_dollhouse = 18
    total_dollhouses = dollhouses_purchased * cost_of_dollhouse
    #The answer is
    result = total_dollhouses
    return result",54,Barbie,llema_q594
781,"Serena Williams has 24 Grand Slam titles. She has 7 Australian Open titles, 3 French Open titles, 7 Wimbledon titles, and 6 US Open titles. How many Grand Slam titles has she won outside of Australia, France, and England?","def solution():
    #Serena Williams has 24 Grand Slam titles
    grand_slam_titles = 24
    #She has 7 Australian Open titles
    australian_open_titles = 7
    #3 French Open titles
    french_open_titles = 3
    #7 Wimbledon titles
    wimbledon_titles = 7
    #and 6 US Open titles
    us_open_titles = 6
    #The answer is
    result = grand_slam_titles - australian_open_titles - french_open_titles - wimbledon_titles - us_open_titles
    return result",1,Serena Williams,llama_q777
576,A group of swimmers was able to swim 7225 feet. There were 24 swimmers and 75% of the swimmers were in the inner lane. How many feet did each swimmer swim?,"def solution():
    #A group of swimmers was able to swim 7225 feet
    swim_feet = 7225
    #There were 24 swimmers
    num_of_swimmers = 24
    #75% of the swimmers were in the inner lane
    swimmers_inner_lane = 0.75 * num_of_swimmers
    #The answer is
    result = swim_feet / (num_of_swimmers - swimmers_inner_lane)
    return result",1204.1666666666667,swimming,llema_q575
78,"Black Panther is the king of Wakanda. He has 20 Dora Milaje warriors. 5 of them are in the field, 7 of them are guarding the palace, and 3 of them are in the lab. How many Dora Milaje warriors are in the palace?","def solution():
    #Black Panther has 20 Dora Milaje warriors
    total_warriors = 20
    #5 of them are in the field
    warriors_in_field = 5
    #7 of them are guarding the palace
    warriors_guarding_palace = 7
    #3 of them are in the lab
    warriors_in_lab = 3
    #The answer is
    result = warriors_guarding_palace - (warriors_in_field + warriors_in_lab)
    return result",-1,Black Panther,llama_q78
596,"Harry Potter has received a list of 50 items he needs to purchase for his Christmas shopping. To complete his shopping list, he needs to buy 10 books and 40 magazines. How many of each will Harry need to buy?","def solution():
    #Total items on Harry's shopping list
    shopping_list_total=50
    #Harry needs to buy 10 books
    books_needed=10
    #And 40 magazines
    magazines_needed=40
    #The answer is
    result = shopping_list_total - books_needed - magazines_needed
    return result ",0,Harry Potter,llema_q595
78,"There are 100 unicorns in a field. 

25 of them are pink. 

30 of them are purple. 

15 of them are both pink and purple. 

How many unicorns in the field are not pink or purple?","def solution():
    # total unicorns
    total_unicorns = 100
    # pink unicorns
    pink_unicorns = 25
    # purple unicorns
    purple_unicorns = 30
    # both pink and purple unicorns
    both_unicorns = 15
    # the answer is
    result = total_unicorns - pink_unicorns - purple_unicorns + both_unicorns
    return result",60,unicorns,mathwell_q78
261,"Harry Potter is a wizard. He has 500 spells. 200 of them are in his wand, 100 of them are in his book, and the rest are in his mind. How many spells are in his mind?","def solution():
    #Harry Potter has 500 spells
    spells = 500
    #200 of them are in his wand
    wand_spells = 200
    #100 of them are in his book
    book_spells = 100
    #The answer is
    result = spells - wand_spells - book_spells
    return result",200,Harry Potter,mammoth_q261
1300,"A dog barks 10 times per minute. 

If 500 dogs bark for 10 minutes, how many barks are there in total?","def solution():
    #A dog barks 10 times per minute
    barks_per_minute = 10
    #500 dogs bark for 10 minutes
    dogs = 500
    minutes = 10
    #The answer is
    result = barks_per_minute * dogs * minutes
    return result",50000,dogs,mathwell_q1249
1129,Super Mario can jump 20 feet in the air. He jumps 4 times in a row. How high can he jump?,"def solution():
    #Super Mario can jump 20 feet in the air
    mario_jump_height = 20
    #He jumps 4 times in a row
    mario_jumps = 4
    #The answer is
    result = mario_jump_height * mario_jumps
    return result",80,Super Mario,llama_q1118
247,Steph Curry made 1000 3-pointers in 2019. He made 1100 3-pointers in 2020. How many 3-pointers did Steph Curry make in 2019 and 2020?,"def solution():
    #Steph Curry made 1000 3-pointers in 2019
    steph_3_pointers_2019 = 1000
    #He made 1100 3-pointers in 2020
    steph_3_pointers_2020 = 1100
    #The answer is
    result = steph_3_pointers_2019 + steph_3_pointers_2020
    return result",2100,Steph Curry,llama_q247
753,Naruto's father was an ice priest and his mother was a ninja. Naruto is only half of ice priest and half of ninja. What is his percentage blood-line from ice priest?,"def solution():
    #100% - 50% - 50% = 0%
    percent_of_ice_priest_bloodline = 0
    return percent_of_ice_priest_bloodline",0,Naruto,llema_q750
364,"Steve has 1000 Minecraft coins. He spends 200 coins on a new outfit, 300 coins on a new pickaxe, and 100 coins on a new shovel. How many coins does he have left?","def solution():
    #Steve started with 1000 coins
    coins_initial = 1000
    #He spent 200 coins on a new outfit
    coins_spent_outfit = 200
    #He spent 300 coins on a new pickaxe
    coins_spent_pickaxe = 300
    #He spent 100 coins on a new shovel
    coins_spent_shovel = 100
    #The answer is
    result = coins_initial - coins_spent_outfit - coins_spent_pickaxe - coins_spent_shovel
    return result",400,Minecraft,mathwell_q358
724,"A 4-lane highway has 3,000 cars per lane. A 2-lane highway has 2,000 cars per lane. How many more cars are on the 4-lane highway than the 2-lane highway?","def solution():
    #4-lane highway has 3,000 cars per lane
    four_lane_cars_per_lane = 3000
    #2-lane highway has 2,000 cars per lane
    two_lane_cars_per_lane = 2000
    #4-lane highway has 4 lanes
    four_lane_lanes = 4
    #2-lane highway has 2 lanes
    two_lane_lanes = 2
    #The answer is
    result = (four_lane_cars_per_lane * four_lane_lanes) - (two_lane_cars_per_lane * two_lane_lanes)
    return result",8000,cars,llama_q721
845,"A volleyball team has 12 players. 4 of the players are 15 years old, 5 of the players are 16, and 3 of the players are 17. How many years old is the average player on the team?","def solution():
    #Number of players
    total_players = 12
    #Number of players of each age
    players_15 = 4
    players_16 = 5
    players_17 = 3
    #The answer is
    result = (players_15 * 15 + players_16 * 16 + players_17 * 17) / total_players
    return result",15.916666666666666,volleyball,mathwell_q819
56,"There are 2000 ninjas in New York City. 25% of them are in the Foot Clan, 10% of them are in the Turtle Clan, and the rest are in the Hamato Clan. How many ninjas are in the Hamato Clan?","def solution():
    #Total number of ninjas in New York City
    total_ninjas = 2000
    #Percentage of ninjas in the Foot Clan
    foot_ninjas = 0.25 * total_ninjas
    #Percentage of ninjas in the Turtle Clan
    turtle_ninjas = 0.10 * total_ninjas
    #Percentage of ninjas in the Hamato Clan
    hamato_ninjas = 1.0 - foot_ninjas - turtle_ninjas
    #The answer is
    result = total_ninjas * hamato_ninjas
    return result",-1398000.0,Ninja Turtles,llama_q56
1144,"Naruto has 5000 ryo. He spends 2000 ryo on a new outfit, 1000 ryo on a new headband, and 3000 ryo on a new kunai. How many ryo does he have left?","def solution():
    #Naruto started with 5000 ryo
    ryo_initial = 5000
    #He spent 2000 ryo on a new outfit
    ryo_spent_outfit = 2000
    #1000 ryo on a new headband
    ryo_spent_headband = 1000
    #3000 ryo on a new kunai
    ryo_spent_kunai = 3000
    #The answer is
    result = ryo_initial - ryo_spent_outfit - ryo_spent_headband - ryo_spent_kunai
    return result",-1000,Naruto,mathwell_q1102
854,Spiderman is on a building 100 feet high. He jumps 20 feet down to the next building. How many jumps does he have to make to reach the ground?,"def solution():
    #Spiderman is on a building 100 feet high
    building_height = 100
    #He jumps 20 feet down to the next building
    jump_distance = 20
    #The answer is
    result = building_height / jump_distance
    return result",5.0,Spiderman,llama_q849
83,"If a T-Rex is 12 feet tall and weighs 12,000 pounds, and a Velociraptor is 2 feet tall and weighs 20 pounds, how much heavier is the T-Rex than the Velociraptor?","def solution():
    # define the weight and height of T-Rex
    trex_weight = 12000
    trex_height = 12
    # define the weight and height of Velociraptor
    raptor_weight = 20
    raptor_height = 2
    # calculate the difference in weight
    weight_difference = trex_weight - raptor_weight
    # calculate the difference in height
    height_difference = trex_height - raptor_height
    # calculate the total difference
    total_difference = weight_difference + height_difference
    return total_difference
print(solution())",11990,dinosaurs,mammoth_q83
698,"If 800 people come to a football game, 200 people are in the stands, 300 people are in the aisle, and the rest are in the parking lot. How many people are in the parking lot?","def solution():
    #Total people
    total_people = 800
    #People in the stands
    stands = 200
    #People in the aisle
    aisle = 300
    #People in the parking lot are the rest
    parking_lot = total_people - stands - aisle
    return parking_lot",300,football,llema_q696
303,"If a cookie jar has 12 cookies, and 5 of them are chocolate chip, how many of the cookies are not chocolate chip?","def solution():
    # Total number of cookies
    total_cookies = 12
    # Number of chocolate chip cookies
    chocolate_chip_cookies = 5
    # Number of cookies that are not chocolate chip
    not_chocolate_chip_cookies = total_cookies - chocolate_chip_cookies
    return not_chocolate_chip_cookies
print(solution())",7,cookies,mammoth_q303
417,"Michaelangelo has 4000 pizza toppings and half are mushrooms.  After using up 800 mushroom toppings, how many mushroom pizza toppings does he have left?","def solution():
    #Michaelangelo has 4000 pizza toppings
    total_pizza_toppings = 4000
    #Half are mushrooms
    mushroom_pizza_toppings = total_pizza_toppings // 2
    #He used up 800 mushroom pizza toppings
    mushroom_pizza_toppings_used = mushroom_pizza_toppings - 800
    #He has
    mushroom_pizza_toppings_left = total_pizza_toppings - mushroom_pizza_toppings_used
    return mushroom_pizza_toppings_left",2800,Ninja Turtles,llema_q417
544,Patrick Mahomes threw 300 passes in 2017. He threw 350 passes in 2018. He threw 320 passes in 2019. How many passes did he throw in total?,"def solution():
    #Mahomes threw 300 passes in 2017
    passes_2017 = 300
    #He threw 350 passes in 2018
    passes_2018 = 350
    #He threw 320 passes in 2019
    passes_2019 = 320
    #The answer is
    result = passes_2017 + passes_2018 + passes_2019
    return result",970,Patrick Mahomes,llama_q542
740,Wonder Woman has 1000 nuts and bolts. She needs 500 to fix her plane. She then needs 200 more to fix her shield. How many nuts and bolts does she have left?,"def solution():
    #Wonder Woman started with 1000 nuts and bolts
    nuts_and_bolts_initial = 1000
    #She needs 500 to fix her plane
    nuts_and_bolts_needed_plane = 500
    #She then needs 200 more to fix her shield
    nuts_and_bolts_needed_shield = 200
    #The answer is
    result = nuts_and_bolts_initial - nuts_and_bolts_needed_plane - nuts_and_bolts_needed_shield
    return result",300,Wonder Woman,llama_q737
576,Ash Ketchum has 100 Poké Balls. He uses 20 of them to catch Pikachu. He then uses 30 of them to catch Squirtle. How many Poké Balls does he have left?,"def solution():
    #Ash started with 100 Poké Balls
    poke_balls_initial = 100
    #He used 20 to catch Pikachu
    poke_balls_used_pikachu = 20
    #He used 30 to catch Squirtle
    poke_balls_used_squirtle = 30
    #The answer is
    result = poke_balls_initial - poke_balls_used_pikachu - poke_balls_used_squirtle
    return result",50,Pokémon,mathwell_q561
416,"If 2500 V-Bucks cost $20, how many V-Bucks can you get for$100?","def solution():
    #In the first year, there were 250 wizards at Hogwarts
    wizards_first_year = 250
    #The next year, 100 more wizards came to the school, but 15 wizards left 
    wizards_second_year = wizards_first_year + 100 - 15
    #In the third year, 200 more wizards came, and 50 wizards left
    wizards_third_year = wizards_second_year + 200 - 50
    #The answer is
    result = wizards_third_year
    return result",485,pizza,llema_q416
