,0
1082,"
{
  'question': 'Captain America has 1000 vibranium shields. He uses 200 of them in a battle with the HYDRA. He then recovers 300 of the shields from the battlefield. How many vibranium shields does he have left?',
  'solvability': 1,
  'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. It states how many shields Captain America starts with, how many he uses, and how many he recovers, allowing for a straightforward calculation.'
}
"
1083,"To evaluate the given question:

{'question': 'The New England Patriots are a football team. 2 of the players are the quarterbacks, and 3 of the players are the running backs. 1 of the quarterbacks and 2 of the running backs are the captains. How many players are not captains?'}

We will need to determine whether the question provides enough information to arrive at a single correct answer and whether the calculations would not result in a negative number where it's not applicable. In this case:

1. The question states there are 2 quarterbacks and 3 running backs, totaling 5 players.
2. It states that 1 of the quarterbacks and 2 of the running backs are captains, which is 3 captains in total.
3. To find the number of players who are not captains, we would subtract the number of captains from the total number of players.

However, the question does not specify the total number of players on the team, only the 5 mentioned (2 quarterbacks and 3 running backs), and therefore, we cannot determine the total number of players that are not captains within the team. We might infer from the given information that out of the mentioned players, 2 are not captains (since 3 players are mentioned as captains). Still, without knowing the total team size, we cannot account for the rest of the team members.

The question is not solvable in its current form because it does not specify the total number of players on the team, which is essential information to solve for the number of players who are not captains.

So the completed JSON object should be:

{
  'question': 'The New England Patriots are a football team. 2 of the players are the quarterbacks, and 3 of the players are the running backs. 1 of the quarterbacks and 2 of the running backs are the captains. How many players are not captains?',
  'solvability': 0,
  'explanation': 'The question does not specify the total number of players on the team, which is required information to determine how many players are not captains.'
}"
1084,"{'question': '2 cats have 7 kittens. 3 cats have 5 kittens. \nHow many kittens do 5 cats have?', 'solvability': 0, 'explanation': 'The question provides disjointed information regarding the number of kittens per cat, and does not establish a clear ratio or formula that could be universally applied to any number of cats. Thus, without a consistent pattern or additional information, we cannot determine how many kittens 5 cats would have.'}"
1085,"
{
  ""question"": ""A basketball team has 12 players. 3 of the players are 7 feet tall. 5 of the players are 6'8\"". 4 of the players are 6'4\"". How many of the players are 6'2\"" or shorter?"",
  ""solvability"": 0,
  ""explanation"": ""The problem lists the heights of 12 players and does not require calculating players with the height of 6'2\"" or shorter. Since the height categories mentioned account for all 12 players, there cannot be any players who are 6'2\"" or shorter. This could be a trick question, but as it stands, it doesn't require computation. However, if the intention was to sum the players of different heights to ensure they total 12 players, then the question would be solvable. In the current form, it seems to be more of a logical reasoning question rather than a mathematical problem needing calculations.""
}
"
1086,"
{
  ""question"": ""A pizza has 8 slices. 2 of the slices have pepperoni. 3 of the slices have mushrooms. 1 of the slices has both pepperoni and mushrooms. How many slices of pizza do not have toppings?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer: the 2 pepperoni slices plus the 3 mushroom slices total 5, but we've double-counted the slice with both, so there are really 4 unique topped slices. Subtracting from the total of 8 slices gives us 4 slices that do not have toppings.""
}
"
1087,"
{
  ""question"": ""4 of the Ninja Turtles are eating pizza. \n\n3 of them are eating tacos. \n\n2 of them are eating spaghetti. \n\n1 of them is eating a salad. \n\nHow many Ninja Turtles are there in total?"",
  ""solvability"": 0,
  ""explanation"": ""The question does not specify if the Ninja Turtles are eating exclusively one type of food each or if there is any overlap, so we cannot determine the exact number of individual Ninja Turtles from the given information.""
}
"
1088,"
{
  ""question"": ""Pikachu has 1200 PP. It can use Thunderbolt 100 times, Thunder 50 times, and Volt Tackle 200 times. How many PP does Pikachu have left after using all of its moves?"",
  ""solvability"": 0,
  ""explanation"": ""The question does not provide the PP cost for each move (Thunderbolt, Thunder, and Volt Tackle), which is necessary to determine the amount of PP used and how many PP Pikachu has left.""
}
"
1089,"{'question': 'Wonder Woman has 2000 lassos. She lassos 30 bad guys a day for 5 days. How many lassos does she have left?', 'solvability': 0, 'explanation': 'The question is ambiguous because it implies that the lassos are consumable items, which is not typical for lassos. Lassos are usually reusable and would not be ""used up"" after lassoing bad guys. Therefore, the question does not make practical sense as it does not correspond to the real-life use of a lasso, leading to confusion about how to correctly solve the problem.'}"
1090,"To evaluate the given question, we first need to check if we can determine the number of 3-pointers LeBron James has by using the information provided:

LeBron James has 1000 points in total.
He has 200 more 3-pointers than 2-pointers.
He has 500 2-pointers.

Each 2-pointer is worth 2 points and each 3-pointer is worth 3 points.

Using the information provided, we can calculate the points from 2-pointers:
500 2-pointers * 2 points per 2-pointer = 1000 points from 2-pointers.

The total points are 1000, so the remaining points are from 3-pointers:
1000 total points - 1000 points from 2-pointers = 0 points from 3-pointers.

This calculation seems to be incorrect because all points cannot come from 2-pointers if there are 3-pointers as well. Let's use the correct approach:

Let the number of 2-pointers be P, which is given as 500. Then the number of 3-pointers is P + 200, which we will calculate. The points from 2-pointers are 2P, and the points from 3-pointers are 3(P + 200).

The total points should equal the sum of points from 2-pointers and 3-pointers:

1000 points = 2P + 3(P + 200)

We substitute P with 500:

1000 points = 2(500) + 3(500 + 200)
1000 points = 1000 + 3(700)
1000 points = 1000 + 2100
1000 points ≠ 3100 points

This reveals an error in the provided information because the total points add up to 3100 points, not 1000. There is a discrepancy in the information provided that makes it impossible to solve the problem correctly. The total number of points should be enough to include both 2-pointers and 3-pointers given the provided values.

Therefore, the problem is not solvable with the given information. The JSON object should be:

{
  'question': 'LeBron James has 1000 points. He has 200 more 3-pointers than 2-pointers. He has 500 2-pointers. How many 3-pointers does he have?',
  'solvability': 0,
  'explanation': 'The problem contains inconsistent information regarding the total points and the number of 2-pointers and 3-pointers which makes it impossible to solve.'
}"
1091,"{'question': 'A 400-car train is 3.5 miles long. A 600-car train is 5.5 miles long. How many more cars does the 600-car train have per mile than the 400-car train?', 'solvability': 1, 'explanation': 'This question can be solved by finding the number of cars per mile for each train and then comparing the two. A 400-car train that is 3.5 miles long has 400 / 3.5 cars per mile, and a 600-car train that is 5.5 miles long has 600 / 5.5 cars per mile. By subtracting the number of cars per mile of the 400-car train from that of the 600-car train, you can find the difference in the number of cars per mile between the two trains.'}"
1092,"
{
  ""question"": ""The soccer team has 20 players. \n\n8 of the players are on the field. \n\n3 of the players are on the bench. \n\n2 of the players are injured. \n\nHow many players are in the locker room?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. By subtracting the sum of players on the field, on the bench, and injured from the total number of players, we can determine how many players are in the locker room.""
}
"
1093,"
{
  ""question"": ""LeBron James is 6'9\"" tall. \nHe's 36 years old. \nHe's 20 years older than his son. \nHow tall is his son in feet?"",
  ""solvability"": 0,
  ""explanation"": ""This question does not provide any information on the height of LeBron James's son; it only states LeBron's height and the age difference between LeBron and his son. The question cannot be solved with the given information.""
}
"
1094,"
{
  ""question"": ""LeBron James is 6 feet 9 inches tall. He wears 2-inch heels. How tall is he in inches?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. To solve the problem, convert feet to inches, add the additional inches, and then add the height of the heels.""
}
"
1095,"
{
  ""question"": ""A pizza is cut into 12 slices. 3 of the slices have pepperoni, 5 of the slices have mushrooms, and 4 of the slices have both pepperoni and mushrooms. How many slices of pizza do not have mushrooms or pepperoni?"",
  ""solvability"": 0,
  ""explanation"": ""The question provides inconsistent information regarding the distribution of toppings on the slices. The slices with both toppings should not be counted in the individual counts for pepperoni only or mushrooms only slices. Consequently, the total number of slices with toppings exceeds the total number of slices available, making the problem unsolvable as presented.""
}
"
1096,"
{
  ""question"": ""A Fortnite player has 5000 V-Bucks. They buy 2 outfits for 2000 V-Bucks each. They then buy 5 emotes for 500 V-Bucks each. How many V-Bucks do they have left?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The player starts with 5000 V-Bucks, spends 4000 V-Bucks on outfits (2 x 2000), and spends 2500 V-Bucks on emotes (5 x 500), allowing us to calculate the exact amount of V-Bucks remaining.""
}
"
1097,"```
{
  'question': 'Thor, the God of Thunder, has 10 lightning bolts in his quiver. He uses 2 lightning bolts to defeat a frost giant. If he wants to defeat 5 frost giants, how many lightning bolts does he need?',
  'solvability': 1,
  'explanation': 'This question is solvable. It clearly states the number of lightning bolts Thor starts with, the number of bolts required to defeat one frost giant, and the total number of frost giants Thor wants to defeat. With this information, you can calculate the total number of lightning bolts needed.'
}
```"
1098,"
{
    ""question"": ""Pikachu has 1000 candy pieces. He wants to evolve his Pichu into Pikachu using 25 candy pieces. How many candy pieces will Pikachu have left after evolving Pichu?"",
    ""solvability"": 1,
    ""explanation"": ""This question is solvable as it contains all the information necessary to solve the problem with one correct answer, and does not lead to an impossible negative answer.""
}
"
1099,"
{
  'question': 'In a lacrosse game, the team scores 3 points for a goal and 1 point for a field goal. If Team A scored 5 goals and 8 field goals while Team B scored 7 goals and 5 field goals, which team won and by how many points?',
  'solvability': 1,
  'explanation': 'This question is solvable because it includes all necessary information. We can calculate Team A\'s score by multiplying 5 goals by 3 points each (totaling 15 points) and adding to this the 8 field goals at 1 point each (totaling 8 points), giving us 15 + 8 = 23 points. Similarly, we calculate Team B\'s score with 7 goals by 3 points each (totaling 21 points) and 5 field goals at 1 point each (totaling 5 points), which gives us 21 + 5 = 26 points. Comparing both scores, Team B won by 26 - 23 = 3 points.'
}
"
1100,"
{
  ""question"": ""Thor has 2000 hammers. Each hammer weighs 5 pounds. He wants to carry them in a cart that can hold 200 pounds. How many carts does Thor need to carry all his hammers?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. First, we calculate the total weight of the hammers by multiplying the number of hammers by the weight of each hammer. Then, we divide the total weight of the hammers by the weight capacity of each cart to find the number of carts needed.""
}
"
1101,"It seems like there is no actual question to evaluate. The 'question' field is input as ""nan,"" which is typically a placeholder for ""Not a Number"" and indicates that the data is missing or undefined. Therefore, the JSON object cannot be completed without a valid question. Here is the JSON object updated with the evaluation:

```
{
    'question': nan,
    'solvability': 0,
    'explanation': 'The question field is missing, making it impossible to solve.'
}
```"
1102,"
{
  ""question"": ""Iron Man has 6 suits in his closet. Each suit has 10 different weapons. How many weapons does Iron Man have in total?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer by providing the amount of suits and the number of weapons per suit, which allows for a simple multiplication to solve it.""
}
"
1103,"
{
  ""question"": ""Serena Williams is playing a tennis match. She wins the first set 6-3 and the second set 7-5. How many games did she win in total?"",
  ""solvability"": 1,
  ""explanation"": ""This question provides the scores for both sets and the task is to add these scores together to find the total number of games won. It arrives at one correct answer, which is the sum of games won in each set (6 + 7 = 13 games).""
}
"
1104,"The given question can be evaluated as follows:

```
{
  'question': 'The New England Patriots are playing the Dallas Cowboys. The Patriots have already scored 28 points, and the Cowboys have scored 10. If a touchdown is worth 6 points and a field goal is worth 3 points, how many touchdowns do the Cowboys need to score to tie the game?',
  'solvability': 1,
  'explanation': 'This question arrives at one correct answer and contains all the necessary information to solve it. By subtracting the Cowboys' current points from the Patriots' points (28 - 10 = 18), we can determine the score difference. Then, the student can divide the score difference by the value of a touchdown (18 ÷ 6 = 3) to find the number of touchdowns the Cowboys need to score to tie the game.'
}
```

The problem is solvable because it asks for the number of touchdowns — which are worth a fixed number of points — needed to equalize the score. The number of points each team currently has and the points of a touchdown are given. The problem assumes only touchdowns are being used to tie the game, which allows for a clear, integer solution."
1105,"
{'question': 'In a volleyball tournament, there are 8 teams. Each team plays against every other team once. How many games will be played in total?'}
"
1106,"
{
  ""question"": ""Mia has 5 cats. Each cat has 4 legs. \n\nHow many total legs do Mia's cats have?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The number of cats is given (5), and the number of legs per cat is given (4), so the total number of legs can be calculated by simple multiplication.""
}
"
1107,"{'question': 'A train is traveling from New York to Chicago at a speed of 60 mph. Another train is traveling from Chicago to New York at a speed of 80 mph. The distance between the two cities is 800 miles. How long will it take for the two trains to meet?',
 'solvability': 1,
 'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. The combined speed of both trains is used to determine when they will meet, so the formula is the total distance divided by the sum of the speeds of both trains.'}"
1108,"
{
    ""question"": ""Thor, the God of Thunder, has 3 lightning bolts. He threw 1 at Loki and 1 at Hela. How many lightning bolts does he have left?"",
    ""solvability"": 1,
    ""explanation"": ""This question arrives at one correct answer, contains all the information needed to solve it, and does not result in a negative number. Thor starts with 3 bolts, uses 1 + 1 = 2, so he has 3 - 2 = 1 bolt left.""
}
"
1109,"
{
  ""question"": ""Wonder Woman has to save the world from a villain who plans on detonating 10 bombs in 5 different cities. Each bomb can only be disarmed with a special tool that Wonder Woman has. The tool requires 2 hours to disarm 1 bomb. How many hours will it take Wonder Woman to disarm all the bombs?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. It states the total number of bombs and the time it takes to disarm one bomb, allowing a student to multiply the two to find the total time required for all bombs.""
}
"
1110,"
{
  ""question"": ""The Golden State Warriors have played 70 games this season. They have won 45 of those games. What percentage of their games have they won?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it""
}
"
1111,"
{
  'question': 'There are 45 dogs at the pet shelter. 12 of them are puppies, which are half the age of adult dogs. How many adult dogs are at the shelter?',
  'solvability': 1,
  'explanation': 'This question arrives at one correct answer by subtracting the number of puppies from the total number of dogs. The age information regarding puppies is extraneous and does not impact the solvability of the question.'
}
"
1112,"
{
  ""question"": ""A dog shelter has 30 dogs. 10 of the dogs are puppies, 15 of the dogs are adults, and the rest are senior dogs. If each adult dog has a litter of 6 puppies, how many dogs are in the shelter now?"",
  ""solvability"": 0,
  ""explanation"": ""The question is ambiguous because it's not clear whether the litters of puppies are already included in the total count of 30 dogs or if they are additional. Additionally, it is not explicitly stated when the litters of puppies were born; they could already be counted among the 10 puppies or they could be new puppies that have to be added to the total.""
}
"
1113,"
{
  ""question"": ""Wonder Woman can fly at a speed of 700 miles per hour. She needs to fly from New York City to Los Angeles, which is 2475 miles away. How long will it take her to make the trip?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. The distance to be covered and the speed at which Wonder Woman can fly are both given, which is sufficient to calculate the time it will take for her journey.""
}
"
1114,"
{
  ""question"": ""The Power Rangers have 6 members in their team. Each Ranger has a different color assigned to them. Red Ranger has 20% more fans than Blue Ranger. Pink Ranger has 15% less fans than Red Ranger. How many fans does Pink Ranger have if Blue Ranger has 10,000 fans?"",
  ""solvability"": 1,
  ""explanation"": ""The problem contains all the necessary information to solve it and arrives at one correct answer. The Blue Ranger has 10,000 fans. The Red Ranger has 20% more fans, which is 10,000 fans + (20% of 10,000 fans) = 12,000 fans. The Pink Ranger has 15% less fans than the Red Ranger, which is 12,000 fans - (15% of 12,000 fans). Calculating this results in a positive number of fans for the Pink Ranger.""
}
"
1115,"
{
  ""question"": ""Steph Curry made 402 3-pointers in the 2015-2016 NBA season. If he attempted 886 3-pointers that season, what was his 3-point shooting percentage?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the necessary information. To find the 3-point shooting percentage, divide the number of 3-pointers made by the number of 3-pointers attempted, and then multiply by 100 to get the percentage.""
}
"
1116,"
{
  ""question"": ""LeBron James scored an average of 25 points per game in the last 10 games. If he needs to average 30 points per game in the next 5 games to maintain his average of 28 points per game for the season, how many points does he need to score in the next 5 games?"",
  ""solvability"": 1,
  ""explanation"": ""The question is solvable because it provides the number of games played and the average points per game that LeBron James needs to maintain. From this information, the total number of points he needs for the season can be calculated, as well as the number of points he has already scored in the last 10 games. Using this data, the number of points he needs to score in the next 5 games to maintain the average can be determined.""
}
"
1117,"
{
  ""question"": ""The ACME soccer team has played 10 games this season. They won 6, lost 2, and tied 2. If a win is worth 3 points, a loss is worth 0 points, and a tie is worth 1 point, how many points does the ACME team have?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. Wins are worth 3 points each, losses are worth 0 points, and ties are worth 1 point each. The point totals can be calculated and added together based on the provided win, loss, and tie counts.""
}
"
1118,"To evaluate the solvability of the given question:

{'question': 'A dog shelter has 45 dogs. 25% of the dogs are puppies, 40% are adult dogs, and the remaining dogs are seniors. How many senior dogs are in the shelter?'}

Let's solve the question:

Total number of dogs = 45
Percentage that are puppies = 25% of 45 = 0.25 * 45 = 11.25
Since the number of dogs must be an integer, we'll round 11.25 down to 11 puppies (since you cannot have a fraction of a dog).

Percentage that are adult dogs = 40% of 45 = 0.40 * 45 = 18 adult dogs

Now we need to find out how many seniors there are. We can find this by subtracting the number of puppies and adults from the total number of dogs:

Number of senior dogs = Total number of dogs - Number of puppies - Number of adult dogs
Number of senior dogs = 45 - 11 - 18
Number of senior dogs = 45 - 29
Number of senior dogs = 16

The question has all the data needed to solve for the number of senior dogs, arrives at one correct answer, and does not involve impossible negative numbers. Therefore, the question is solvable.

The JSON object would be:

{'question': 'A dog shelter has 45 dogs. 25% of the dogs are puppies, 40% are adult dogs, and the remaining dogs are seniors. How many senior dogs are in the shelter?', 'solvability': 1, 'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it'}"
1119,"
{
  ""question"": ""In Wakanda, the Black Panther needs to cross a river that is 25 meters wide. He can jump 5 meters forward in one jump. How many jumps does he need to make to cross the river?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer, which is 5 jumps, and contains all the information needed to solve it.""
}
"
1120,"{
    'question': 'Wonder Woman has bracelets that can deflect bullets. She has 5 bracelets and each one can deflect up to 10 bullets. How many bullets can she deflect in total with all of her bracelets?',
    'solvability': 1,
    'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it by simply multiplying the number of bracelets by the number of bullets each can deflect.'
}"
1121,"The JSON object for the question provided after evaluation would be:

```
{
    'question': 'A 15-car freight train carrying only coal is traveling at 40 miles per hour. The train passes through a tunnel that is 1200 feet long. If the train takes 30 seconds to completely exit the tunnel, what is the length of the train in feet?',
    'solvability': 1,
    'explanation': 'This question provides enough information to find the length of the train. By knowing the speed of the train and the time taken to pass through the tunnel, we can calculate the distance that represents the length of the train plus the tunnel.'
}
```

Explanation for solvability:

1. To solve the problem, we first need to convert the speed from miles per hour (mph) to feet per second (fps), because the length of the tunnel is given in feet and the time is given in seconds.

2. There are 5280 feet in a mile and 3600 seconds in an hour. So, at 40 mph, the train is traveling at:

   \( 40 \text{ mph} \times \dfrac{5280 \text{ feet/mile}}{3600 \text{ seconds/hour}} \approx 58.67 \text{ fps} \)

3. Next, we use the speed in fps and the time taken to find the distance the train has traveled:

   \( 58.67 \text{ fps} \times 30 \text{ seconds} = 1760 \text{ feet} \)

4. The distance traveled in this case is the length of the train plus the tunnel. So, the length of the train is:

   \( 1760 \text{ feet (train + tunnel)} - 1200 \text{ feet (tunnel)} = 560 \text{ feet} \)

5. The question is solvable as it presents a scenario where a single correct answer can be reached using the information given."
1122,"
{
    ""question"": ""Barbie has 1000 outfits in her closet. She needs to pack for a 5-day trip and wants to bring a different outfit each day. How many outfits will she have left in her closet after the trip?"",
    ""solvability"": 1,
    ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. We know the total number of outfits and the number of outfits Barbie will use for the trip.""
}
"
1123,"
{
  ""question"": ""Naruto has 500 shurikens in his arsenal. He uses 50 shurikens to defeat each enemy. How many enemies can he defeat with all the shurikens he has?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. It clearly states the total quantity of shurikens and the amount used per enemy, allowing students to calculate the number of enemies that can be defeated.""
}
"
1124,"
{
  ""question"": ""There are 30 unicorns in a magical forest. 10 more unicorns come to join them. Each unicorn has a rainbow-colored horn that is 15 inches long. If the unicorns decide to tie their horns together to form a circle, what is the total length of the horn circle in feet?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. Total unicorns = 30 + 10, the horn length of each unicorn is given, and the conversion from inches to feet is a standard measurement conversion that can be applied to reach the answer.""
}
"
1125,"
{
  'question': 'Captain America is on a mission to save the world. He has to jump across a ravine that is 30 feet wide. He can jump 5 feet on his own. How many more feet does he need to jump to make it across the ravine?',
  'solvability': 1,
  'explanation': 'This question arrives at one correct answer and contains all the information needed to solve it. The ravine is 30 feet wide, and with Captain America able to jump 5 feet on his own, we subtract 5 from 30 to determine he needs to jump an additional 25 feet to make it across.'
}
"
1126,"
{
  ""question"": ""In a Pokémon battle, Pikachu has a 60% chance of winning each round. If Pikachu and Ash battle for 5 rounds, what is the probability that Pikachu wins all 5 rounds?"",
  ""solvability"": 1,
  ""explanation"": ""The question is solvable as it provides the probability of Pikachu winning a single round, and it asks for the probability of a sequence of independent events (each round won by Pikachu), which can be calculated by multiplying the probability of winning each round together.""
}
"
1127,"The given question is solvable because it presents all the necessary information to calculate the average number of aces served per match by Serena Williams. The total aces served are given as 35, and it is stated that these aces were served over two matches.

To find the average, we divide the total number of aces by the number of matches:

Average aces per match = Total aces / Number of matches
Average aces per match = 35 aces / 2 matches
Average aces per match = 17.5 aces

Since there is one correct answer and the question provides the necessary information without leading to negative or impossible values, the solvability of this question can be evaluated as follows:

{'question': 'Serena Williams served 20 aces in her first match and 15 aces in her second match. In total, she served 35 aces in the two matches. How many aces did she serve on average per match?', 'solvability': 1, 'explanation': 'This question arrives at one correct answer and contains all the information needed to calculate the average number of aces per match.'}"
1128,"
{
  ""question"": ""Iron Man's suit uses 3% of its power per minute when in full flight mode. If his suit has a 10-hour battery life, how long can he fly in full flight mode before his suit runs out of power?"",
  ""solvability"": 1,
  ""explanation"": ""The question is solvable. It states that the suit uses 3% of power per minute and has a 10-hour battery life. Since there are 60 minutes in an hour, 10 hours total 600 minutes. If the suit uses 3% per minute, it will run out of power in 100/3 minutes. The student can divide 100 by 3 to find out the number of minutes the suit can be in full flight mode.""
}
"
1129,"
{
  ""question"": ""Iron Man needs to fly from New York to Los Angeles, a distance of 2,500 miles. His suit can fly at a speed of 700 miles per hour. How long will it take him to fly from New York to Los Angeles?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. It provides the total distance to be covered and the constant speed of the suit, which allows the computation of time taken using the formula time = distance/speed.""
}
"
1130,"
{
  ""question"": ""Spiderman swung from his web 10 times. He swung 5 times over the city and 5 times over the park. Each time he swung over the city, he traveled 2 miles. Each time he swung over the park, he traveled 1.5 miles. How many miles did Spiderman travel in total?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. By multiplying the number of times Spiderman swung over each location by the distance traveled per swing, the total distance can be calculated.""
}
"
1131,"
{
  ""question"": ""Thor, the God of Thunder, is creating a lightning bolt that is 500 feet long. He wants to divide the lightning bolt into pieces that are 5 feet long. How many pieces will he end up with?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the necessary information needed to solve it. The total length of the lightning bolt and the length of each piece are provided.""
}
"
1132,"
{
  ""question"": ""A swim team has a total of 40 swimmers. On Monday, 15 swimmers attended practice, and on Tuesday, 18 swimmers attended practice. How many more swimmers need to attend practice this week for the team to have 80% attendance throughout the week?"",
  ""solvability"": 0,
  ""explanation"": ""The question doesn't specify if the same swimmers attended on Monday and Tuesday, or if they were different swimmers each day, which is necessary to calculate the percentage of unique individuals who have attended. If the swimmers who attended on Monday also attended on Tuesday, the total is 18 distinct swimmers, but if none of the swimmers who attended on Monday attended on Tuesday, the total would be 15+18=33 distinct swimmers. Without this information, it's not possible to determine how many more swimmers are needed for 80% attendance.""
}
"
1133,"
{
  ""question"": ""Superman can lift 500 pounds. He lifts 3 times his capacity in the morning and 4 times his capacity in the afternoon. How much weight does he lift in a day?"",
  ""solvability"": 1,
  ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. Superman's lifting capacity is defined, and the multipliers for the morning and afternoon are clear.""
}
"
1134,"
{
    'question': 'There are 3 different species of dinosaurs in a park. The first species has 20 individuals, the second has 35 individuals, and the third has 10 individuals. If each individual dinosaur requires 5 pounds of food per day, how many pounds of food are needed to feed all the dinosaurs in the park for one week?',
    'solvability': 1,
    'explanation': 'This question arrives at one correct answer and contains all the information needed to solve the problem. It defines the number of individuals in each dinosaur species and the amount of food each individual needs per day. Then it asks for the total food required for a week, which is a straightforward calculation using the given information.'
}
"
1135,"To evaluate the solvability of the question provided, we need to consider whether all necessary information is given and if the question leads to one correct answer.

The question: Iron Man has 10 different types of weapons in his suit. If he uses 3 weapons during a battle, how many different combinations of weapons can he use?

This question is solvable using combinatorics. Specifically, the question seems to be asking for the number of combinations of 3 weapons that can be chosen from a set of 10 different weapons.

The formula to calculate combinations of selecting r items from a set of n items without regard to the order of selection is given by n choose r: C(n, r) = n! / (r! * (n - r)!), where ""!"" denotes factorial.

So, for this question, we would calculate the number of combinations as follows:

C(10, 3) = 10! / (3! * (10 - 3)!) = 10! / (3! * 7!) = (10 × 9 × 8) / (3 × 2 × 1)

Calculating that gives us:

= 120 / 6
= 20

There exist 20 different combinations of weapons that Iron Man can use. This question has one correct answer and the information necessary to solve it. It doesn't result in a negative answer which is not possible in this scenario. Thus, the evaluation of this question would be:

{'question': 'Iron Man has 10 different types of weapons in his suit. If he uses 3 weapons during a battle, how many different combinations of weapons can he use?', 'solvability': 1, 'explanation': 'The question can be solved using combinatorics as it asks for the number of ways to choose 3 weapons out of 10 without regard for order, which is a standard combinations problem.'}"
1136,"{
    'question': 'Hello Kitty is making bows for her friends. She has 20 pieces of ribbon that are each 5 inches long. She needs 3 inches of ribbon for each bow. How many bows can she make?', 
    'solvability': 1, 
    'explanation': 'This question is solvable. It contains all the necessary information needed to solve the problem. The total length of ribbon available is 20 pieces times 5 inches for each piece. The total amount of ribbon is then divided by the amount needed for each bow (3 inches) to find the number of bows that can be made.'
}"
1137,"
{
    ""question"": ""Captain America has 40 shield throws for his next mission. He needs to divide the throws equally between himself and his two teammates. How many throws will each person get?"",
    ""solvability"": 1,
    ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. Captain America and his two teammates are a total of three people. The solution involves dividing the total number of throws, 40, by 3 to get the number of throws per person.""
}
"
1138,"
{
  ""question"": ""Iron Man has defeated 8 villains in his first month of crime-fighting. The next month, he defeats 12 villains. If Iron Man defeats 15% more villains each month, how many villains will Iron Man defeat in his 6th month of crime-fighting?"",
  ""solvability"": 0,
  ""explanation"": ""The question is ambiguous because the percentage increase could be interpreted as applying to the first month's count, the second month's count, or to each subsequent month relative to the previous one. Moreover, the percentage increase doesn't align neatly with either 8 or 12, which were the number of villains defeated in the first and the second month, suggesting potentially a sequential increase. It lacks clear instructions on how to apply the 15% increase, making it impossible to discern a definitive answer.""
}
"
1139,"
{
    ""question"": ""Black Panther has 20 claws on his suit. He loses 3 claws in a battle. How many claws does he have left?"",
    ""solvability"": 1,
    ""explanation"": ""This question arrives at one correct answer and contains all the information needed to solve it. Subtracting the claws lost from the total amount of claws gives a positive result.""
}
"
1140,"
{
  ""question"": ""Batman has 20 batarangs in his utility belt. He uses 5 of them to fight off a group of thugs. Then, he gives 2 batarangs to Robin. How many batarangs does Batman have left in his utility belt?"",
  ""solvability"": 1,
  ""explanation"": ""This question is solvable. It has one correct answer. Batman starts with 20 batarangs, uses 5, and then gives away 2. All necessary information to solve the problem is present and a solution does not result in a negative number.""
}
"
1141,"
{
  ""question"": ""A soccer team has played 20 games. They won 10 games, lost 5 games, and tied the rest of them. If a win is worth 3 points, a tie is worth 1 point, and a loss is worth 0 points, what is the total number of points the team has earned so far?"",
  ""solvability"": 1,
  ""explanation"": ""The question arrives at one correct answer and contains all the information needed to solve it. The number of ties can be determined by subtracting the number of wins and losses from the total number of games.""
}
"
