,model,question_number,solvability,accuracy,appropriateness,topic,notes,addition,subtraction,multiplication,division,fractions,decimals,no_ops,total_ops,good,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,question,solution,answer,topic_y,Unnamed: 0.4,Unnamed: 0.5,text,acc_text
105,mathwell,mathwell_q549,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,393.0,562,"Super Mario has 1000 coins. He spends 200 coins on a mushroom, 300 coins on a fire flower, and 500 coins on a star. How many coins does he have left?","def solution():
    #Super Mario has 1000 coins
    coins_initial = 1000
    #He spends 200 coins on a mushroom
    coins_spent_mushroom = 200
    #300 coins on a fire flower
    coins_spent_fire_flower = 300
    #and 500 coins on a star
    coins_spent_star = 500
    #The answer is
    result = coins_initial - coins_spent_mushroom - coins_spent_fire_flower - coins_spent_star
    return result",0.0,Super Mario,,,"Question: Super Mario has 1000 coins. He spends 200 coins on a mushroom, 300 coins on a fire flower, and 500 coins on a star. How many coins does he have left?
Answer: 0.0","Question: Super Mario has 1000 coins. He spends 200 coins on a mushroom, 300 coins on a fire flower, and 500 coins on a star. How many coins does he have left?
Solution:
def solution():
    #Super Mario has 1000 coins
    coins_initial = 1000
    #He spends 200 coins on a mushroom
    coins_spent_mushroom = 200
    #300 coins on a fire flower
    coins_spent_fire_flower = 300
    #and 500 coins on a star
    coins_spent_star = 500
    #The answer is
    result = coins_initial - coins_spent_mushroom - coins_spent_fire_flower - coins_spent_star
    return result"
106,mathwell,mathwell_q275,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,402.0,280,"Barbie has 200 pink dresses. 100 of them are short, 50 of them are medium, and the rest are long. How many long dresses does Barbie have?","def solution():
    #Barbie has 200 pink dresses
    dresses_total = 200
    #100 of them are short
    dresses_short = 100
    #50 of them are medium
    dresses_medium = 50
    #Number of long dresses is
    dresses_long = dresses_total - dresses_short - dresses_medium
    return dresses_long",50.0,Barbie,,,"Question: Barbie has 200 pink dresses. 100 of them are short, 50 of them are medium, and the rest are long. How many long dresses does Barbie have?
Answer: 50.0","Question: Barbie has 200 pink dresses. 100 of them are short, 50 of them are medium, and the rest are long. How many long dresses does Barbie have?
Solution:
def solution():
    #Barbie has 200 pink dresses
    dresses_total = 200
    #100 of them are short
    dresses_short = 100
    #50 of them are medium
    dresses_medium = 50
    #Number of long dresses is
    dresses_long = dresses_total - dresses_short - dresses_medium
    return dresses_long"
107,mathwell,mathwell_q1195,1,1.0,1.0,1,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1,,,403.0,1241,"Hello Kitty has 20 pink bows. 10 of them are 1-inch bows, 5 of them are 2-inch bows, and the rest are 3-inch bows. How many inches of bows does Hello Kitty have?","def solution():
    #Hello Kitty has 20 pink bows
    bows = 20
    #10 of them are 1-inch bows
    bows_1 = 10
    #5 of them are 2-inch bows
    bows_2 = 5
    #The rest are 3-inch bows
    bows_3 = bows - bows_1 - bows_2
    #The total length of bows is
    result = bows_1 * 1 + bows_2 * 2 + bows_3 * 3
    return result",35.0,Hello Kitty,,,"Question: Hello Kitty has 20 pink bows. 10 of them are 1-inch bows, 5 of them are 2-inch bows, and the rest are 3-inch bows. How many inches of bows does Hello Kitty have?
Answer: 35.0","Question: Hello Kitty has 20 pink bows. 10 of them are 1-inch bows, 5 of them are 2-inch bows, and the rest are 3-inch bows. How many inches of bows does Hello Kitty have?
Solution:
def solution():
    #Hello Kitty has 20 pink bows
    bows = 20
    #10 of them are 1-inch bows
    bows_1 = 10
    #5 of them are 2-inch bows
    bows_2 = 5
    #The rest are 3-inch bows
    bows_3 = bows - bows_1 - bows_2
    #The total length of bows is
    result = bows_1 * 1 + bows_2 * 2 + bows_3 * 3
    return result"
108,mathwell,mathwell_q29,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,404.0,29,"A field hockey team has 12 players. 3 of the players are on the forward line, 4 are on the midfield line, and 5 are on the defensive line. How many players are not on the forward, midfield, or defensive lines?","def solution():
    #Total players
    total_players = 12
    #Forward line players
    forward_line_players = 3
    #Midfield line players
    midfield_line_players = 4
    #Defensive line players
    defensive_line_players = 5
    #Players not on the forward, midfield, or defensive lines
    other_line_players = total_players - forward_line_players - midfield_line_players - defensive_line_players
    return other_line_players",0.0,field hockey,,,"Question: A field hockey team has 12 players. 3 of the players are on the forward line, 4 are on the midfield line, and 5 are on the defensive line. How many players are not on the forward, midfield, or defensive lines?
Answer: 0.0","Question: A field hockey team has 12 players. 3 of the players are on the forward line, 4 are on the midfield line, and 5 are on the defensive line. How many players are not on the forward, midfield, or defensive lines?
Solution:
def solution():
    #Total players
    total_players = 12
    #Forward line players
    forward_line_players = 3
    #Midfield line players
    midfield_line_players = 4
    #Defensive line players
    defensive_line_players = 5
    #Players not on the forward, midfield, or defensive lines
    other_line_players = total_players - forward_line_players - midfield_line_players - defensive_line_players
    return other_line_players"
110,mathwell,mathwell_q661,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,407.0,684,"There are 200 unicorns in a forest. 100 of the unicorns are pink, 50 are blue, and the rest are purple. How many unicorns are purple?","def solution():
    #Total unicorns
    total_unicorns = 200
    #Pink unicorns
    pink_unicorns = 100
    #Blue unicorns
    blue_unicorns = 50
    #Purple unicorns are the rest
    purple_unicorns = total_unicorns - pink_unicorns - blue_unicorns
    return purple_unicorns",50.0,unicorns,,,"Question: There are 200 unicorns in a forest. 100 of the unicorns are pink, 50 are blue, and the rest are purple. How many unicorns are purple?
Answer: 50.0","Question: There are 200 unicorns in a forest. 100 of the unicorns are pink, 50 are blue, and the rest are purple. How many unicorns are purple?
Solution:
def solution():
    #Total unicorns
    total_unicorns = 200
    #Pink unicorns
    pink_unicorns = 100
    #Blue unicorns
    blue_unicorns = 50
    #Purple unicorns are the rest
    purple_unicorns = total_unicorns - pink_unicorns - blue_unicorns
    return purple_unicorns"
111,mathwell,mathwell_q274,1,1.0,1.0,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,408.0,279,"Captain America can punch 20 times a minute. 

How many punches can he throw in 10 minutes?","def solution():
    #Captain America can punch 20 times a minute
    punches_per_minute = 20
    #How many punches can he throw in 10 minutes?
    punches_in_10_minutes = punches_per_minute * 10
    #The answer is
    result = punches_in_10_minutes
    return result",200.0,Captain America,,,"Question: Captain America can punch 20 times a minute. 

How many punches can he throw in 10 minutes?
Answer: 200.0","Question: Captain America can punch 20 times a minute. 

How many punches can he throw in 10 minutes?
Solution:
def solution():
    #Captain America can punch 20 times a minute
    punches_per_minute = 20
    #How many punches can he throw in 10 minutes?
    punches_in_10_minutes = punches_per_minute * 10
    #The answer is
    result = punches_in_10_minutes
    return result"
115,mathwell,mathwell_q1155,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,426.0,1199,"Batman is a superhero who fights crime in the city of Gotham. He has a utility belt with 100 gadgets. He uses 20 gadgets to fight the Joker, 15 gadgets to fight the Riddler, and 15 gadgets to fight the Penguin. How many gadgets does he have left?","def solution():
    #Batman started with 100 gadgets
    gadgets_initial = 100
    #He used 20 gadgets to fight the Joker, 15 to fight the Riddler, and 15 to fight the Penguin
    gadgets_used_joker = 20
    gadgets_used_riddler = 15
    gadgets_used_penguin = 15
    #The answer is
    result = gadgets_initial - gadgets_used_joker - gadgets_used_riddler - gadgets_used_penguin
    return result",50.0,Batman,,,"Question: Batman is a superhero who fights crime in the city of Gotham. He has a utility belt with 100 gadgets. He uses 20 gadgets to fight the Joker, 15 gadgets to fight the Riddler, and 15 gadgets to fight the Penguin. How many gadgets does he have left?
Answer: 50.0","Question: Batman is a superhero who fights crime in the city of Gotham. He has a utility belt with 100 gadgets. He uses 20 gadgets to fight the Joker, 15 gadgets to fight the Riddler, and 15 gadgets to fight the Penguin. How many gadgets does he have left?
Solution:
def solution():
    #Batman started with 100 gadgets
    gadgets_initial = 100
    #He used 20 gadgets to fight the Joker, 15 to fight the Riddler, and 15 to fight the Penguin
    gadgets_used_joker = 20
    gadgets_used_riddler = 15
    gadgets_used_penguin = 15
    #The answer is
    result = gadgets_initial - gadgets_used_joker - gadgets_used_riddler - gadgets_used_penguin
    return result"
117,mathwell,mathwell_q909,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,448.0,941,"A Minecraft player has 1000 Minecoins. He spends 200 on a new skin, 300 on a new cape, and 100 on a new world. How many Minecoins does he have left?","def solution():
    #The player started with 1000 Minecoins
    minecoins_initial = 1000
    #He spent 200 on a new skin, 300 on a new cape, and 100 on a new world
    minecoins_spent_skin = 200
    minecoins_spent_cape = 300
    minecoins_spent_world = 100
    #The answer is
    result = minecoins_initial - minecoins_spent_skin - minecoins_spent_cape - minecoins_spent_world
    return result",400.0,Minecraft,,,"Question: A Minecraft player has 1000 Minecoins. He spends 200 on a new skin, 300 on a new cape, and 100 on a new world. How many Minecoins does he have left?
Answer: 400.0","Question: A Minecraft player has 1000 Minecoins. He spends 200 on a new skin, 300 on a new cape, and 100 on a new world. How many Minecoins does he have left?
Solution:
def solution():
    #The player started with 1000 Minecoins
    minecoins_initial = 1000
    #He spent 200 on a new skin, 300 on a new cape, and 100 on a new world
    minecoins_spent_skin = 200
    minecoins_spent_cape = 300
    minecoins_spent_world = 100
    #The answer is
    result = minecoins_initial - minecoins_spent_skin - minecoins_spent_cape - minecoins_spent_world
    return result"
119,mathwell,mathwell_q552,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,455.0,566,"A soccer team has 11 players. 3 of the players are defenders, 5 of the players are midfielders, and 3 of the players are forwards. How many players are not defenders, midfielders, or forwards?","def solution():
    #The total number of players
    total_players = 11
    #The number of defenders, midfielders, and forwards
    defenders = 3
    midfielders = 5
    forwards = 3
    #The answer is
    result = total_players - defenders - midfielders - forwards
    return result",0.0,soccer,,,"Question: A soccer team has 11 players. 3 of the players are defenders, 5 of the players are midfielders, and 3 of the players are forwards. How many players are not defenders, midfielders, or forwards?
Answer: 0.0","Question: A soccer team has 11 players. 3 of the players are defenders, 5 of the players are midfielders, and 3 of the players are forwards. How many players are not defenders, midfielders, or forwards?
Solution:
def solution():
    #The total number of players
    total_players = 11
    #The number of defenders, midfielders, and forwards
    defenders = 3
    midfielders = 5
    forwards = 3
    #The answer is
    result = total_players - defenders - midfielders - forwards
    return result"
120,mathwell,mathwell_q680,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,458.0,703,"Spiderman has 100 spider webs. He uses 20 of them to catch thieves, 30 of them to swing from building to building, and the rest to make a spider web cocoon. How many spider webs does he use to make a spider web cocoon?","def solution():
    #Spiderman has 100 spider webs
    spider_webs_total = 100
    #He uses 20 of them to catch thieves
    spider_webs_thieves = 20
    #30 of them to swing from building to building
    spider_webs_swing = 30
    #The answer is
    spider_webs_cocoon = spider_webs_total - spider_webs_thieves - spider_webs_swing
    return spider_webs_cocoon",50.0,Spiderman,,,"Question: Spiderman has 100 spider webs. He uses 20 of them to catch thieves, 30 of them to swing from building to building, and the rest to make a spider web cocoon. How many spider webs does he use to make a spider web cocoon?
Answer: 50.0","Question: Spiderman has 100 spider webs. He uses 20 of them to catch thieves, 30 of them to swing from building to building, and the rest to make a spider web cocoon. How many spider webs does he use to make a spider web cocoon?
Solution:
def solution():
    #Spiderman has 100 spider webs
    spider_webs_total = 100
    #He uses 20 of them to catch thieves
    spider_webs_thieves = 20
    #30 of them to swing from building to building
    spider_webs_swing = 30
    #The answer is
    spider_webs_cocoon = spider_webs_total - spider_webs_thieves - spider_webs_swing
    return spider_webs_cocoon"
121,mathwell,mathwell_q303,1,1.0,1.0,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,460.0,308,Wonder Woman can punch 20 times a second.  How many punches can she throw in 10 minutes?,"def solution():
    #Wonder Woman can punch 20 times a second
    punches_per_second = 20
    #10 minutes is 600 seconds
    seconds = 10 * 60
    #The answer is
    result = punches_per_second * seconds
    return result",12000.0,Wonder Woman,,,"Question: Wonder Woman can punch 20 times a second.  How many punches can she throw in 10 minutes?
Answer: 12000.0","Question: Wonder Woman can punch 20 times a second.  How many punches can she throw in 10 minutes?
Solution:
def solution():
    #Wonder Woman can punch 20 times a second
    punches_per_second = 20
    #10 minutes is 600 seconds
    seconds = 10 * 60
    #The answer is
    result = punches_per_second * seconds
    return result"
122,mathwell,mathwell_q926,1,1.0,1.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,461.0,958,"LeBron James is the all-time leading scorer in the NBA. 

He has 38000 points. 

Kareem Abdul-Jabbar is in second place with 36000 points. 

How many more points does LeBron James have than Kareem Abdul-Jabbar?","def solution():
    #LeBron James has 38000 points
    lebron_points = 38000
    #Kareem Abdul-Jabbar has 36000 points
    kareem_points = 36000
    #The answer is
    result = lebron_points - kareem_points
    return result",2000.0,LeBron James,,,"Question: LeBron James is the all-time leading scorer in the NBA. 

He has 38000 points. 

Kareem Abdul-Jabbar is in second place with 36000 points. 

How many more points does LeBron James have than Kareem Abdul-Jabbar?
Answer: 2000.0","Question: LeBron James is the all-time leading scorer in the NBA. 

He has 38000 points. 

Kareem Abdul-Jabbar is in second place with 36000 points. 

How many more points does LeBron James have than Kareem Abdul-Jabbar?
Solution:
def solution():
    #LeBron James has 38000 points
    lebron_points = 38000
    #Kareem Abdul-Jabbar has 36000 points
    kareem_points = 36000
    #The answer is
    result = lebron_points - kareem_points
    return result"
123,mathwell,mathwell_q297,1,1.0,1.0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,464.0,302,"The 49ers and the Rams are playing a game of football. 

The 49ers have 11 players on the field. 

The Rams have 12 players on the field. 

How many players are on the field in total?","def solution():
    #The 49ers have 11 players on the field
    players_49ers = 11
    #The Rams have 12 players on the field
    players_rams = 12
    #The answer is
    result = players_49ers + players_rams
    return result",23.0,football,,,"Question: The 49ers and the Rams are playing a game of football. 

The 49ers have 11 players on the field. 

The Rams have 12 players on the field. 

How many players are on the field in total?
Answer: 23.0","Question: The 49ers and the Rams are playing a game of football. 

The 49ers have 11 players on the field. 

The Rams have 12 players on the field. 

How many players are on the field in total?
Solution:
def solution():
    #The 49ers have 11 players on the field
    players_49ers = 11
    #The Rams have 12 players on the field
    players_rams = 12
    #The answer is
    result = players_49ers + players_rams
    return result"
124,mathwell,mathwell_q721,1,1.0,1.0,1,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1,,,469.0,745,"Harry, Ron, and Hermione each have 3 wands. 

Neville has 2 wands. 

Luna has 1 wand. 

How many wands do they have in total?","def solution():
    #Harry, Ron, and Hermione each have 3 wands
    wands_harry_ron_hermione = 3
    #Neville has 2 wands
    wands_neville = 2
    #Luna has 1 wand
    wands_luna = 1
    #The answer is
    result = (3 * 3) + wands_neville + wands_luna
    return result",12.0,Harry Potter,,,"Question: Harry, Ron, and Hermione each have 3 wands. 

Neville has 2 wands. 

Luna has 1 wand. 

How many wands do they have in total?
Answer: 12.0","Question: Harry, Ron, and Hermione each have 3 wands. 

Neville has 2 wands. 

Luna has 1 wand. 

How many wands do they have in total?
Solution:
def solution():
    #Harry, Ron, and Hermione each have 3 wands
    wands_harry_ron_hermione = 3
    #Neville has 2 wands
    wands_neville = 2
    #Luna has 1 wand
    wands_luna = 1
    #The answer is
    result = (3 * 3) + wands_neville + wands_luna
    return result"
125,mathwell,mathwell_q1040,1,1.0,1.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,470.0,1079,A bakery baked 1200 cookies. 300 of the cookies are chocolate chip. 500 of the cookies are oatmeal raisin. 400 of the cookies are peanut butter. How many of the cookies are not peanut butter?,"def solution():
    #Total number of cookies
    total_cookies = 1200
    #Number of chocolate chip cookies
    chocolate_chip_cookies = 300
    #Number of oatmeal raisin cookies
    oatmeal_raisin_cookies = 500
    #Number of peanut butter cookies
    peanut_butter_cookies = 400
    #The answer is
    result = total_cookies - peanut_butter_cookies
    return result",800.0,cookies,,,"Question: A bakery baked 1200 cookies. 300 of the cookies are chocolate chip. 500 of the cookies are oatmeal raisin. 400 of the cookies are peanut butter. How many of the cookies are not peanut butter?
Answer: 800.0","Question: A bakery baked 1200 cookies. 300 of the cookies are chocolate chip. 500 of the cookies are oatmeal raisin. 400 of the cookies are peanut butter. How many of the cookies are not peanut butter?
Solution:
def solution():
    #Total number of cookies
    total_cookies = 1200
    #Number of chocolate chip cookies
    chocolate_chip_cookies = 300
    #Number of oatmeal raisin cookies
    oatmeal_raisin_cookies = 500
    #Number of peanut butter cookies
    peanut_butter_cookies = 400
    #The answer is
    result = total_cookies - peanut_butter_cookies
    return result"
126,mathwell,mathwell_q78,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,474.0,78,"There are 100 unicorns in a field. 

25 of them are pink. 

30 of them are purple. 

15 of them are both pink and purple. 

How many unicorns in the field are not pink or purple?","def solution():
    # total unicorns
    total_unicorns = 100
    # pink unicorns
    pink_unicorns = 25
    # purple unicorns
    purple_unicorns = 30
    # both pink and purple unicorns
    both_unicorns = 15
    # the answer is
    result = total_unicorns - pink_unicorns - purple_unicorns + both_unicorns
    return result",60.0,unicorns,,,"Question: There are 100 unicorns in a field. 

25 of them are pink. 

30 of them are purple. 

15 of them are both pink and purple. 

How many unicorns in the field are not pink or purple?
Answer: 60.0","Question: There are 100 unicorns in a field. 

25 of them are pink. 

30 of them are purple. 

15 of them are both pink and purple. 

How many unicorns in the field are not pink or purple?
Solution:
def solution():
    # total unicorns
    total_unicorns = 100
    # pink unicorns
    pink_unicorns = 25
    # purple unicorns
    purple_unicorns = 30
    # both pink and purple unicorns
    both_unicorns = 15
    # the answer is
    result = total_unicorns - pink_unicorns - purple_unicorns + both_unicorns
    return result"
127,mathwell,mathwell_q175,1,1.0,1.0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,482.0,176,The 49ers have 11 players on the field. The Chiefs have 12 players on the field. How many total players are on the field?,"def solution():
    #49ers have 11 players on the field
    players_49ers = 11
    #Chiefs have 12 players on the field
    players_chiefs = 12
    #The answer is
    result = players_49ers + players_chiefs
    return result",23.0,football,,,"Question: The 49ers have 11 players on the field. The Chiefs have 12 players on the field. How many total players are on the field?
Answer: 23.0","Question: The 49ers have 11 players on the field. The Chiefs have 12 players on the field. How many total players are on the field?
Solution:
def solution():
    #49ers have 11 players on the field
    players_49ers = 11
    #Chiefs have 12 players on the field
    players_chiefs = 12
    #The answer is
    result = players_49ers + players_chiefs
    return result"
128,mathwell,mathwell_q828,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,483.0,855,"Wonder Woman has 1000 lassos. 200 of the lassos are made of gold, 300 of the lassos are made of silver, and the rest are made of rope. How many lassos are made of rope?","def solution():
    #Wonder Woman has 1000 lassos
    lassos_total = 1000
    #200 of the lassos are made of gold
    lassos_gold = 200
    #300 of the lassos are made of silver
    lassos_silver = 300
    #The answer is
    lassos_rope = lassos_total - lassos_gold - lassos_silver
    return lassos_rope",500.0,Wonder Woman,,,"Question: Wonder Woman has 1000 lassos. 200 of the lassos are made of gold, 300 of the lassos are made of silver, and the rest are made of rope. How many lassos are made of rope?
Answer: 500.0","Question: Wonder Woman has 1000 lassos. 200 of the lassos are made of gold, 300 of the lassos are made of silver, and the rest are made of rope. How many lassos are made of rope?
Solution:
def solution():
    #Wonder Woman has 1000 lassos
    lassos_total = 1000
    #200 of the lassos are made of gold
    lassos_gold = 200
    #300 of the lassos are made of silver
    lassos_silver = 300
    #The answer is
    lassos_rope = lassos_total - lassos_gold - lassos_silver
    return lassos_rope"
129,mathwell,mathwell_q925,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,487.0,957,"A volleyball team has 12 players. 
3 of them are setters, 
4 of them are middle blockers, 
3 of them are outside hitters, 
and the rest are liberos. 
How many liberos are there?","def solution():
    #Total players
    total_players = 12
    #Setters
    setters = 3
    #Middle blockers
    middle_blockers = 4
    #Outside hitters
    outside_hitters = 3
    #Liberos
    liberos = total_players - setters - middle_blockers - outside_hitters
    return liberos",2.0,volleyball,,,"Question: A volleyball team has 12 players. 
3 of them are setters, 
4 of them are middle blockers, 
3 of them are outside hitters, 
and the rest are liberos. 
How many liberos are there?
Answer: 2.0","Question: A volleyball team has 12 players. 
3 of them are setters, 
4 of them are middle blockers, 
3 of them are outside hitters, 
and the rest are liberos. 
How many liberos are there?
Solution:
def solution():
    #Total players
    total_players = 12
    #Setters
    setters = 3
    #Middle blockers
    middle_blockers = 4
    #Outside hitters
    outside_hitters = 3
    #Liberos
    liberos = total_players - setters - middle_blockers - outside_hitters
    return liberos"
130,mathwell,mathwell_q862,1,1.0,1.0,1,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1,,,489.0,890,Captain Marvel has 1000 photon blasts. She uses 200 photon blasts to fight the Skrulls. She then uses 3/4 of the remaining photon blasts to fight the Kree. How many photon blasts does she have left?,"def solution():
    #Captain Marvel started with 1000 photon blasts
    photon_blasts_initial = 1000
    #She used 200 to fight the Skrulls
    photon_blasts_skrulls = 200
    #She used 3/4 of the remaining photon blasts to fight the Kree
    photon_blasts_kree = 3/4 * (photon_blasts_initial - photon_blasts_skrulls)
    #The answer is
    result = photon_blasts_initial - photon_blasts_skrulls - photon_blasts_kree
    return result",200.0,Captain Marvel,,,"Question: Captain Marvel has 1000 photon blasts. She uses 200 photon blasts to fight the Skrulls. She then uses 3/4 of the remaining photon blasts to fight the Kree. How many photon blasts does she have left?
Answer: 200.0","Question: Captain Marvel has 1000 photon blasts. She uses 200 photon blasts to fight the Skrulls. She then uses 3/4 of the remaining photon blasts to fight the Kree. How many photon blasts does she have left?
Solution:
def solution():
    #Captain Marvel started with 1000 photon blasts
    photon_blasts_initial = 1000
    #She used 200 to fight the Skrulls
    photon_blasts_skrulls = 200
    #She used 3/4 of the remaining photon blasts to fight the Kree
    photon_blasts_kree = 3/4 * (photon_blasts_initial - photon_blasts_skrulls)
    #The answer is
    result = photon_blasts_initial - photon_blasts_skrulls - photon_blasts_kree
    return result"
132,mathwell,mathwell_q377,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,501.0,383,"Barbie has 1000 dollars. She spends 200 dollars on a new car, 300 dollars on a new house, and 100 dollars on a new wardrobe. How much money does she have left?","def solution():
    #Barbie has 1000 dollars
    money_initial = 1000
    #She spends 200 dollars on a new car
    car_cost = 200
    #300 dollars on a new house
    house_cost = 300
    #and 100 dollars on a new wardrobe
    wardrobe_cost = 100
    #The answer is
    result = money_initial - car_cost - house_cost - wardrobe_cost
    return result",400.0,Barbie,,,"Question: Barbie has 1000 dollars. She spends 200 dollars on a new car, 300 dollars on a new house, and 100 dollars on a new wardrobe. How much money does she have left?
Answer: 400.0","Question: Barbie has 1000 dollars. She spends 200 dollars on a new car, 300 dollars on a new house, and 100 dollars on a new wardrobe. How much money does she have left?
Solution:
def solution():
    #Barbie has 1000 dollars
    money_initial = 1000
    #She spends 200 dollars on a new car
    car_cost = 200
    #300 dollars on a new house
    house_cost = 300
    #and 100 dollars on a new wardrobe
    wardrobe_cost = 100
    #The answer is
    result = money_initial - car_cost - house_cost - wardrobe_cost
    return result"
133,mathwell,mathwell_q986,1,1.0,1.0,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,507.0,1020,"Iron Man has 10000 armor plates. 
He has 2000 more armor plates than War Machine. 
How many armor plates does War Machine have?","def solution():
    #Iron Man has 10000 armor plates
    iron_man_armor_plates = 10000
    #He has 2000 more armor plates than War Machine
    war_machine_armor_plates = iron_man_armor_plates - 2000
    #The answer is
    result = war_machine_armor_plates
    return result",8000.0,Iron Man,,,"Question: Iron Man has 10000 armor plates. 
He has 2000 more armor plates than War Machine. 
How many armor plates does War Machine have?
Answer: 8000.0","Question: Iron Man has 10000 armor plates. 
He has 2000 more armor plates than War Machine. 
How many armor plates does War Machine have?
Solution:
def solution():
    #Iron Man has 10000 armor plates
    iron_man_armor_plates = 10000
    #He has 2000 more armor plates than War Machine
    war_machine_armor_plates = iron_man_armor_plates - 2000
    #The answer is
    result = war_machine_armor_plates
    return result"
134,mathwell,mathwell_q344,1,1.0,1.0,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,513.0,349,A swimmer is in a 12-hour swimathon. She swims 20 laps per hour. How many laps does she swim in total?,"def solution():
    #The swimmer swims 20 laps per hour
    laps_per_hour = 20
    #The swimathon is 12 hours long
    hours = 12
    #The answer is
    result = laps_per_hour * hours
    return result",240.0,swimming,,,"Question: A swimmer is in a 12-hour swimathon. She swims 20 laps per hour. How many laps does she swim in total?
Answer: 240.0","Question: A swimmer is in a 12-hour swimathon. She swims 20 laps per hour. How many laps does she swim in total?
Solution:
def solution():
    #The swimmer swims 20 laps per hour
    laps_per_hour = 20
    #The swimathon is 12 hours long
    hours = 12
    #The answer is
    result = laps_per_hour * hours
    return result"
135,mathwell,mathwell_q1151,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,516.0,1195,"The New England Patriots have 500 rushing yards. 200 of them are from the first quarter, 150 of them are from the second quarter, and the rest are from the third quarter. How many rushing yards do they have in the third quarter?","def solution():
    #The New England Patriots have 500 rushing yards
    total_rushing_yards = 500
    #200 of them are from the first quarter
    first_quarter_yards = 200
    #150 of them are from the second quarter
    second_quarter_yards = 150
    #The rest are from the third quarter. The answer is
    third_quarter_yards = total_rushing_yards - first_quarter_yards - second_quarter_yards
    return third_quarter_yards",150.0,football,,,"Question: The New England Patriots have 500 rushing yards. 200 of them are from the first quarter, 150 of them are from the second quarter, and the rest are from the third quarter. How many rushing yards do they have in the third quarter?
Answer: 150.0","Question: The New England Patriots have 500 rushing yards. 200 of them are from the first quarter, 150 of them are from the second quarter, and the rest are from the third quarter. How many rushing yards do they have in the third quarter?
Solution:
def solution():
    #The New England Patriots have 500 rushing yards
    total_rushing_yards = 500
    #200 of them are from the first quarter
    first_quarter_yards = 200
    #150 of them are from the second quarter
    second_quarter_yards = 150
    #The rest are from the third quarter. The answer is
    third_quarter_yards = total_rushing_yards - first_quarter_yards - second_quarter_yards
    return third_quarter_yards"
136,mathwell,mathwell_q598,1,1.0,1.0,1,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,,,519.0,619,"12 cats are at a cat convention. 4 of them are Siamese, 3 of them are Persian, and the rest are Maine Coon. How many Maine Coon cats are there?","def solution():
    #Total cats
    total_cats = 12
    #Siamese cats
    siamese_cats = 4
    #Persian cats
    persian_cats = 3
    #Maine Coon cats are
    maine_coon_cats = total_cats - siamese_cats - persian_cats
    return maine_coon_cats",5.0,cats,,,"Question: 12 cats are at a cat convention. 4 of them are Siamese, 3 of them are Persian, and the rest are Maine Coon. How many Maine Coon cats are there?
Answer: 5.0","Question: 12 cats are at a cat convention. 4 of them are Siamese, 3 of them are Persian, and the rest are Maine Coon. How many Maine Coon cats are there?
Solution:
def solution():
    #Total cats
    total_cats = 12
    #Siamese cats
    siamese_cats = 4
    #Persian cats
    persian_cats = 3
    #Maine Coon cats are
    maine_coon_cats = total_cats - siamese_cats - persian_cats
    return maine_coon_cats"
