,0,operation,success
96,"### Response: 
Question: 
Black Panther is the king of Wakanda, a fictional country in Africa. 
He has 1000 warriors and he needs to divide them into 50-man squads. 
How many squads does he have?

Solution:
def solution():
    # number of warriors
    warriors = 1000
    # number of warriors in a squad
    warriors_in_squad = 50
    # number of squads
    squads = warriors // warriors_in_squad
    return squads",division,1
97,"### Response: 
Question:
A candy store has 1200 lollipops. 200 lollipops are in the shape of a heart, 400 are in the shape of a star, and the rest are in the shape of a circle. How many lollipops are in the shape of a circle?
Solution:
def solution():
    # total lollipops
    total_lollipops = 1200
    # lollipops in the shape of a heart
    heart_lollipops = 200
    # lollipops in the shape of a star
    star_lollipops = 400
    # lollipops in the shape of a circle
    circle_lollipops = total_lollipops - heart_lollipops - star_lollipops
    return circle",division,0
98,"### Response: 
Question: A field hockey team has 22 players. The coach wants to divide the team equally into two groups for practice games. How many players will be in each group?
Solution:
def solution():
    #The total number of players
    total_players = 22
    #Divide the total number of players into two groups
    group_size = total_players / 2
    #The answer is
    result = group_size
    return result",division,1
99,"### Response: 
Question: Hello Kitty has 120 pencils. She lends 20 pencils to her friend. She then lends 30 pencils to another friend. How many pencils does she have left?

Solution:
def solution():
    # Hello Kitty has 120 pencils
    pencils_total = 120
    # She lends 20 pencils to her friend
    lends_1 = 20
    # She then lends 30 pencils to another friend
    lends_2 = 30
    # The answer is
    result = pencils_total - lends_1 - lends_2
    return result",division,0
0,"### Response: 

Question: A T-Rex weighs 6 tons. 500 T-Rexes roam the earth. How many tons do all the T-Rexes weigh?
Solution:
def solution():
    # A T-Rex weighs 6 tons
    weight_of_one_t_rex = 6
    # 500 T-Rexes roam the earth
    number_of_t_rexes = 500
    # The answer is
    result = weight_of_one_t_rex * number_of_t_rexes
    return result",multiplication,1
1,"### Response: 

Question: A swimmer can swim 20 laps per hour. 
If she swims 3 hours a day, 5 days a week, how many laps does she swim in 4 weeks?
Solution:
def solution():
    #A swimmer can swim 20 laps per hour
    laps_per_hour = 20
    #If she swims 3 hours a day, 5 days a week
    hours_per_day = 3
    days_per_week = 5
    #How many laps does she swim in 4 weeks?
    weeks = 4
    #The answer is
    result = laps_per_hour * hours_per_day * days_per_week * weeks
    return result",multiplication,1
2,"### Response: 
Question: Hello Kitty has 500 pencils. She has 200 more pencils in her pencil case. How many pencils does she have in total?
Solution:
def solution():
    #Hello Kitty has 500 pencils
    pencils = 500
    #She has 200 more pencils in her pencil case
    more_pencils = 200
    #The answer is
    result = pencils + more_pencils
    return result",multiplication,0
3,"### Response: 
Question: A lacrosse team has 12 players. Each player has 3 sticks. How many sticks does the team have in total?
Solution:
def solution():
    # A lacrosse team has 12 players
    number_of_players = 12
    # Each player has 3 sticks
    number_of_sticks_per_player = 3
    # The answer is
    result = number_of_players * number_of_sticks_per_player
    return result",multiplication,1
4,"### Response: 
Question: Captain Marvel can punch 100 times per minute. 
If she punches for 10 minutes, how many punches has she thrown?

Solution:
def solution():
    #Captain Marvel can punch 100 times per minute
    punches_per_minute = 100
    #She punches for 10 minutes
    minutes = 10
    #The answer is
    result = punches_per_minute * minutes
    return result",multiplication,1
5,"### Response: 
Question: 

A baker bakes 1000 cookies. 

He sells 900 of them and eats 100 of them. 

How many cookies does he have left?
Solution:
def solution():
    #A baker bakes 1000 cookies
    baked_cookies = 1000
    #He sells 900 of them
    sold_cookies = 900
    #He eats 100 of them
    eaten_cookies = 100
    #How many cookies does he have left?
    remaining_cookies = baked_cookies - sold_cookies - eaten_cookies
    #The answer is
    result = remaining_cookies
    return result",multiplication,0
6,"### Response: 
Question: A train is 250 meters long. 1000 such trains are parked in a train yard. How long is the train yard in meters?
Solution:
def solution():
    # A train is 250 meters long
    train_length = 250
    # 1000 such trains are parked in a train yard
    number_of_trains = 1000
    # The train yard is
    train_yard_length = train_length * number_of_trains
    return train_yard_length",multiplication,1
7,"### Response: 
Question:
In the Harry Potter series, a wizard can cast a spell by waving their wand and saying a magic word. 
If a wizard can cast 10 spells per day, and there are 700 wizards in the wizarding world, how many spells are cast in a day?
Solution:
def solution():
    # A wizard can cast 10 spells per day
    spells_per_wizard = 10
    # There are 700 wizards in the wizarding world
    wizards = 700
    # The answer is
    result = spells_per_wizard * wizards
    return result",multiplication,1
8,"### Response: 

Question: A T-Rex has 50 teeth. 

If each tooth is 10 inches long, 

how many inches of teeth does a T-Rex have in total?

Solution:
def solution():
    #A T-Rex has 50 teeth
    teeth = 50
    #Each tooth is 10 inches long
    tooth_length = 10
    #The total length of teeth is
    result = teeth * tooth_length
    return result",multiplication,1
9,"### Response: 
Question: 
Black Panther is the king of Wakanda, a technologically advanced African nation. He is the protector of the nation and its people. 

Wakanda has a population of 10 million people. 20% of the population are children. 

How many children are there in Wakanda?
Solution:
def solution():
    # total population of Wakanda
    total_population = 10000000
    # percentage of children in the population
    percent_children = 0.2
    # the number of children in Wakanda is
    children = total_population * percent_children
    return children",multiplication,0
10,"### Response: 
Question: Taylor Swift has 3 cats. 

Each of her cats has 4 paws. 

How many paws does Taylor Swift have?
Solution:
def solution():
    # Taylor Swift has 3 cats
    cats = 3
    # Each of her cats has 4 paws
    paws_per_cat = 4
    # The answer is
    result = cats * paws_per_cat
    return result",multiplication,1
11,"### Response: 
Question: Thor's hammer, Mjolnir, is 1000 pounds. He can lift it 1000 times. How many tons of weight has Thor lifted?
Solution:
def solution():
    #Mjolnir weighs 1000 pounds
    weight_of_mjolnir = 1000
    #1000 pounds is 0.5 tons
    weight_of_mjolnir_in_tons = weight_of_mjolnir / 2000
    #Thor can lift it 1000 times
    times_lifted = 1000
    #The answer is
    result = weight_of_mjolnir_in_tons * times_lifted
    return result",multiplication,0
12,"### Response: 

Question: 

A 3-scoop ice cream cone has 100 calories. 

How many calories are in 2 3-scoop ice cream cones?
Solution:
def solution():
    #1 3-scoop ice cream cone has 100 calories
    calories_per_cone = 100
    #2 3-scoop ice cream cones have
    result = 2 * calories_per_cone
    return result",multiplication,1
13,"### Response: 
Question: 
A train has 12 cars. 
Each car has 30 seats. 
How many seats are on the train?
Solution:
def solution():
    # A train has 12 cars
    cars = 12
    # Each car has 30 seats
    seats_per_car = 30
    # The answer is
    result = cars * seats_per_car
    return result",multiplication,1
14,"### Response: 

Question: A swimmer can swim 1000 meters in 10 minutes. How many meters can they swim in 1 hour?
Solution:
def solution():
    #A swimmer can swim 1000 meters in 10 minutes
    meters_per_10_minutes = 1000
    #1 hour is 60 minutes
    minutes_per_hour = 60
    #The answer is
    result = meters_per_10_minutes * (minutes_per_hour / 10)
    return result",multiplication,0
15,"### Response: 
Question: 
Captain Marvel is in a battle with a villain. 
She punches the villain 100 times and each punch has a force of 2000 pounds. 
How much force does she exert on the villain?
Solution:
def solution():
    #Captain Marvel punches the villain 100 times
    punches = 100
    #Each punch has a force of 2000 pounds
    force_per_punch = 2000
    #The total force is punches times force per punch
    total_force = punches * force_per_punch
    return total_force",multiplication,1
16,"### Response: 
Question: 
A volleyball team is 6 players. 
Each player on the team is 6 feet tall. 
How many feet is the entire team?
Solution:
def solution():
    #A volleyball team is 6 players
    players = 6
    #Each player on the team is 6 feet tall
    feet_per_player = 6
    #The answer is
    result = players * feet_per_player
    return result",multiplication,1
17,"### Response: 

Question:
Captain Marvel is a superhero who can fly at the speed of light. 

She is 500,000 miles away from Earth. 

Light travels at a speed of 186,000 miles per second. 

How many seconds does it take for Captain Marvel to fly to Earth?

Solution:
def solution():
    # Captain Marvel is 500,000 miles away from Earth
    distance = 500000
    # Light travels at a speed of 186,000 miles per second
    speed_of_light = 186000
    # The answer is
    result = distance / speed_of_light
    return result",multiplication,0
18,"### Response: 
Question: Patrick Mahomes can throw a football 400 feet. How many miles can he throw a football if a mile is 5280 feet?
Solution:
def solution():
    #Patrick Mahomes can throw a football 400 feet
    feet_thrown = 400
    #A mile is 5280 feet
    miles_5280_feet = 5280
    #The answer is
    result = feet_thrown / miles_5280_feet
    return result
print(solution())",multiplication,0
19,"### Response: 

Question: A train is 200 meters long. It is traveling at a speed of 100 meters per second. How long does it take for the train to pass a 500-meter-long platform?

Solution:
def solution():
    # The train is 200 meters long
    train_length = 200
    # It is traveling at a speed of 100 meters per second
    train_speed = 100
    # The platform is 500 meters long
    platform_length = 500
    # The answer is
    result = (train_length + platform_length) / train_speed
    return result",multiplication,0
20,"### Response: 
Question: A lacrosse team is preparing for a tournament and decides to order new lacrosse balls. If each game uses 12 balls and they anticipate playing 7 games, how many balls will they need in total?
Solution:
def solution():
    # Number of games the lacrosse team will play
    games = 7
    # Number of balls used in each game
    balls_per_game = 12
    # The total number of balls needed is the product of games and balls_per_game
    result = games * balls_per_game
    return result",multiplication,1
21,"### Response: 
Question: 
There are 4 Ninja Turtles. 
Each Ninja Turtle has 3 pizzas. 
How many pizzas do the Ninja Turtles have in total?

Solution:
def solution():
    # number of Ninja Turtles
    turtles = 4
    # number of pizzas per turtle
    pizzas_per_turtle = 3
    # total number of pizzas
    total_pizzas = turtles * pizzas_per_turtle
    return total_pizzas

# Call the function and print the result
print(solution())",multiplication,1
22,"### Response: 

Question:

A dog has 4 paws. 

100 dogs are in a kennel. 

How many paws are in the kennel?

Solution:

def solution():
    # 1 dog has 4 paws
    paws_per_dog = 4
    # 100 dogs are in a kennel
    dogs = 100
    # The answer is
    result = paws_per_dog * dogs
    return result",multiplication,1
23,"### Response: 

Question: A unicorn herd has 100 unicorns. 

Each unicorn has 2 horns. 

How many unicorn horns are there?
Solution:
def solution():

    # number of unicorns in the herd

    unicorns = 100

    # each unicorn has 2 horns

    horns_per_unicorn = 2

    # the answer is

    total_horns = unicorns * horns_per_unicorn

    return total_horns",multiplication,1
24,"### Response: 

Question: 

Black Panther is the protector of Wakanda. 

He has 1000 vibranium-powered suits. 

Each suit has 100 vibranium-powered darts. 

How many vibranium-powered darts does Black Panther have?

Solution:
def solution():

    # number of suits

    suits = 1000

    # number of darts per suit

    darts = 100

    # number of darts in total

    total_darts = suits * darts

    # the answer

    return total_darts",multiplication,1
25,"### Response: 
Question: 5 unicorns ate 32 apples. How many apples did the unicorns eat in total?
Solution:
def solution():
    # number of unicorns
    unicorns = 5
    # number of apples per unicorn
    apples_per_unicorn = 32
    # calculate total apples
    total_apples = unicorns * apples_per_unicorn
    return total_apples",multiplication,1
26,"### Response: 
Question: A Minecraft world is 256 blocks wide, 256 blocks long, and 256 blocks high. How many blocks are in the world?
Solution:
def solution():
    #A Minecraft world is 256 blocks wide, 256 blocks long, and 256 blocks high
    blocks_wide = 256
    blocks_long = 256
    blocks_high = 256
    #The answer is
    result = blocks_wide * blocks_long * blocks_high
    return result",multiplication,1
27,"### Response: 
Spiderman has 4 web-shooters, and each web-shooter has 3 webs. How many webs does Spiderman have in total?

Solution:
def solution():
    #Spiderman has 4 web-shooters
    web_shooters = 4
    #Each web-shooter has 3 webs
    webs_per_shooter = 3
    #The total number of webs Spiderman has is
    result = web_shooters * webs_per_shooter
    return result",multiplication,1
28,"### Response: 
Question: 
Harry Potter can cast 10 spells a day. 
He is in school for 5 days a week. 
How many spells can he cast in 4 weeks?

Solution:
def solution():
    #Harry Potter can cast 10 spells a day
    spells_per_day = 10
    #He is in school for 5 days a week
    days_per_week = 5
    #4 weeks is 28 days
    weeks = 4 * 7
    #The answer is
    result = spells_per_day * days_per_week * weeks
    return result",multiplication,1
29,"### Response: 
Question: 
100 Fortnite players are in a match. 
Each player has 100 health points. 
A headshot deals 25 damage. 
How many headshots are needed, on average, to defeat all the players in the match?

Solution:
def solution():
    # number of players
    players = 100
    # health per player
    health_per_player = 100
    # damage per headshot
    damage_per_headshot = 25
    # total damage needed
    total_damage = players * health_per_player
    # number of headshots needed
    headshots_needed = total_damage / damage_per_headshot
    return headshots_needed",multiplication,0
30,"### Response: 
Question: Captain Marvel can punch 1000 times in 10 seconds. How many punches can she throw in 30 seconds?
Solution:
def solution():
    #Captain Marvel can punch 1000 times in 10 seconds
    punches_per_10_seconds = 1000
    #How many punches can she throw in 30 seconds?
    punches_per_30_seconds = punches_per_10_seconds * 3
    #The answer is
    result = punches_per_30_seconds
    return result",multiplication,1
31,"### Response: 
Question: Taylor Swift has 5000 fans. 1000 of them are in the general admission section, 2000 of them are in the seated section, and the rest are in the VIP section. How many of her fans are in the VIP section?
Solution:
def solution():
    #Taylor Swift has 5000 fans
    total_fans = 5000
    #1000 of them are in the general admission section
    general_admission_fans = 1000
    #2000 of them are in the seated section
    seated_fans = 2000
    #The rest are in the VIP section. The answer is
    vip_fans = total_fans - general_admission_fans - seated_fans
    return",multiplication,0
32,"### Response: 

Question:

Naruto has 500 ramen noodles. 

He eats 100 ramen noodles a day. 

How many days does it take for him to eat all of the ramen noodles?

Solution:
def solution():
    # Naruto has 500 ramen noodles
    ramen_noodles = 500
    # He eats 100 ramen noodles a day
    noodles_per_day = 100
    # The answer is
    result = ramen_noodles / noodles_per_day
    return result",multiplication,0
33,"### Response: 
Question: 3 scoops of ice cream cost $4. 
How much does 6 scoops of ice cream cost?
Solution:
def solution():
    #3 scoops of ice cream cost $4
    cost_per_scoop = 4 / 3
    #6 scoops of ice cream will cost
    result = cost_per_scoop * 6
    return result",multiplication,0
34,"### Response: 
Question: Steph Curry, the NBA player, is known for his 3-point shots. 

He makes 4 3-point shots per game. 

If he plays in 80 games in a season, how many 3-point shots does he make?
Solution:
def solution():
    # number of 3-point shots Steph Curry makes per game
    shots_per_game = 4
    # number of games in a season
    games = 80
    # total number of 3-point shots in a season is the product of shots per game and games
    total_shots = shots_per_game * games
    return total_shots",multiplication,1
35,"### Response: 
Question: 
Harry Potter can cast 2 spells per minute. 
He can cast 5 spells per day. 
How many spells can he cast in 30 days?
Solution:
def solution():
    #Harry Potter can cast 2 spells per minute
    spells_per_minute = 2
    #He can cast 5 spells per day
    spells_per_day = 5
    #There are 30 days in a month
    days = 30
    #The answer is
    result = spells_per_minute * spells_per_day * days
    return result",multiplication,1
36,"### Response: 
Question: Captain America has 60 shields. Each shield has 5 stars on it. How many stars are there in total?
Solution:
def solution():
    #Captain America has 60 shields
    shields_total = 60
    #Each shield has 5 stars on it
    stars_per_shield = 5
    #The answer is
    result = shields_total * stars_per_shield
    return result",multiplication,1
37,"### Response: 
Question: 
Harry Potter is in a duel with Voldemort. 

Voldemort casts 10 spells per minute. 

The duel lasts for 10 minutes. 

How many spells does Voldemort cast in total?
Solution:
def solution():
    #Voldemort casts 10 spells per minute
    spells_per_minute = 10
    #The duel lasts for 10 minutes
    minutes = 10
    #The total number of spells Voldemort casts is
    result = spells_per_minute * minutes
    return result",multiplication,1
38,"### Response: 
Question: Iron Man has 6 suits. Each suit has 12 repulsors. How many repulsors does Iron Man have in total?
Solution:
def solution():
    #Iron Man has 6 suits
    suits = 6
    #Each suit has 12 repulsors
    repulsors_per_suit = 12
    #The answer is
    result = suits * repulsors_per_suit
    return result",multiplication,1
39,"### Response: 
Question: 
The cheer leading squad has 20 members. They are all wearing 2 bows. How many bows are the cheerleaders wearing in total?

Solution:
def solution():
    # The cheer leading squad has 20 members
    number_of_members = 20
    # Each member is wearing 2 bows
    bows_per_member = 2
    # The answer is
    result = number_of_members * bows_per_member
    return result",multiplication,1
40,"### Response: 
Question: Wonder Woman can lasso 12 bad guys at a time. 
She can do this 3 times per day. 
How many bad guys can she lasso in 5 days?
Solution:
def solution():
    #Wonder Woman can lasso 12 bad guys at a time
    bad_guys_at_a_time = 12
    #She can do this 3 times a day
    times_a_day = 3
    #For 5 days
    days = 5
    #The answer is
    result = bad_guys_at_a_time * times_a_day * days
    return result",multiplication,1
41,"### Response: 
Question: The cheerleading squad has 20 members. They are practicing a stunt where each member of the squad will throw 3 of their 5 pom-poms in the air at the same time. How many pom-poms will be in the air at once?
Solution:
def solution():
    # number of cheerleaders
    cheerleaders = 20
    # each cheerleader has 5 pom-poms
    pom_poms_per_cheerleader = 5
    # each cheerleader will throw 3 of their pom-poms in the air
    pom_poms_thrown_per_cheerleader = 3
    # the answer is
    result = cheerleaders * pom_poms_thrown_per_cheerleader * pom_poms_per_cheerleader
    return result",multiplication,1
42,"### Response: 
Question: T'Challa can punch 20 times a second. 
He punched for 5 seconds. 
How many punches did he throw?
Solution:
def solution():
    #T'Challa can punch 20 times a second
    punches_per_second = 20
    #He punched for 5 seconds
    seconds = 5
    #The answer is
    result = punches_per_second * seconds
    return result",multiplication,1
43,"### Response: 

Question: A T-Rex is 20 feet long, 12 feet tall, and 6 feet wide. 

If 20 T-Rexes are lined up in a row, how many cubic feet do they take up?
Solution:
def solution():
    #A T-Rex is 20 feet long, 12 feet tall, and 6 feet wide
    length = 20
    height = 12
    width = 6
    #20 T-Rexes are lined up in a row
    t_rexes = 20
    #The answer is
    result = t_rexes * length * height * width
    return result",multiplication,1
44,"### Response: 

Question: 

A basketball team has 12 players. 

Each player has 3 jerseys. 

How many jerseys does the team have in total?
Solution:
def solution():
    #The team has 12 players
    players = 12
    #Each player has 3 jerseys
    jerseys_per_player = 3
    #The answer is
    result = players * jerseys_per_player
    return result",multiplication,1
45,"### Response: 
Question: A 747 airplane can hold 500 passengers. 
If 10 747s are flying to a destination, how many passengers are on the planes?
Solution:
def solution():
    # A 747 airplane can hold 500 passengers
    passengers_per_plane = 500
    # 10 747s are flying to a destination
    total_planes = 10
    # The total number of passengers is
    total_passengers = passengers_per_plane * total_planes
    return total_passengers",multiplication,1
46,"### Response: 
Question: A unicorn can heal 5 wounds with its horn. A unicorn is healing 3 wounds on 5 different people. How many wounds has the unicorn healed in total?
Solution:
def solution():
    #A unicorn can heal 5 wounds with its horn
    wounds_per_unicorn = 5
    #A unicorn is healing 3 wounds on 5 different people
    wounds_per_person = 3
    #The answer is
    result = wounds_per_unicorn * wounds_per_person
    return result",multiplication,1
47,"### Response: 
Question: A candy store has 12 bags of candy. 

Each bag has 400 candies. 

How many candies does the store have in total?
Solution:
def solution():
    #The candy store has 12 bags
    bags = 12
    #Each bag has 400 candies
    candies_per_bag = 400
    #The answer is
    result = bags * candies_per_bag
    return result",multiplication,1
48,"### Response: 

Question: Steph Curry, the NBA superstar, is the best 3-point shooter of all time. He has made 2,977 3-pointers in his career. 3-pointers are worth 3 points. How many points has Steph Curry scored from 3-pointers in his career?

Solution:
def solution():
    #Steph Curry has made 2,977 3-pointers in his career
    three_pointers_made = 2977
    #3-pointers are worth 3 points
    points_per_three_pointer = 3
    #The answer is
    result = three_pointers_made * points_per_three_pointer
    return result

# Call the function and print the result
print(solution())",multiplication,1
49,"### Response: 

Question:

A basketball team has 12 players. 

Each player has 5 jerseys. 

How many jerseys does the team have in total?

Solution:

def solution():
    #A basketball team has 12 players
    players = 12
    #Each player has 5 jerseys
    jerseys_per_player = 5
    #The answer is
    result = players * jerseys_per_player
    return result",multiplication,1
50,"### Response: 
Question: Taylor Swift has 200 cats. 

Each cat has 4 paws. 

How many paws does she have in total?
Solution:
def solution():
    #Taylor Swift has 200 cats
    cats = 200
    #Each cat has 4 paws
    paws_per_cat = 4
    #The answer is
    result = cats * paws_per_cat
    return result",multiplication,1
51,"### Response: 
Question:
300 cars are in a parking lot. 
Each car has 5 tires. 
How many tires are in the parking lot?
Solution:
def solution():
    #300 cars are in a parking lot
    cars = 300
    #Each car has 5 tires
    tires_per_car = 5
    #How many tires are in the parking lot?
    tires = cars * tires_per_car
    return tires",multiplication,1
52,"### Response: 
Question: 
The New England Patriots are a football team. 

They have 32 players on their roster. 

Each player has 2.5 endorsements. 

How many endorsements does the team have in total?

Solution:
def solution():
    # number of players
    players = 32
    # each player has this many endorsements
    endorsements_per_player = 2.5
    # the answer is
    result = players * endorsements_per_player
    return result",multiplication,0
53,"### Response: 
Question: Wonder Woman has 4 lassos. Each lasso has 10 meters of rope. 
How many meters of rope does Wonder Woman have in total?

Solution:
def solution():
    # Wonder Woman has 4 lassos
    lassos = 4
    # Each lasso has 10 meters of rope
    meters_per_lasso = 10
    # The answer is
    result = lassos * meters_per_lasso
    return result",multiplication,1
54,"### Response: 
Question: Super Mario can stomp 10 Goombas per minute.  How many Goombas can he stomp in 20 minutes?

Solution:
def solution():
    # Super Mario can stomp 10 Goombas per minute
    goombas_per_minute = 10
    # 20 minutes is 20 * 60 = 1200 seconds
    seconds = 20 * 60
    # The answer is
    result = goombas_per_minute * seconds
    return result

print(solution())",multiplication,1
55,"### Response: 

Question: 

There are 100 dogs at the dog park. 20% of the dogs are dachshunds. 

How many dachshunds are at the dog park?
Solution:
def solution():
    # total number of dogs
    total_dogs = 100
    # percentage of dachshunds
    percent_dachshunds = 20
    # calculate the number of dachshunds
    dachshunds = (total_dogs * (percent_dachshunds / 100))
    return dachshunds
print(solution())",multiplication,0
56,"### Response: 
Question: 3 scoops of ice cream cost $4. 
How much does 12 scoops of ice cream cost?
Solution:
def solution():
    # 3 scoops of ice cream cost $4
    cost_per_scoop = 4 / 3
    # 12 scoops of ice cream cost
    result = cost_per_scoop * 12
    return result",multiplication,0
57,"### Response: 
Question: 
A volleyball team has 12 players. 
Each player has 4 kneepads. 
How many kneepads does the team have in total?

Solution:
def solution():
    #The team has 12 players
    players = 12
    #Each player has 4 kneepads
    kneepads_per_player = 4
    #The answer is
    result = players * kneepads_per_player
    return result",multiplication,1
58,"### Response: 
Question: A cheerleading squad has 20 members. They are practicing a new routine that involves 5 flips per member. How many flips will the squad do in total?
Solution:
def solution():
    #A cheerleading squad has 20 members
    members = 20
    #They are practicing a new routine that involves 5 flips per member
    flips_per_member = 5
    #The total number of flips is
    total_flips = members * flips_per_member
    return total_flips",multiplication,1
59,"### Response: 
Question: LeBron James is the all-time leading scorer in the NBA. He has 38,387 points. He has 20,000 more points than the 2nd all-time leading scorer. How many points does the 2nd all-time leading scorer have?
Solution:
def solution():
    # LeBron James has 38,387 points
    lebron_points = 38387
    # He has 20,000 more points than the 2nd all-time leading scorer
    second_player_points = lebron_points - 20000
    # The answer is
    result = second_player_points
    return result",multiplication,0
60,"### Response: 
Question: 10 unicorns ate 500 apples. 5 unicorns ate 200 apples. How many apples did the unicorns eat in total?
Solution:
def solution():
    #10 unicorns ate 500 apples
    unicorns_1 = 10
    apples_1 = 500
    #5 unicorns ate 200 apples
    unicorns_2 = 5
    apples_2 = 200
    #The answer is
    result = unicorns_1 * apples_1 + unicorns_2 * apples_2
    return result",multiplication,0
61,"### Response: 
Question: T'Challa, the Black Panther, is the ruler of the fictional African nation of Wakanda. Wakanda is a prosperous nation with a GDP of $100 billion. If the GDP of Wakanda grows by 10% each year, how much is the GDP of Wakanda after 5 years?

Solution:
def solution():
    # GDP of Wakanda
    gdp = 100
    # Growth rate
    growth_rate = 0.1
    # Number of years
    years = 5
    # The GDP of Wakanda after 5 years is
    result = gdp * (1 + growth_rate)**years
    return result",multiplication,0
62,"### Response: 
Question: Captain America can punch 20 times per second. He punches for 10 seconds. How many punches does he land?
Solution:
def solution():
    #Captain America can punch 20 times per second
    punches_per_second = 20
    #He punches for 10 seconds
    seconds = 10
    #The answer is
    result = punches_per_second * seconds
    return result",multiplication,1
63,"### Response: 
Question: LeBron James dunks 100 times in a game. 20,000 people are in the audience. 10% of the people in the audience are from out of town. How many of the people in the audience are from in town?
Solution:
def solution():
    #LeBron James dunks 100 times in a game
    dunks_per_game = 100
    #20,000 people are in the audience
    audience = 20000
    #10% of the people in the audience are from out of town
    out_of_town = 0.10 * audience
    #The answer is
    in_town = audience - out_of_town
    return in_town",multiplication,0
64,"### Response: 

Question:
Harry Potter is a wizard. He can cast 10 spells per day. He does this for 5 days. How many spells has he cast?

Solution:
def solution():
    # Harry Potter can cast 10 spells per day
    spells_per_day = 10
    # He does this for 5 days
    days = 5
    # The answer is
    result = spells_per_day * days
    return result",multiplication,1
65,"### Response: 
Question: A field hockey team has 11 players. The team is playing in a tournament with 5 games. How many players will be on the field for the entire tournament?
Solution:
def solution():
    # A field hockey team has 11 players
    players_per_team = 11
    # The team is playing in a tournament with 5 games
    games = 5
    # The answer is
    result = players_per_team * games
    return result",multiplication,1
66,"### Response: 
Question:
There are 5 Power Rangers. Each Power Ranger has 2 swords. How many swords do the Power Rangers have in total?

Solution:
def solution():
    # number of Power Rangers
    power_rangers = 5
    # number of swords each Power Ranger has
    swords_per_ranger = 2
    # total number of swords
    total_swords = power_rangers * swords_per_ranger
    return total_swords

# Call the function and print the result
print(solution())",multiplication,1
67,"### Response: 

Question: Iron Man's suit of armor is made up of 20 plates. Each plate is 10 inches by 10 inches. How many square feet of armor does he have? (1 square foot is 144 square inches).
Solution:
def solution():
    # The number of plates in the suit
    plates = 20
    # Each plate is 10 inches by 10 inches
    plate_size = 10 * 10
    # The total area of the plates in square inches
    total_area = plates * plate_size
    # 1 square foot is 144 square inches
    square_foot = 144
    # The total area in square feet
    result = total_area / square_foot
    return result",multiplication,0
68,"### Response: 
Question: Iron Man can fly 1000 miles in 1 hour. How many miles can he fly in 5 hours?

Solution:
def solution():
    #Iron Man can fly 1000 miles in 1 hour
    miles_per_hour = 1000
    #He flies for 5 hours
    hours = 5
    #The answer is
    result = miles_per_hour * hours
    return result",multiplication,1
69,"### Response: 

Question: Naruto can do 1000 shadow clones. 

He does 100 shadow clones 3 times a day. 

How many shadow clones does he do in 30 days?
Solution:
def solution():
    # Naruto can do 1000 shadow clones
    shadow_clones = 1000
    # He does 100 shadow clones 3 times a day
    shadow_clones_per_day = 100 * 3
    # How many shadow clones does he do in 30 days?
    days = 30
    # The answer is
    result = shadow_clones_per_day * days
    return result",multiplication,1
70,"### Response: 
Question: Batman has 5 batarangs. He can throw 3 batarangs per minute. How many batarangs can he throw in 10 minutes?

Solution:
def solution():
    # Batman has 5 batarangs
    batarangs = 5
    # He can throw 3 batarangs per minute
    batarangs_per_minute = 3
    # The answer is
    result = batarangs * batarangs_per_minute * 10
    return result",multiplication,1
71,"### Response: 
Question: A volleyball team has 12 players. Each player has 2 arms. How many arms are there in total?
Solution:
def solution():
    # number of players
    players = 12
    # number of arms each player has
    arms_per_player = 2
    # calculate total number of arms
    total_arms = players * arms_per_player
    return total_arms",multiplication,1
72,"### Response: 
Question: 
There are 5 Power Rangers: Red, Blue, Yellow, Green, and Pink. 
Each Power Ranger has 5 Zords: a T-Rex, a Mastodon, a Pterodactyl, a Triceratops, and a Saber-toothed Tiger. 
How many Zords do the Power Rangers have in total?

Solution:
def solution():
    # There are 5 Power Rangers
    power_rangers = 5
    # Each Power Ranger has 5 Zords
    zords_per_ranger = 5
    # The answer is
    result = power_rangers * zords_per_ranger
    return result",multiplication,1
73,"### Response: 
Question: Superman can punch 20 times a second. 
He punched for 5 seconds. 
How many punches did he throw?

Solution:
def solution():
    #Superman can punch 20 times a second
    punches_per_second = 20
    #He punched for 5 seconds
    seconds = 5
    #The answer is
    result = punches_per_second * seconds
    return result",multiplication,1
74,"### Response: 
Question: 
A baker bakes 200 cookies. 
They are in 4 bags. 
Each bag has 20 cookies. 
How many cookies are in each bag?
Solution:
def solution():
    # total number of cookies
    total_cookies = 200
    # number of bags
    bags = 4
    # number of cookies in each bag
    cookies_per_bag = 20
    # The answer is
    result = total_cookies / (bags * cookies_per_bag)
    return result",multiplication,0
75,"### Response: 
Question: Thor can throw his hammer 25 miles in 5 minutes. How many miles can he throw his hammer in 10 minutes?
Solution:
def solution():
    #Thor can throw his hammer 25 miles in 5 minutes
    miles_per_5_minutes = 25
    #The answer is
    result = (miles_per_5_minutes * 10) / 5
    return result
print(solution())",multiplication,0
76,"### Response: 
Question: The Power Rangers are 5 in number. 

Each of them has 5 swords. 

How many swords do the Power Rangers have in total?

Solution:
def solution():
    #The Power Rangers are 5 in number
    power_rangers = 5
    #Each of them has 5 swords
    swords_per_ranger = 5
    #The answer is
    result = power_rangers * swords_per_ranger
    return result",multiplication,1
