,question,solution,answer,topic
592,"Hello Kitty has 4000 yen. She bought 500 yen of candy, 2000 yen of toys, and 500 yen of cake. How much yen does she have left?","def solution():
    #Hello Kitty started with 4000 yen
    yen_initial = 4000
    #She bought 500 yen of candy
    yen_candy = 500
    #2000 yen of toys
    yen_toys = 2000
    #And 500 yen of cake
    yen_cake = 500
    #The answer is
    result = yen_initial - yen_candy - yen_toys - yen_cake
    return result",1000,Hello Kitty
593,A 25-gallon fish tank has 15 fish. Each fish needs 1.5 gallons of water. How many more fish can the tank support?,"def solution():
    #A 25-gallon fish tank has 15 fish.
    #Each fish needs 1.5 gallons of water.
    #The tank is 25 gallons and the fish are using 15*1.5=22.5 gallons.
    #That leaves 25-22.5=2.5 gallons for more fish.
    #Each fish needs 1.5 gallons, so 2.5/1.5=1.666667 more fish can be supported.
    #The answer is
    result = (25 - (15 * 1.5)) / 1.5
    return result",1.6666666666666667,unspecified
594,Naruto has 12 ramen noodles. He eats 3 ramen noodles for lunch and 4 ramen noodles for dinner. How many ramen noodles does he have left?,"def solution():
    #Naruto started with 12 ramen noodles
    ramen_noodles_initial = 12
    #He ate 3 ramen noodles for lunch
    ramen_noodles_lunch = 3
    #He ate 4 ramen noodles for dinner
    ramen_noodles_dinner = 4
    #The answer is
    result = ramen_noodles_initial - ramen_noodles_lunch - ramen_noodles_dinner
    return result",5,Naruto
595,LeBron James is 6 feet 9 inches tall. 1 inch is 2.54 centimeters. How many centimeters is LeBron James?,"def solution():
    #LeBron James is 6 feet 9 inches tall
    height_in_inches = 6 * 12 + 9
    #1 inch is 2.54 centimeters
    height_in_centimeters = height_in_inches * 2.54
    return height_in_centimeters",205.74,LeBron James
596,128 pizzas were sliced into 4 slices each. 16 of the slices were given to the pizza chef. 24 slices were given to the pizza delivery drivers. How many slices of pizza are left?,"def solution():
    #128 pizzas were sliced
    pizzas = 128
    #Each pizza was sliced into 4 slices
    slices_per_pizza = 4
    #16 slices were given to the pizza chef
    slices_given_to_chef = 16
    #24 slices were given to the pizza delivery drivers
    slices_given_to_drivers = 24
    #The answer is
    result = pizzas * slices_per_pizza - slices_given_to_chef - slices_given_to_drivers
    return result",472,unspecified
597,"A sneaker company is releasing a new sneaker and is predicting how many they will sell. They predict that 120 people will buy the sneaker on the first day, 100 on the second day, and 150 on the third day. How many sneakers do they predict they will sell?","def solution():
    #They predict 120 sneakers will be sold on the first day
    sneakers_sold_first_day = 120
    #100 on the second day
    sneakers_sold_second_day = 100
    #150 on the third day
    sneakers_sold_third_day = 150
    #The answer is
    result = sneakers_sold_first_day + sneakers_sold_second_day + sneakers_sold_third_day
    return result",370,unspecified
598,"125 pineapples are on a truck. 25 pineapples are offloaded at the first store, 35 at the second, and 28 at the third. How many pineapples are left on the truck?","def solution():
    #There were 125 pineapples on the truck
    pineapples_initial = 125
    #25 pineapples were offloaded at the first store
    pineapples_offloaded_first = 25
    #35 at the second store
    pineapples_offloaded_second = 35
    #28 at the third store
    pineapples_offloaded_third = 28
    #The answer is
    result = pineapples_initial - pineapples_offloaded_first - pineapples_offloaded_second - pineapples_offloaded_third
    return result",37,unspecified
599,Thor's Hammer is 12.5 ounces.  He forged a new one that is 1/50 of an ounce heavier.  How heavy is the new hammer?,"def solution():
    #Thor's Hammer is 12.5 ounces
    hammer_weight = 12.5
    #He forged a new one that is 1/50 of an ounce heavier
    new_hammer_weight = hammer_weight + (1/50)
    #The answer is
    result = new_hammer_weight
    return result",12.52,Thor
600,"Batman has 40 Batarangs. He used 10 in a fight with Bane, 15 in a fight with the Riddler, and 5 in a fight with the Joker. How many Batarangs does he have left?","def solution():
    #Batman started with 40 Batarangs
    batarangs_initial = 40
    #He used 10 in a fight with Bane
    batarangs_bane = 10
    #He used 15 in a fight with the Riddler
    batarangs_riddler = 15
    #He used 5 in a fight with the Joker
    batarangs_joker = 5
    #The answer is
    result = batarangs_initial - batarangs_bane - batarangs_riddler - batarangs_joker
    return result",10,Batman
601,A basketball team has 12 players. The team is divided into 3 groups of 4. 2 players from each group are then selected. How many players are left in each group?,"def solution():
    #A basketball team has 12 players
    players = 12
    #The team is divided into 3 groups of 4
    groups = 3
    #2 players from each group are then selected
    selected_players = 2
    #The answer is
    result = (players / groups) - selected_players
    return result",2.0,basketball
602,Wonder Woman can lasso 20 criminals in 10 minutes. How many criminals can she lasso in 2 hours?,"def solution():
    #Wonder Woman can lasso 20 criminals in 10 minutes
    criminals_10_minutes = 20
    #2 hours is 120 minutes
    minutes_2_hours = 120
    #The answer is
    result = (criminals_10_minutes / 10) * minutes_2_hours
    return result",240.0,Wonder Woman
603,"In the first quarter, the 49ers had 7 first downs. They had 9 first downs in the second quarter and 5 first downs in the third quarter. How many first downs did they have in the fourth quarter if they had a total of 30 first downs?","def solution():
    #The 49ers had 7 first downs in the first quarter
    first_downs_first_quarter = 7
    #9 first downs in the second quarter
    first_downs_second_quarter = 9
    #5 first downs in the third quarter
    first_downs_third_quarter = 5
    #30 first downs total
    first_downs_total = 30
    #The answer is
    result = first_downs_total - first_downs_first_quarter - first_downs_second_quarter - first_downs_third_quarter
    return result",9,football
604,"A 747-400 can fly 10,600 miles in 14 hours. 
How far can a 747-400 fly in 19 hours?","def solution():
    # The 747-400 can fly 10,600 miles in 14 hours
    # So, in 1 hour, it can fly 10,600/14 miles
    miles_per_hour = 10600 / 14
    # In 19 hours, it can fly 19 * miles_per_hour miles
    miles_in_19_hours = 19 * miles_per_hour
    return miles_in_19_hours",14385.714285714284,planes
605,Spiderman has 20 spiderwebs. He uses 3 spiderwebs per day. How many spiderwebs does he have left after 5 days?,"def solution():
    #Spiderman started with 20 spiderwebs
    spiderwebs_initial = 20
    #He uses 3 spiderwebs per day
    spiderwebs_per_day = 3
    #There are 5 days
    num_days = 5
    #Spiderwebs used is
    spiderwebs_used = spiderwebs_per_day * num_days
    #The answer is
    result = spiderwebs_initial - spiderwebs_used
    return result",5,Spiderman
606,"The bakery baked 500 loaves of bread on Monday. They baked 100 loaves of bread on Tuesday. On Wednesday, they baked 200 loaves of bread. On Thursday, they baked 150 loaves of bread. How many loaves of bread did they bake?","def solution():
    #The bakery baked 500 loaves on Monday
    loaves_monday = 500
    #100 loaves on Tuesday
    loaves_tuesday = 100
    #200 loaves on Wednesday
    loaves_wednesday = 200
    #150 loaves on Thursday
    loaves_thursday = 150
    #The answer is
    result = loaves_monday + loaves_tuesday + loaves_wednesday + loaves_thursday
    return result",950,unspecified
607,"A bakery baked 120 cakes on Monday. They baked 10 more cakes on Tuesday. On Wednesday, they baked 15 more cakes. How many cakes did they bake by the end of Wednesday?","def solution():
    #The bakery baked 120 cakes on Monday
    cakes_baked_monday = 120
    #10 more cakes on Tuesday
    cakes_baked_tuesday = 10
    #15 more cakes on Wednesday
    cakes_baked_wednesday = 15
    #The answer is
    result = cakes_baked_monday + cakes_baked_tuesday + cakes_baked_wednesday
    return result",145,unspecified
608,A field hockey team has 22 players. 6 of the players are on the field and the rest are on the sidelines. 4 of the players on the sidelines are goalies. How many players on the sidelines are not goalies?,"def solution():
    #Total players in a field hockey team
    total_players = 22
    #Players on the field
    players_on_field = 6
    #Players on the sidelines
    players_on_sidelines = total_players - players_on_field
    #Goalies on the sidelines
    goalies_on_sidelines = 4
    #Players on the sidelines who are not goalies
    players_on_sidelines_not_goalies = players_on_sidelines - goalies_on_sidelines
    return players_on_sidelines_not_goalies",12,field hockey
609,"1200 cars are in a parking lot. 1000 of them are Hondas, 100 are Toyotas, and the rest are Mercedes. How many Mercedes are in the parking lot?","def solution():
    #1200 cars are in a parking lot
    cars = 1200
    #1000 of them are Hondas
    hondas = 1000
    #100 are Toyotas
    toyotas = 100
    #The rest are Mercedes
    mercedes = cars - hondas - toyotas
    return mercedes",100,cars
610,"In the Mushroom Kingdom, there are 200 toads. 50 of them are in the Mushroom Village, 30 of them are in the Toad Town, and the rest of them are in the Peach's Castle. How many toads are in the Peach's Castle?","def solution():
    #Total toads in the Mushroom Kingdom
    total_toads = 200
    #Toads in Mushroom Village
    toads_village = 50
    #Toads in Toad Town
    toads_toad_town = 30
    #Toads in Peach's Castle
    toads_peach_castle = total_toads - toads_village - toads_toad_town
    return toads_peach_castle",120,Super Mario
611,"12 Hello Kitty toys are on a shelf. 5 of the toys are wearing a pink bow, 3 of the toys are wearing a red bow, and the rest are wearing a blue bow. How many Hello Kitty toys are wearing a blue bow?","def solution():
    #12 Hello Kitty toys are on a shelf
    toys_total = 12
    #5 of the toys are wearing a pink bow
    toys_pink = 5
    #3 of the toys are wearing a red bow
    toys_red = 3
    #The answer is
    toys_blue = toys_total - toys_pink - toys_red
    return toys_blue",4,Hello Kitty
612,"A 2-gallon (7.57 liters) and a 4-gallon (15.14 liters) tank are to be filled with water. The 2-gallon tank is filled 3/4 of the way, and the 4-gallon tank is filled 3/5 of the way. How many more ounces of water are in the 4-gallon tank than in the 2-gallon tank? (1 gallon = 128 ounces)","def solution():
    #2-gallon tank is filled 3/4 of the way
    two_gallon_tank_filled = (3/4) * 2 * 128
    #4-gallon tank is filled 3/5 of the way
    four_gallon_tank_filled = (3/5) * 4 * 128
    #The answer is
    result = four_gallon_tank_filled - two_gallon_tank_filled
    return result",115.19999999999999,unspecified
613,10000 bees were in a hive. 2000 of them left. 1000 more bees came. 2000 of the bees that left returned. How many bees are there now?,"def solution():
    #10000 bees were in a hive
    bees_initial = 10000
    #2000 of them left
    bees_left = 2000
    #1000 more bees came
    bees_came = 1000
    #2000 of the bees that left returned
    bees_returned = 2000
    #The answer is
    result = bees_initial - bees_left + bees_came + bees_returned
    return result",11000,unspecified
614,The Tesla Model 3 has 250 miles of range. The Tesla Model S has 300 miles of range. How many more miles of range does the Tesla Model S have than the Tesla Model 3?,"def solution():
    #The Tesla Model 3 has 250 miles of range
    model3_range = 250
    #The Tesla Model S has 300 miles of range
    modelS_range = 300
    #The answer is
    result = modelS_range - model3_range
    return result",50,cars
615,"Scoops of ice cream cost $2 each. 3 scoops of ice cream in a cone is called a ""kid's scoop"". 5 scoops of ice cream in a waffle cone is called a ""regular scoop"". 8 scoops of ice cream in a waffle cone is called a ""super scoop"". 12 scoops of ice cream in a waffle cone is called an ""ultra scoop"". How much more does an ultra scoop cost than a kid's scoop?","def solution():
    #The cost of 1 scoop of ice cream
    scoop_cost = 2
    #A kid's scoop has 3 scoops
    kid_scoop = 3
    #An ultra scoop has 12 scoops
    ultra_scoop = 12
    #The answer is
    result = (ultra_scoop * scoop_cost) - (kid_scoop * scoop_cost)
    return result",18,ice cream
616,"There are 2000 people in a stadium. 1000 of them are wearing the home team's jersey, 750 of them are wearing the away team's jersey, and the rest are wearing no jersey. How many people are wearing no jersey?","def solution():
    #Total people in the stadium
    total_people = 2000
    #People wearing home team's jersey
    home_team_jersey = 1000
    #People wearing away team's jersey
    away_team_jersey = 750
    #People wearing no jersey is
    no_jersey = total_people - home_team_jersey - away_team_jersey
    return no_jersey",250,cheer leading
617,Iron Man has 250 amps of power. 100 amps of power are used to fly. 50 amps of power are used to fire a repulsor ray. 20 amps of power are used to fire a unibeam. How much power is left?,"def solution():
    #Iron Man started with 250 amps of power
    power_initial = 250
    #100 amps of power are used to fly
    power_fly = 100
    #50 amps of power are used to fire a repulsor ray
    power_repulsor = 50
    #20 amps of power are used to fire a unibeam
    power_unibeam = 20
    #The answer is
    result = power_initial - power_fly - power_repulsor - power_unibeam
    return result",80,Iron Man
618,Naruto ate 15 ramen noodles for lunch. He ate 10 more ramen noodles for dinner. How many ramen noodles did he eat in all?,"def solution():
    #Naruto ate 15 ramen noodles for lunch
    ramen_noodles_lunch = 15
    #He ate 10 more ramen noodles for dinner
    ramen_noodles_dinner = 10
    #The answer is
    result = ramen_noodles_lunch + ramen_noodles_dinner
    return result",25,Naruto
619,Serena Williams has 19 Grand Slam titles. 5 of her titles are from the Australian Open. 4 of her titles are from the US Open. 3 of her titles are from the French Open. The rest of her titles are from Wimbledon. How many Wimbledon titles does she have?,"def solution():
    #Serena has 19 Grand Slam titles
    grand_slam_titles = 19
    #5 of her titles are from the Australian Open
    australian_open_titles = 5
    #4 of her titles are from the US Open
    us_open_titles = 4
    #3 of her titles are from the French Open
    french_open_titles = 3
    #The rest of her titles are from Wimbledon.
    #The answer is
    wimbledon_titles = grand_slam_titles - australian_open_titles - us_open_titles - french_open_titles
    return wimbledon_titles",7,Serena Williams
620,A pound of strawberries has 250 seeds. A pound of raspberries has 300 seeds. How many seeds are in 10 pounds of strawberries and 15 pounds of raspberries?,"def solution():
    #A pound of strawberries has 250 seeds
    strawberries_per_pound = 250
    #A pound of raspberries has 300 seeds
    raspberries_per_pound = 300
    #10 pounds of strawberries have
    strawberries_10_pounds = strawberries_per_pound * 10
    #15 pounds of raspberries have
    raspberries_15_pounds = raspberries_per_pound * 15
    #The answer is
    result = strawberries_10_pounds + raspberries_15_pounds
    return result",7000,unspecified
621,"A family of 5 is at an ice cream shop. 2 of the kids get a 1-scoop ice cream, and the other 3 family members get 2-scoop ice creams. 1-scoop ice creams cost $2, and 2-scoop ice creams cost $4. How much does the family spend?","def solution():
    #2 kids get 1-scoop ice cream
    kids = 2
    #1-scoop ice cream costs $2
    cost_1scoop = 2
    #3 family members get 2-scoop ice creams
    family = 3
    #2-scoop ice cream costs $4
    cost_2scoop = 4
    #The answer is
    result = (kids * cost_1scoop) + (family * cost_2scoop)
    return result",16,ice cream
622,Captain Marvel has 325000 gold coins. She spends 250000 gold coins on a new spaceship. She then spends 25000 gold coins on a new costume. How many gold coins does she have left?,"def solution():
    #Captain Marvel started with 325000 gold coins
    gold_coins_initial = 325000
    #She spent 250000 on a new spaceship
    gold_coins_spent_spaceship = 250000
    #She spent 25000 on a new costume
    gold_coins_spent_costume = 25000
    #The answer is
    result = gold_coins_initial - gold_coins_spent_spaceship - gold_coins_spent_costume
    return result",50000,Captain Marvel
623,"Iron Man's suit of armor is made of 2000 individual pieces. It takes 10 minutes to assemble each piece. How long, in hours, does it take to assemble the suit?","def solution():
    #The suit is made of 2000 individual pieces
    pieces = 2000
    #It takes 10 minutes to assemble each piece
    time_per_piece = 10
    #10 minutes is 0.1667 hours
    time_per_piece_in_hours = time_per_piece / 60
    #The answer is
    result = pieces * time_per_piece_in_hours
    return result",333.3333333333333,Iron Man
624,"In the first level, Super Mario has to collect 10 coins to unlock the next level. In the second level, he has to collect 20 coins. In the third level, he has to collect 30 coins. How many coins does he have to collect to unlock all three levels?","def solution():
    #In the first level, Super Mario has to collect 10 coins
    coins_first_level = 10
    #In the second level, he has to collect 20 coins
    coins_second_level = 20
    #In the third level, he has to collect 30 coins
    coins_third_level = 30
    #The answer is
    result = coins_first_level + coins_second_level + coins_third_level
    return result",60,Super Mario
625,"120 4th graders and 100 5th graders are on a field trip to the botanical gardens. The 4th graders each get 20 ounces of water, and the 5th graders each get 10 ounces of water. How many ounces of water do the 4th and 5th graders have in total?","def solution():
    #There are 120 4th graders
    fourth_graders = 120
    #They each get 20 ounces of water
    water_per_fourth_grader = 20
    #There are 100 5th graders
    fifth_graders = 100
    #They each get 10 ounces of water
    water_per_fifth_grader = 10
    #The answer is
    result = (fourth_graders * water_per_fourth_grader) + (fifth_graders * water_per_fifth_grader)
    return result",3400,unspecified
626,"There are 4 Ninja Turtles. 
Raphael is 10 years old. 
Leonardo is 2 years older than Raphael. 
Michelangelo is 5 years younger than Leonardo. 
Donatello is 20 years old. 
How old is the average Ninja Turtle?","def solution():
    #Raphael is 10 years old
    raphael_age = 10
    #Leonardo is 2 years older than Raphael
    leonardo_age = raphael_age + 2
    #Michelangelo is 5 years younger than Leonardo
    michelangelo_age = leonardo_age - 5
    #Donatello is 20 years old
    donatello_age = 20
    #The average age is
    average_age = (raphael_age + leonardo_age + michelangelo_age + donatello_age) / 4
    return average_age",12.25,Ninja Turtles
627,A baker bakes 120 cakes. He sells 40 cakes on Monday and 30 cakes on Tuesday. 10 cakes are returned on Wednesday. How many cakes does he have left?,"def solution():
    #The baker started with 120 cakes
    cakes_initial = 120
    #He sold 40 on Monday and 30 on Tuesday
    cakes_sold_monday = 40
    cakes_sold_tuesday = 30
    #10 cakes were returned on Wednesday
    cakes_returned = 10
    #The answer is
    result = cakes_initial - cakes_sold_monday - cakes_sold_tuesday + cakes_returned
    return result",60,unspecified
628,The soccer team has 22 players. 11 of the players are on the field and 5 more are on the bench. The rest of the players are in the locker room. How many players are in the locker room?,"def solution():
    #Total number of players
    total_players = 22
    #Players on the field
    field_players = 11
    #Players on the bench
    bench_players = 5
    #Players in the locker room are
    locker_room_players = total_players - field_players - bench_players
    return locker_room_players",6,soccer
629,"Harry, Ron, and Hermione are on a mission. They have to sneak into the dungeons of the Malfoy Manor. Harry has 7 Invisibility Cloaks. Ron has 2. Hermione has 5. How many Invisibility Cloaks do they have in total?","def solution():
    #Harry has 7 Invisibility Cloaks
    harry_cloaks = 7
    #Ron has 2
    ron_cloaks = 2
    #Hermione has 5
    hermione_cloaks = 5
    #The answer is
    result = harry_cloaks + ron_cloaks + hermione_cloaks
    return result",14,Harry Potter
630,"A hamburger bun weighs 2 ounces. 200 hamburger buns were baked on Monday, 300 on Tuesday, and 400 on Wednesday. How many ounces of hamburger buns were baked?","def solution():
    #A hamburger bun weighs 2 ounces
    bun_weight = 2
    #200 buns were baked on Monday
    buns_monday = 200
    #300 buns were baked on Tuesday
    buns_tuesday = 300
    #400 buns were baked on Wednesday
    buns_wednesday = 400
    #The answer is
    result = (buns_monday + buns_tuesday + buns_wednesday) * bun_weight
    return result",1800,unspecified
631,Naruto is 12 years old. Sasuke is 1.5 times as old as Naruto. Kakashi is 20 years older than Sasuke. How old is Kakashi?,"def solution():
    #Naruto is 12 years old
    naruto_age = 12
    #Sasuke is 1.5 times as old as Naruto
    sasuke_age = 1.5 * naruto_age
    #Kakashi is 20 years older than Sasuke
    kakashi_age = sasuke_age + 20
    #The answer is
    result = kakashi_age
    return result",38.0,Naruto
632,"The local swimming pool is 25 yards long. 

Swimmers can swim 10 laps in 15 minutes.

How many laps can they swim in 2 hours?","def solution():
    #The pool is 25 yards long
    pool_length = 25
    #Swimmers can swim 10 laps in 15 minutes
    laps_per_minute = 10 / 15
    #2 hours is 120 minutes
    minutes_2_hours = 120
    #The answer is
    result = laps_per_minute * minutes_2_hours
    return result",80.0,swimming
633,"The Cheerios have 20 members. 10 of the members are in 10th grade. 6 of the members are in 11th grade. 4 of the members are in 12th grade. How many Cheerios members are not in 10th, 11th, or 12th grade?","def solution():
    #Total members
    total_members = 20
    #Members in 10th grade
    members_10th = 10
    #Members in 11th grade
    members_11th = 6
    #Members in 12th grade
    members_12th = 4
    #Members who are not in 10th, 11th, or 12th grade
    members_other = total_members - members_10th - members_11th - members_12th
    return members_other",0,cheer leading
634,Spiderman is in a 10-story building. He has to save 2 people on each floor. How many people does he have to save?,"def solution():
    #Spiderman is in a 10-story building
    floors = 10
    #He has to save 2 people on each floor
    people_per_floor = 2
    #The answer is
    result = floors * people_per_floor
    return result",20,Spiderman
635,"Superman can fly 400 miles per hour. He is 1,200 miles away from the Baxter Building. How many hours will it take for him to get to the Baxter Building?","def solution():
    #Superman can fly 400 miles per hour
    miles_per_hour = 400
    #He is 1,200 miles away from the Baxter Building
    miles_away = 1200
    #The answer is
    result = miles_away / miles_per_hour
    return result",3.0,Superman
636,"Patrick Mahomes, the quarterback for the Kansas City Chiefs, is 26 years old.  He has a 2-year-old daughter.  In 10 years, how old will his daughter be?","def solution():
    #Patrick is 26 years old
    patrick_age = 26
    #His daughter is 2 years old
    daughter_age = 2
    #In 10 years, his daughter will be
    result = daughter_age + 10
    return result",12,Patrick Mahomes
637,"A baker is baking a tray of 120 cookies. He bakes 20 of them on Monday, 40 on Tuesday, 30 on Wednesday, and 30 on Thursday. How many cookies does he have left to bake?","def solution():
    #The baker is baking 120 cookies
    cookies_total = 120
    #He bakes 20 on Monday, 40 on Tuesday, 30 on Wednesday, and 30 on Thursday
    cookies_baked_monday = 20
    cookies_baked_tuesday = 40
    cookies_baked_wednesday = 30
    cookies_baked_thursday = 30
    #The answer is
    result = cookies_total - (cookies_baked_monday + cookies_baked_tuesday + cookies_baked_wednesday + cookies_baked_thursday)
    return result",0,cookies
638,Barbie is a fashionista. She has 300 outfits in her wardrobe. She wears 10 outfits a week. How many weeks can she wear a different outfit every day?,"def solution():
    #Barbie has 300 outfits
    outfits = 300
    #She wears 10 outfits a week
    outfits_per_week = 10
    #The answer is
    result = outfits / outfits_per_week
    return result",30.0,Barbie
639,"A 3-scoop ice cream cone has 210 calories. 
How many calories are in a 5-scoop ice cream cone?","def solution():
    # A 3-scoop ice cream cone has 210 calories.
    # So, each scoop of ice cream has 210/3 = 70 calories.
    calories_per_scoop = 210 / 3
    # A 5-scoop ice cream cone has 5*70 = 350 calories.
    calories_5_scoop = 5 * calories_per_scoop
    return calories_5_scoop",350.0,ice cream
640,1282 pineapples were shipped to a pineapple processing plant. 167 pineapples were rotten and had to be thrown away. 314 pineapples were not ripe and had to be set aside. The rest of the pineapples were canned. How many pineapples were canned?,"def solution():
    #1282 pineapples were shipped
    pineapples_shipped = 1282
    #167 pineapples were rotten
    pineapples_rotten = 167
    #314 pineapples were not ripe
    pineapples_unripe = 314
    #The rest of the pineapples were canned
    pineapples_canned = pineapples_shipped - pineapples_rotten - pineapples_unripe
    return pineapples_canned
###",801,unspecified
641,A volleyball team has 6 players. 3 of the players are 15 years old. 2 of the players are 16. 1 of the players is 14. How many years old is the average player on the team?,"def solution():
    #Number of 15-year-old players
    players_15 = 3
    #Number of 16-year-old players
    players_16 = 2
    #Number of 14-year-old players
    players_14 = 1
    #Total number of players
    total_players = players_15 + players_16 + players_14
    #Total age of all players
    total_age = players_15 * 15 + players_16 * 16 + players_14 * 14
    #Average age of all players
    average_age = total_age / total_players
    return average_age",15.166666666666666,volleyball
642,"The volleyball team has 12 members. 5 of the members are 1st-year students, 3 are 2nd-year students, and the rest are 3rd-year students. How many 3rd-year students are on the team?","def solution():
    #The total number of team members
    total_members = 12
    #The number of 1st-year students
    first_year_students = 5
    #The number of 2nd-year students
    second_year_students = 3
    #The answer is
    third_year_students = total_members - first_year_students - second_year_students
    return third_year_students",4,volleyball
643,"Serena Williams has 21 Grand Slam titles. 14 of them are in singles, and the rest are in doubles. How many doubles titles does she have?","def solution():
    #Serena Williams has 21 Grand Slam titles
    grand_slam_titles = 21
    #14 of them are in singles
    singles_titles = 14
    #The rest are in doubles
    doubles_titles = grand_slam_titles - singles_titles
    return doubles_titles",7,Serena Williams
644,"Captain Marvel, a.k.a. Carol Danvers, is a Kree-human hybrid. She has the same abilities as the Kree, who are 1000 times stronger than humans. If a human can lift 100 pounds, how much can Captain Marvel lift?","def solution():
    #A human can lift 100 pounds
    human_lift = 100
    #The Kree are 1000 times stronger than humans
    kree_lift = 1000 * human_lift
    #Captain Marvel has the same abilities as the Kree
    carol_lift = kree_lift
    #The answer is
    result = carol_lift
    return result",100000,Captain Marvel
645,A Pikachu weighs 6.6 pounds. 50 Pikachus weigh 10 times as much as a Snorlax. 10 Snorlaxes weigh 5000 pounds. How many pounds does 1000 Pikachus weigh?,"def solution():
    #A Pikachu weighs 6.6 pounds
    pikachu_weight = 6.6
    #50 Pikachus weigh 10 times as much as a Snorlax
    snorlax_weight = (50 * pikachu_weight) / 10
    #10 Snorlaxes weigh 5000 pounds
    total_snorlax_weight = 10 * snorlax_weight
    #The answer is
    result = (1000 * pikachu_weight)
    return result",6600.0,Pokémon
646,A trainer has 50 Pokémon. 10 of them are Pikachu. 20 of them are Squirtle. 15 of them are Charmander. 5 of them are Bulbasaur. How many of them are not one of these four?,"def solution():
    #The trainer has 50 Pokémon
    total_pokemon = 50
    #10 of them are Pikachu
    pikachu = 10
    #20 of them are Squirtle
    squirtle = 20
    #15 of them are Charmander
    charmander = 15
    #5 of them are Bulbasaur
    bulbasaur = 5
    #The answer is
    result = total_pokemon - pikachu - squirtle - charmander - bulbasaur
    return result",0,Pokémon
647,A pizza is cut into 12 slices. 5 slices are left in the fridge for the next day. 3 of the slices are eaten by the dog. 2 slices are cold and inedible. How many slices of pizza are left?,"def solution():
    #A pizza is cut into 12 slices
    slices = 12
    #5 slices are left in the fridge
    slices_fridge = 5
    #3 of the slices are eaten by the dog
    slices_dog = 3
    #2 slices are cold and inedible
    slices_cold = 2
    #The answer is
    result = slices - slices_fridge - slices_dog - slices_cold
    return result",2,pizza
648,"A 3-scoop ice cream cone has 150 calories. 
How many calories are in a 4-scoop ice cream cone?","def solution():
    #A 3-scoop ice cream cone has 150 calories
    calories_3scoop = 150
    #A 4-scoop ice cream cone has
    calories_4scoop = (4/3) * calories_3scoop
    return calories_4scoop",200.0,ice cream
649,Creepers have 20 health points. Skeletons have 24 health points. A creeper and a skeleton are in a fight. The creeper deals 12 damage to the skeleton. The skeleton deals 10 damage to the creeper. How many more health points does the skeleton have than the creeper?,"def solution():
    #Creepers have 20 health points
    creeper_health = 20
    #Skeletons have 24 health points
    skeleton_health = 24
    #A creeper and a skeleton are in a fight
    #The creeper deals 12 damage to the skeleton
    skeleton_health = skeleton_health - 12
    #The skeleton deals 10 damage to the creeper
    creeper_health = creeper_health - 10
    #The answer is
    result = skeleton_health - creeper_health
    return result",2,Minecraft
650,Superman is 2000 feet above the ground. He flies down at a rate of 200 feet per second. How many seconds does it take for him to get to the ground?,"def solution():
    #Superman is 2000 feet above the ground
    height_above_ground = 2000
    #He flies down at a rate of 200 feet per second
    rate_of_descent = 200
    #The answer is
    result = height_above_ground / rate_of_descent
    return result",10.0,Superman
651,"5000 planes are to be flown out of an airport. 3000 of the planes are to be flown out on Monday, 1200 of the planes are to be flown out on Tuesday, and the rest are to be flown out on Wednesday. How many planes are to be flown out on Wednesday?","def solution():
    #5000 planes are to be flown out of an airport
    total_planes = 5000
    #3000 of the planes are to be flown out on Monday
    planes_monday = 3000
    #1200 of the planes are to be flown out on Tuesday
    planes_tuesday = 1200
    #The answer is
    result = total_planes - planes_monday - planes_tuesday
    return result",800,planes
652,10000 Power Rangers are needed to protect the city. 1000 Power Rangers are in the city. 2000 more Power Rangers are on the way. How many more Power Rangers are needed?,"def solution():
    #Total Power Rangers needed
    total_power_rangers_needed = 10000
    #Power Rangers in the city
    power_rangers_in_city = 1000
    #Power Rangers on the way
    power_rangers_on_the_way = 2000
    #More Power Rangers needed
    more_power_rangers_needed = total_power_rangers_needed - power_rangers_in_city - power_rangers_on_the_way
    return more_power_rangers_needed",7000,Power Rangers
653,Wonder Woman is a superhero who can lasso the truth out of anyone. She has 24 lassos. 12 of the lassos are made of gold. 6 of the lassos are made of silver. The rest of the lassos are made of rope. How many lassos are made of rope?,"def solution():
    #Wonder Woman has 24 lassos
    lassos_total = 24
    #12 of them are made of gold
    lassos_gold = 12
    #6 of them are made of silver
    lassos_silver = 6
    #The rest are made of rope. The answer is
    lassos_rope = lassos_total - lassos_gold - lassos_silver
    return lassos_rope",6,Wonder Woman
654,Superman is 2000 feet in the air. He can fly down to the ground at 1000 feet per second. How many seconds does it take for him to get to the ground?,"def solution():
    #Superman is 2000 feet in the air
    height = 2000
    #He can fly down to the ground at 1000 feet per second
    speed = 1000
    #The answer is
    result = height / speed
    return result",2.0,Superman
655,Barbie has 4000 Instagram followers. She gains 200 new followers a day. How many followers will she have in a week?,"def solution():
    #Barbie started with 4000 followers
    followers_initial = 4000
    #She gains 200 new followers a day
    followers_per_day = 200
    #There are 7 days in a week
    days_in_a_week = 7
    #She gains 200 new followers a day for 7 days. The answer is
    result = followers_initial + followers_per_day * days_in_a_week
    return result",5400,Barbie
